"idem","year","Gini_net","gdp_gro","Trade","Gov_ex","Secondary_ed","employ_rate","Education_exp","Health_exp","Soc_kind","Soc_payable","Social_prot_ex_pen","Unemp_tra","Property_taxes","PIT","ind_tx","Corporate_ta","mrp_all","arp_mid","pi_a","pi_m","sav_gdp","RD_gdp","res_1mill","rd","rd1","Gov_debt","cycle","trend","gi_bb","phat0","invwt","mu","mu0","mu1","mdiff1","iptw","dr1","id","phat","ate"
"Finland",1991,1.322219295,1.253876928,1.638058865,1.752816431,1.62279022,1.768182341,0.855922901,0.825818731,0.079181246,1.252853031,1.107207185,NA,-2.668073855,-1.177697097,0.916251759,0.290257269,-0.95581197,-1.078732408,1.270420025,1.125656982,1.360012853,NA,NA,NA,NA,NA,-0.015756965,1.337976259,0,0.557382055259951,2.25928481184219,0.000322786534080466,1.04191146583678e-07,0,1.31206328421249e-07,-2.98726997111819,-2.98726983991186,"6",0.55,1
"Finland",1992,1.330413773,1.255165279,1.700706735,1.790285164,1.632366122,1.77516424,0.868879197,0.832667318,0.113943352,1.334453751,1.174769863,NA,-2.633103249,-1.233411239,0.889495712,0.195068996,-0.960799706,-1.083338173,1.336201478,1.185061156,1.336773721,NA,NA,NA,NA,NA,0.002378825,1.328034949,1,0.536129566398739,1.8652207650422,0.00284775448127683,0,8.10970558563227e-06,-7.01668567106778e-06,2.48151539549774,2.48150837881207,"6",0.536129566398739,1
"Finland",1993,1.340444115,1.255836839,1.764458587,1.80685803,1.64501537,1.782035669,0.861616011,0.828098109,0.113943352,1.36361198,1.187590907,NA,-2.643959216,-1.237048936,0.879888541,-0.583359493,-1.003939499,-1.092598307,1.351597573,1.241922289,1.358458491,NA,NA,NA,NA,NA,0.008041787,1.332402328,1,0.521499963979685,1.91754567415264,0.005487683402013,0,3.0114669120729e-05,-2.76315843802628e-05,2.57036281416161,2.57033518257723,"6",0.521499963979685,1
"Finland",1994,1.346352974,1.262331788,1.795290146,1.795880017,1.651550168,1.788800069,0.847024513,0.794654248,0.113943352,1.361727836,1.180184102,NA,-2.622757324,-1.207857056,0.887660331,-0.270025714,-1.033052871,-1.099941104,1.328571623,1.247780199,1.398757588,NA,NA,NA,NA,NA,0.005631665,1.340721309,1,0.520359727729068,1.92174748873084,0.0067252152045183,0,4.52285195470841e-05,-4.16892743115384e-05,2.5873504467298,2.58730875745548,"6",0.520359727729068,1
"Finland",1995,1.346352974,1.253270818,1.806649021,1.78604121,1.6599162,1.795460724,0.840354107,0.792572088,0.146128036,1.328379603,1.149003946,NA,-2.686860466,-1.266687627,0.888326448,0.351216345,-0.989027483,-1.091592205,1.382706341,1.252788876,1.433720268,NA,NA,NA,NA,1.741151599,-0.003212461,1.349565436,0,0.525087179993331,2.1056496221474,-0.00221321871220082,4.89833706803585e-06,0,5.41584452842446e-06,-2.83494763098013,-2.83494221513561,"6",0.525087179993331,1
"Finland",1996,1.359835482,1.259347453,1.817808701,1.774516966,1.672097858,1.802766153,0.834878055,0.804528138,0.204119983,1.315970345,1.144839153,NA,-2.582496559,-1.206713849,0.894017698,0.435844366,-0.975264005,-1.089385734,1.314576852,1.176864581,1.419877627,0.389717023,NA,NA,0.553350482,1.742725131,-0.000526288,1.360361771,0,0.518071491076369,2.07499656377138,-0.000474228287425271,2.24892468594305e-07,0,2.41758630956941e-07,-2.8216539524444,-2.82165371068577,"6",0.518071491076369,1
"Finland",1997,1.372912003,1.26445604,1.834190651,1.748962861,1.689308859,1.807010684,0.808424114,0.793793993,0.146128036,1.281033367,1.116763191,NA,-2.570270823,-1.221693903,0.916792091,0.5289167,-0.996436501,-1.096905654,1.340082951,1.217340398,1.4562591,0.418833059,NA,NA,0.609929454,1.717670503,0.001143212,1.371768791,1,0.516950284023618,1.93442199550917,0.00608041556571859,0,3.69714534518329e-05,-3.45469393113362e-05,2.65579117650175,2.65575662956244,"6",0.516950284023618,1
"Finland",1998,1.382017043,1.259948656,1.826193569,1.719331287,1.614897216,1.81557457,0.787966569,0.765772972,0.176091259,1.245512668,1.084885397,NA,-2.544973928,-1.232430058,0.906211753,0.622317661,-1.041659276,-1.106258203,1.36338586,1.283772202,1.481970286,0.44506684,NA,NA,0.659575832,1.671172843,2.56e-05,1.381991406,1,0.521581390312427,1.91724631778178,0.00705371389690978,0,4.97548797394582e-05,-4.56374802326931e-05,2.64966708680341,2.64962144932317,"6",0.521581390312427,1
"Finland",1999,1.390935107,1.255230403,1.821095553,1.707570176,1.604226053,1.821349736,0.775211191,0.761563646,0.204119983,1.230448921,1.073771672,NA,-2.491599524,-1.259653513,0.902369118,0.620448385,-1.019919317,-1.098860008,1.384182869,1.284744951,1.489902618,0.485157613,NA,NA,0.722837598,1.644438589,0.000715335,1.390219772,1,0.519413850659658,1.9252470813591,0.00307575509908919,0,9.46026942957317e-06,-8.75308667858333e-06,2.67789375511166,2.67788500202499,"6",0.519413850659658,1
"Finland",2000,1.397940009,1.256164773,1.875028327,1.681241237,1.611723308,1.827046017,0.768012113,0.757890035,0.204119983,1.195899652,1.041479031,NA,-2.395562471,-1.173643066,0.901818017,0.757320097,-1.073620491,-1.118969298,1.313270557,1.260047245,1.511377214,0.511307037,NA,NA,0.772777806,1.62838893,0.002273866,1.395666143,1,0.523920038811686,1.90868820797181,0.00327929842261332,0,1.07537981445542e-05,-9.77184956486557e-06,2.66823161063031,2.66822183878075,"6",0.523920038811686,1
"Finland",2001,1.397940009,1.248047985,1.846744793,1.674861141,1.618048097,1.833306515,0.771015928,0.767383784,0.230448921,1.184691431,1.033423755,0.394568349,-2.449858787,-1.230146151,0.88634821,0.606381365,-1.074936606,-1.113273594,1.369489227,1.322329128,1.512178001,0.504871669,NA,NA,0.763455832,1.612783857,-0.000219259,1.398159267,0,0.527204625709903,2.11507991486063,0.00456492983210954,2.08385843720836e-05,0,2.32366868874392e-05,-2.95675483521599,-2.95673159852911,"6",0.527204625709903,1
"Finland",2002,1.397940009,1.246140965,1.840672894,1.685741739,1.629409599,1.83298765,0.786402575,0.792631682,0.255272505,1.198657087,1.045322979,0.415253287,-2.418964627,-1.251176937,0.898226098,0.606166315,-1.101482702,-1.128228658,1.411613677,1.378149753,1.493031663,0.512871092,NA,NA,0.76573278,1.604226053,-0.001547563,1.399487572,0,0.523151207677616,2.09710083385076,0.00501104084759318,2.51105303762474e-05,0,2.75487838142159e-05,-2.93162115854724,-2.93159360976343,"6",0.523151207677616,1
"Finland",2003,1.399673721,1.243996799,1.832749365,1.693726949,1.632457292,1.830588669,0.799211045,0.807993158,0.278753601,1.206825876,1.049218023,0.432067533,-2.472985933,-1.274544484,0.915847726,0.514149134,-1.056551978,-1.111380257,1.416503576,1.346622496,1.466120171,0.518795482,NA,NA,0.760616521,1.631443769,-0.001576799,1.401250521,0,0.518844573519567,2.07833050395965,-0.021919846746896,0.000480479681407406,0,0.000518115896994421,-2.90898458994501,-2.90846647404802,"6",0.518844573519567,1
"Finland",2004,1.404833717,1.251001798,1.851205583,1.692846919,1.63748973,1.830267801,0.794482896,0.818234781,0.301029996,1.201397124,1.045322979,0.42503736,-2.430069561,-1.286582906,0.914311055,0.5289167,-1.021294627,-1.11074819,1.429069634,1.313980209,1.468878749,0.520475672,3.893310115,5.71880049,0.764515654,1.630427875,0.001119871,1.403713846,1,0.514319695579738,1.94431597427512,-0.0204562193110933,0,0.000418456908503547,-0.00039515554324568,2.73144063716339,2.73104548162014,"6",0.514319695579738,1
"Finland",2005,1.404833717,1.245285613,1.884385869,1.692846919,1.645422269,1.834897339,0.786298592,0.830861752,0.322219295,1.195899652,1.041392685,0.395005531,-2.427208224,-1.27204506,0.922372054,0.504062883,-1.008380146,-1.117272868,1.421221432,1.282704983,1.46166782,0.522412932,3.876600592,5.666302335,0.763594171,1.602059991,-0.000950634,1.405784351,0,0.514882445366378,2.06135603720883,-0.0161139128953309,0.000259658188798312,0,0.000275589786291798,-2.89586246381247,-2.89558687402618,"6",0.514882445366378,1
"Finland",2006,1.408239965,1.245765653,1.914780877,1.683947131,1.648360011,1.841046465,0.776645761,0.834364111,0.322219295,1.184691431,1.021189299,0.358420205,-2.533889809,-1.292550485,0.925398774,0.512284063,-1.014921744,-1.123814481,1.452586953,1.311837593,1.460313088,0.523436889,3.884071172,5.671959967,0.76438174,1.582063363,0.00090599,1.407333975,1,0.515549542110935,1.939677796833,-0.013862042328034,0,0.000192156217504206,-0.000180564931112115,2.73153179272338,2.73135122779227,"6",0.515549542110935,1
"Finland",2007,1.409933123,1.249186108,1.919997729,1.670245853,1.645422269,1.846955325,0.762147045,0.81987729,0.322219295,1.161368002,1.004321374,0.304775215,-2.609635264,-1.301101073,0.911169147,0.571825249,-1.018056742,-1.126949486,1.466275186,1.32459472,1.486539778,0.524496083,3.866968703,5.748402798,0.77968429,1.531478917,0.002517747,1.407415376,1,0.519187737646104,1.92608555150745,-0.0097118078199705,0,9.43192111320401e-05,-8.73476586589626e-05,2.71565181680207,2.71556446914341,"6",0.519187737646104,1
"Finland",2008,1.404833717,1.239287134,1.937075678,1.683947131,1.648360011,1.851564082,0.766269921,0.842825472,0.342422681,1.167317335,1.004321374,0.281868303,-2.474421993,-1.311607145,0.907582006,0.523876476,-1.014457707,-1.12335046,1.473394489,1.330569976,1.464091802,0.549870984,3.88563304,5.688923481,0.805061599,1.514547753,-0.001028301,1.405862017,0,0.518945503964645,2.0787665602163,-0.00460782811782834,2.12320799634495e-05,0,2.29044578684078e-05,-2.92032135356397,-2.9202984491061,"6",0.518945503964645,1
"Finland",2009,1.401400541,1.227628156,1.848381524,1.738780558,1.650307523,1.837114749,0.813360269,0.895548297,0.397940009,1.238046103,1.068185862,0.384023318,-2.616060221,-1.378927942,0.923409165,0.285557309,-1.016234736,-1.125127469,1.551469705,1.401314473,1.376338076,0.573895747,3.883453439,5.344944837,0.789874568,1.620136055,-0.003276684,1.404677225,0,0.501468866220216,2.00589277628091,-0.00340949504271748,1.16246564463151e-05,0,1.16931579460956e-05,-2.81105922186806,-2.81104752871011,"6",0.501468866220216,1
"Finland",2010,1.40654018,1.242526457,1.881326394,1.738780558,1.651278014,1.83346586,0.818219544,0.895627447,0.397940009,1.243038049,1.068185862,0.377747676,-2.686944907,-1.450530038,0.919181555,0.386855529,-1.020916792,-1.129809541,1.638822677,1.480870474,1.374447371,0.571240519,3.887629871,5.343342655,0.78514003,1.673020907,0.001562072,1.404978108,1,0.495835331853755,2.01679859372133,-0.00487981803036641,0,2.38126240094891e-05,-2.42126426056633e-05,2.83670825703654,2.83668404439394,"6",0.495835331853755,1
"Finland",2011,1.40654018,1.241965349,1.898560123,1.7355989,1.64738297,1.839006415,0.810480456,0.893935202,0.414973348,1.235528447,1.049218023,0.306141994,-2.700064341,-1.400135219,0.944245161,0.417803723,-1.061237095,-1.170129821,1.638339972,1.485875432,1.370633346,0.56095938,3.87049649,5.305031556,0.768869631,1.685741739,0.00148234,1.405057841,1,0.497133148428037,2.0115335361604,-0.00648131417592857,0,4.20074334470926e-05,-4.24919276997601e-05,2.82930274202708,2.82926025009938,"6",0.497133148428037,1
"Finland",2012,1.403120521,1.23747803,1.905286945,1.749736316,1.654176542,1.841202996,0.809032022,0.913654081,0.414973348,1.257678575,1.064457989,0.316105253,-2.596471751,-1.393259274,0.954378467,0.32407658,-1.063083987,-1.171976719,1.632867432,1.481151624,1.339663121,0.533960068,3.87353602,5.189233354,0.715326611,1.731588765,-0.001435311,1.404555832,0,0.494825786321705,1.97951513146081,-0.0029696007609743,8.81852867957914e-06,0,8.63788227886885e-06,-2.77749830258267,-2.77748966470039,"6",0.494825786321705,1
"Finland",2013,1.40654018,1.235874098,1.894944935,1.759667845,1.656098202,1.838061612,0.806092129,0.918870791,0.431363764,1.276461804,1.075546961,0.356705346,-2.499969616,-1.40118128,0.967967426,0.372912003,-1.073170289,-1.182063035,1.656284596,1.503706119,1.32797653,0.516824807,3.857726344,5.122970043,0.686331214,1.752048448,0.002151168,1.404389012,1,0.48833478384794,2.04777548738241,0.00357499424528895,0,1.27805838538491e-05,-1.33911824764985e-05,2.88027850262245,2.88026511143997,"6",0.48833478384794,1
"Finland",2014,1.403120521,1.238425361,1.877224444,1.764176132,1.650307523,1.837114749,0.805243158,0.919629271,0.431363764,1.292256071,1.086359831,0.403413472,-2.617801984,-1.347886816,0.964806501,0.284656283,-1.056464119,-1.16535687,1.57076916,1.423994057,1.321625447,0.500964721,3.845673876,5.082540457,0.662087723,1.779596491,-0.001116802,1.404237323,0,0.489094232322581,1.95730810506604,0.00744465373077419,5.542286917113e-05,0,5.30567618635376e-05,-2.74633916813779,-2.74628611137592,"6",0.489094232322581,1
"Finland",2015,1.40654018,1.240857592,1.85332299,1.752048448,1.653212514,1.836007459,0.792391689,0.86332286,0.447158031,1.294466226,1.049218023,0.414973348,-2.525422878,-1.359404416,0.954242509,0.335604914,-0.993434869,-1.102327632,1.49850905,1.350479748,1.325194492,0.46113371,3.835344743,5.082577729,0.611091853,1.799444568,0.000905541,1.405634639,1,0.490818725846606,2.03741207769755,0.00928272917977457,0,8.61690610250383e-05,-8.93928246312323e-05,2.86570195049889,2.86561255767426,"6",0.490818725846606,1
"Finland",2016,1.409933123,1.236134585,1.850704938,1.745074792,1.653212514,1.839320894,0.77815125,0.857332496,0.447158031,1.28780173,1.041392685,0.397940009,-2.620001951,-1.364452207,0.959041392,0.346459774,NA,NA,NA,NA,1.342477493,0.438168806,3.815011571,5.121567169,0.58823176,1.796906012,0.000780777,1.409152346,1,0.491257310340895,2.03559311780231,0.0109754881245516,0,0.000120461339572173,-0.00012474893422219,2.87005016174032,2.8699254128061,"6",0.491257310340895,1
"Finland",2017,1.413299764,1.238842311,1.87652641,1.729974286,NA,NA,0.755874856,0.84509804,0.447158031,1.276461804,1.008600172,0.342422681,-2.394839762,-1.390797572,0.954242509,0.437158949,NA,NA,NA,NA,1.37945154,0.440421013,3.827487537,5.279833576,0.607539445,1.784263198,-0.002842485,1.416142249,0,0.494158723811403,1.97690470721326,0.00169698529072204,2.87975907692697e-06,0,2.81325019789007e-06,-2.79395895615499,-2.79395614290479,"6",0.494158723811403,1
"Finland",2018,1.414973348,1.238851571,1.891283218,1.725094521,NA,NA,0.740362689,0.84509804,0.447158031,1.26245109,0.991226076,0.278753601,-2.528756831,-1.378612893,0.959041392,0.407826171,NA,NA,NA,NA,1.383464745,0.44307671,3.836394366,5.307516355,0.612981007,1.771088313,-0.013655702,1.42862905,0,0.494707023615528,1.97904987153257,0.00378733383845709,1.43438976039221e-05,0,1.40433911063963e-05,-2.80030282258141,-2.8002887791903,"6",0.494707023615528,1
"France",1991,1.459392488,1.206222485,1.630091387,1.705007959,1.548862719,1.802184349,NA,NA,0.612783857,1.217483944,NA,NA,-2.205793852,-1.290824553,0.866784036,0.265289626,-1.047090415,-1.232438975,1.590862488,1.351610017,1.367136872,NA,NA,NA,NA,NA,0.002768119,1.456624369,1,0.469791235126134,2.12860505950374,0.00864689508514371,0,7.47687946134825e-05,-8.43844398937724e-05,3.10647023375855,3.10638584931866,"7",0.469791235126134,1
"France",1992,1.459392488,1.204002788,1.619689957,1.716003344,1.580432626,1.796460215,NA,NA,0.62324929,1.227886705,NA,NA,-2.007750443,-1.395583995,0.851598746,0.283301229,-1.046646307,-1.232695679,1.720330361,1.460682835,1.354675301,NA,NA,NA,NA,NA,-0.001030217,1.460422705,0,0.465729014905666,1.87170935330399,0.0106136949960458,0.000112650521469088,0,9.81985132191753e-05,-2.73155856993118,-2.73146037141796,"7",0.465729014905666,1
"France",1993,1.459392488,1.199373652,1.59738281,1.737192643,1.593286067,1.790659626,NA,NA,0.643452676,1.247973266,NA,NA,-2.331798472,-1.403866435,0.847972099,0.277838333,-1.048425471,-1.231035009,1.728208729,1.471849328,1.326815884,NA,NA,NA,NA,NA,-0.001059578,1.460452066,0,0.457945543855472,1.84483309502278,0.0130734300474977,0.000170914573206816,0,0.000144394287866812,-2.69233556049004,-2.69219116620217,"7",0.457945543855472,1
"France",1994,1.457881897,1.203038003,1.61778764,1.73239376,1.603144373,1.788357902,NA,NA,0.643452676,1.245512668,NA,NA,-2.310164269,-1.434707387,0.857110442,0.286905353,-1.035335046,-1.188034422,1.704481761,1.485402838,1.338692806,NA,NA,NA,NA,NA,-0.000812028,1.458693925,0,0.460668890977927,1.85414856156401,0.00876697215287403,7.68598007292687e-05,0,6.56496882350015e-05,-2.70312962225276,-2.70306397256453,"7",0.460668890977927,1
"France",1995,1.456366033,1.196068911,1.636207198,1.733999287,1.608526034,1.789941713,0.75755664,0.848278724,0.643452676,1.245512668,0.954242509,0.234962545,-2.343416613,-1.446889569,0.863025154,0.309843005,-1.030673088,-1.187505766,1.718189706,1.491270141,1.344646524,NA,NA,NA,NA,1.746634199,0.000149455,1.456216579,1,0.461951026537227,2.16473163290917,0.013156445882524,0,0.000173092068259782,-0.000201605807307842,3.15264162072955,3.15244001492224,"7",0.461951026537227,1
"France",1996,1.45331834,1.203112224,1.642825798,1.73479983,1.615950052,1.787450104,0.755861674,0.856135871,0.653212514,1.247973266,0.963787827,0.259750184,-2.307097307,-1.451186376,0.882701018,0.351603072,-1.034447882,-1.18627296,1.721503158,1.501176674,1.330499779,0.346900388,3.426328426,4.558729214,0.46155089,1.775974331,-7.02e-05,1.453388499,0,0.463408393192458,1.8636146881788,0.013392262655483,0.000179352699033444,0,0.000154891625249795,-2.70842540502364,-2.70827051339839,"7",0.463408393192458,1
"France",1997,1.450249108,1.203559098,1.677436505,1.731588765,1.620136055,1.787763539,0.752638044,0.846733453,0.662757832,1.250420002,0.963787827,0.255489852,-2.229764275,-1.493424583,0.881496961,0.405175546,-1.044164636,-1.19860591,1.790027531,1.559381136,1.3515044,0.331830022,3.424532211,4.628270349,0.448469734,1.78604121,-0.000457853,1.450706961,0,0.467092148771055,1.87649702982211,-0.00446958684380649,1.99772065543281e-05,0,1.75099622090114e-05,-2.72138814366417,-2.72137063370196,"7",0.467092148771055,1
"France",1998,1.44870632,1.202237029,1.690246799,1.718501689,1.599883072,1.789451704,0.746647259,0.840630902,0.662757832,1.240549248,0.954242509,0.242479567,-2.269627179,-1.490244439,0.874837426,0.410102077,-1.053108758,-1.197231051,1.784166915,1.56938947,1.369713008,0.321134272,3.425622269,4.692119382,0.43986179,1.785329835,9.75e-05,1.448608775,1,0.473565989093281,2.11163813075906,-0.00694377025044601,0,4.82159452909791e-05,-5.3598683296045e-05,3.05914350558364,3.05908990690034,"7",0.473565989093281,1
"France",1999,1.447158031,1.201286202,1.69225635,1.716837723,1.603144373,1.793033228,0.751611627,0.836064596,0.662757832,1.235528447,0.963787827,0.250260045,-2.217438941,-1.471476825,0.876531239,0.458033192,-1.048887445,-1.198689599,1.763843965,1.543413567,1.375772896,0.323802614,3.436598827,4.72797952,0.44547886,1.779596491,2.19e-05,1.44713616,1,0.475560411917128,2.10278226475727,-0.00768275850497169,0,5.90247782457148e-05,-6.50914786306052e-05,3.04305824188786,3.04299315040923,"7",0.475560411917128,1
"France",2000,1.445604203,1.20275148,1.742405887,1.7084209,1.609594409,1.801457296,0.746236258,0.841211865,0.672097858,1.222716471,0.934498451,0.239349916,-2.201026338,-1.465254536,0.858232236,0.473632927,-1.073946844,-1.18832847,1.741203682,1.573605485,1.37688263,0.320864667,3.464742041,4.770543134,0.441792987,1.767897616,-0.000811201,1.446415404,0,0.479955817855698,1.92291354145468,-0.00523963300836061,2.74537540623021e-05,0,2.53374413878649e-05,-2.77977189753249,-2.77974656009111,"7",0.479955817855698,1
"France",2001,1.447158031,1.198672223,1.734933118,1.709269961,1.609594409,1.805835134,0.747749873,0.843806662,0.681241237,1.225309282,0.934498451,0.238661925,-2.191788281,-1.497116343,0.846930853,0.51401618,-1.079507247,-1.176042169,1.760671951,1.616147941,1.375431142,0.330015826,3.47521465,4.779918454,0.453914044,1.764176132,0.000566388,1.446591643,1,0.478768227313877,2.08869332372051,-0.00242403977562078,0,5.87596883379164e-06,-6.39712803973876e-06,3.02266931771822,3.02266292059018,"7",0.478768227313877,1
"France",2002,1.447158031,1.196349282,1.719459823,1.718501689,1.608526034,1.80620605,0.760245955,0.859993025,0.698970004,1.23299611,0.944482672,0.276151878,-2.218048576,-1.521767357,0.840462906,0.444669231,-1.088244402,-1.175116269,1.788253578,1.656054807,1.367461373,0.337357415,3.49376633,4.777590503,0.461323234,1.77815125,4.71e-05,1.447110897,1,0.475397220361238,2.10350409545965,0.00458273434360712,0,2.10014540640762e-05,-2.31751905703158e-05,3.04410284498583,3.04407966979526,"7",0.475397220361238,1
"France",2003,1.44870632,1.191480207,1.70011481,1.722633923,1.614897216,1.806519134,0.758773521,0.874732787,0.716003344,1.238046103,0.959041392,0.319200408,-2.222324318,-1.515130146,0.841298329,0.38327665,-1.079188184,-1.212288088,1.836774227,1.63511055,1.354343457,0.326323569,3.505115808,4.747130661,0.441954191,1.80685803,0.000799003,1.447907317,1,0.473013098555853,2.11410635995722,0.00316878225434158,0,1.00411809754301e-05,-1.11869435862081e-05,3.06271924482222,3.06270805787863,"7",0.473013098555853,1
"France",2004,1.44870632,1.19636565,1.70924263,1.720159303,1.617000341,1.804990823,0.742522969,0.877252466,0.72427587,1.238046103,0.939519253,0.312167519,-2.182445159,-1.536774472,0.846802086,0.428458774,-1.075390453,-1.23512404,1.898107095,1.652632595,1.359879607,0.321103173,3.522987337,4.790838636,0.436661656,1.81756537,-0.000249353,1.448955673,0,0.473497178932663,1.8993250557951,0.00067185621210486,4.51390769743891e-07,0,4.0594702918532e-07,-2.75156421206472,-2.75156380611769,"7",0.473497178932663,1
"France",2005,1.450249108,1.197870292,1.725519728,1.723455672,1.615950052,1.804480189,0.740247749,0.882833051,0.72427587,1.243038049,0.934498451,0.286557149,-2.163699424,-1.491269216,0.854058732,0.371437317,-1.07658757,-1.235965155,1.843156787,1.605481902,1.352916827,0.312073638,3.520255342,4.762612687,0.422209676,1.82672252,-0.000670233,1.450919341,0,0.470817608054397,1.88970762296791,-0.00460645223465606,2.12194021901678e-05,0,1.88790638834143e-05,-2.74054679459002,-2.74052791552613,"7",0.470817608054397,1
"France",2006,1.45331834,1.195296008,1.741838714,1.720159303,1.614897216,1.804309844,0.737195311,0.877954219,0.72427587,1.243038049,0.934498451,0.248954189,-2.185375505,-1.533597104,0.851624369,0.461348434,-1.082576394,-1.241954002,1.90465706,1.660236022,1.361811882,0.311952955,3.534501849,4.813326615,0.424821241,1.808885867,-0.000928455,1.454246795,0,0.46987346545333,1.88634209916532,-0.00497108309462324,2.4711667133649e-05,0,2.1902990921113e-05,-2.74145556823105,-2.74143366524013,"7",0.46987346545333,1
"France",2007,1.459392488,1.195390901,1.744666108,1.717670503,1.621176282,1.808548551,0.72367527,0.87098797,0.72427587,1.240549248,0.939519253,0.211688572,-2.165051592,-1.578835285,0.846197077,0.461048092,-1.082030665,-1.241408254,1.959979154,1.708348193,1.370153417,0.306319926,3.554586785,4.870329229,0.419705294,1.808210973,0.000583604,1.458808884,1,0.465925580632021,2.14626550154966,0.000467026404778803,0,2.18113662760613e-07,-2.50016167039127e-07,3.13224375021512,3.13224350019896,"7",0.465925580632021,1
"France",2008,1.463892989,1.189659881,1.752231635,1.72427587,1.627365857,1.812411958,0.730613462,0.870588414,0.73239376,1.245512668,0.924279286,0.187392262,-2.218605321,-1.576557275,0.838923982,0.453165393,-1.080438702,-1.239816282,1.954641379,1.703373497,1.361189761,0.314113813,3.563467413,4.850555357,0.427568506,1.832508913,0.000216698,1.463676291,1,0.460286873468659,2.17255815370996,0.0022365820324024,0,5.00229918766525e-06,-5.86548669979359e-06,3.18039264941079,3.18038678392409,"7",0.460286873468659,1
"France",2009,1.46834733,1.186690479,1.695200065,1.754348336,1.620136055,1.806688615,0.75294161,0.898967907,0.763427994,1.283301229,0.968482949,0.264904084,-2.246227965,-1.609493236,0.827372798,0.155336037,-1.074161543,-1.233539135,1.985372895,1.728855737,1.312637476,0.344798866,3.573716681,4.690994445,0.452595913,1.897077003,-7.53e-05,1.468422663,0,0.445330631548627,1.80287583356547,0.00351842058456131,1.23792834098648e-05,0,9.9390274866383e-06,-2.64724791653738,-2.64723797750989,"7",0.445330631548627,1
"France",2010,1.471291711,1.194917473,1.732139857,1.751279104,1.621176282,1.806179974,0.750799795,0.900221575,0.763427994,1.283301229,0.963787827,0.277858966,-2.214260444,-1.589689185,0.831489199,0.368286885,-1.078811196,-1.238188769,1.968335296,1.71497449,1.315026313,0.338171519,3.588048938,4.718378766,0.444704446,1.911690159,-0.001516692,1.472808403,0,0.443351761655933,1.79646665724629,0.00264902624976204,7.01734007192835e-06,0,5.58907738984918e-06,-2.64312650189434,-2.64312091281695,"7",0.443351761655933,1
"France",2011,1.478566496,1.193098062,1.76469163,1.747411808,1.622214023,1.805500858,0.738596705,0.899713847,0.763427994,1.281033367,0.959041392,0.266752539,-2.201713701,-1.573679058,0.834120785,0.419294722,-1.292400521,-1.451778094,2.284632783,2.033823635,1.32782791,0.340763273,3.595759453,4.774549758,0.452474985,1.930439595,0.002037503,1.476528993,1,0.439190503203721,2.27691626459451,-0.00671837831278377,0,4.51366071536833e-05,-5.76356678031511e-05,3.36657210302691,3.36651446735911,"7",0.439190503203721,1
"France",2012,1.480006943,1.190964864,1.77232453,1.754348336,1.620136055,1.806349587,0.739832292,0.903289407,0.763427994,1.292256071,0.968482949,0.279578096,-2.152871574,-1.516666469,0.83438947,0.413299764,-1.289587793,-1.448965359,2.197597174,1.955874564,1.329003631,0.347733868,3.609941128,4.797624868,0.462139573,1.951823035,0.002034157,1.477972786,1,0.435569331662853,2.29584575246,-0.00138818377248273,0,1.92705418618439e-06,-2.49716498192729e-06,3.39786765369786,3.39786515653287,"7",0.435569331662853,1
"France",2013,1.475671188,1.191706565,1.771578693,1.755874856,1.632457292,1.806519134,0.740198107,0.905693573,0.770852012,1.298853076,0.973127854,0.289839866,-2.15670555,-1.46525312,0.834474855,0.42143939,-1.302003097,-1.461380689,2.141292615,1.9077641,1.327412349,0.349671808,3.618551748,4.803310276,0.464158676,1.965201701,-0.001612923,1.477284112,0,0.438378828705086,1.78055965677777,0.00444548795370392,1.97623631465267e-05,0,1.54257033947705e-05,-2.62752058402212,-2.62750515831873,"7",0.438378828705086,1
"France",2014,1.474216264,1.191259204,1.777292487,1.756636108,1.638489257,1.804820679,0.74147922,0.913833533,0.77815125,1.301029996,0.968482949,0.293028909,-2.137501273,-1.459059571,0.841185436,0.36567514,-1.190896663,-1.350274283,1.970130616,1.737589174,1.333737451,0.357156992,3.626713751,4.837083953,0.476353656,1.977266212,-0.002144127,1.476360391,0,0.439293972700205,1.78346575801178,0.00485101461959281,2.35323428395032e-05,0,1.84367848205443e-05,-2.62921422674805,-2.62919578996323,"7",0.439293972700205,1
"France",2015,1.474216264,1.192254827,1.790648875,1.754348336,1.63748973,1.804990823,0.73239376,0.912334327,0.785329835,1.29666519,0.963787827,0.278753601,-2.097940284,-1.467324178,0.838849091,0.319394035,-1.041564087,-1.200941661,1.762170736,1.528312168,1.345292842,0.355457267,3.634224252,4.889095872,0.478194117,1.980365723,-0.00149272,1.475708984,0,0.440080266881954,1.78597027547371,-0.000875719002675135,7.66883771646329e-07,0,6.02747849257179e-07,-2.6329064271239,-2.63290582437605,"7",0.440080266881954,1
"France",2016,1.472756449,1.188381505,1.786042222,1.753583059,1.638489257,1.807535028,0.740362689,0.908485019,0.785329835,1.29666519,0.973127854,0.301029996,-2.038205428,-1.460016607,0.838849091,0.307748625,NA,NA,NA,NA,1.342508045,0.34681832,3.644901141,4.893309107,0.465606385,1.991034534,-0.001232935,1.473989385,0,0.441923551130355,1.79186920004499,0.00898753235662286,8.07757378613429e-05,0,6.39638189233054e-05,-2.63898692013073,-2.63892295631181,"7",0.441923551130355,1
