"idem","year","Gini_net","gdp_gro","Trade","Gov_ex","Secondary_ed","employ_rate","Education_exp","Health_exp","Soc_kind","Soc_payable","Social_prot_ex_pen","Unemp_tra","Property_taxes","PIT","ind_tx","Corporate_ta","mrp_all","arp_mid","pi_a","pi_m","sav_gdp","RD_gdp","res_1mill","rd","rd1","Gov_debt","cycle","trend","gi_bb","phat0","invwt","mu","mu0","mu1","mdiff1","iptw","dr1","id","phat","ate"
"Lithuania",1996,1.494154594,1.317475917,1.969296391,1.563481085,NA,1.799305883,0.72538288,0.63044862,0.255272505,0.934498451,0.46286408,NA,NA,-1.208644762,0.83225236,0.435844366,-1.47932653,-1.504745776,1.8187031,1.787980262,1.070541614,-0.3084323,3.320154932,3.554364019,-0.330189612,1.1430148,0.00017913,1.493975464,1,0.485901918777197,2.05802850607498,0.00397814160764209,0,1.58256106504532e-05,-1.67439471942233e-05,3.07501274693488,3.07499600298769,"13",0.485901918777197,1
"Lithuania",1997,1.496929648,1.318014379,2.000040715,1.701567985,NA,1.799493916,0.710575696,0.659553452,0.079181246,0.982271233,0.483565288,NA,NA,-1.146209929,0.917482201,0.5289167,-1.463142433,-1.489219153,1.706957779,1.677068384,1.161324901,-0.270365519,3.338222493,3.876760906,-0.313982209,1.187520721,-0.000459307,1.497388955,0,0.430029706041872,1.75447740101603,0.000984798956889854,9.69828985491341e-07,0,7.31714052403521e-07,-2.62632923832688,-2.62632850661283,"13",0.430029706041872,1
"Lithuania",1998,1.499687083,1.310925854,1.952559053,1.614897216,1.625312451,1.799675351,0.758900301,0.735171781,0.255272505,1.033423755,0.50249531,NA,NA,-1.117156712,0.904920518,0.622317661,-1.458676663,-1.484929273,1.658898704,1.629570425,1.111711542,-0.264584756,3.375279742,3.752337445,-0.294141927,1.217483944,-0.000302796,1.499989879,0,0.462036929199092,1.85886365491821,0.00474508827929054,2.25158627782605e-05,0,1.93380561993737e-05,-2.78771381233901,-2.78769447428281,"13",0.462036929199092,1
"Lithuania",1999,1.50242712,1.297354081,1.873975151,1.610660163,1.617000341,1.799963995,0.825088489,0.769048714,0.255272505,1.086359831,0.551274067,NA,NA,-1.084506376,0.897527477,0.620448385,-1.482161731,-1.507463111,1.634853356,1.607413848,1.055344444,-0.299296283,3.383733081,3.571003906,-0.315860669,1.356025857,-3.88e-05,1.502465967,0,0.462804368963502,1.86151923475353,0.0105914322288119,0.000112178436657515,0,9.66438809050295e-05,-2.79679698269535,-2.79670033881444,"13",0.462804368963502,1
"Lithuania",2000,1.505149978,1.30546541,1.920510963,1.595496222,1.621176282,1.797803662,0.775665207,0.693888638,0.146128036,1.06069784,0.591064607,-0.640241606,NA,-1.11743791,0.876150445,0.757320097,-1.513619128,-1.536871797,1.717358809,1.691375395,1.099536232,-0.232992636,3.346515924,3.679615507,-0.256183845,1.371067862,-9.4e-05,1.505243993,0,0.465708811772047,1.87163857842506,0.00538175691880283,2.89633075330821e-05,0,2.52455362046235e-05,-2.81709676514043,-2.81707151960422,"13",0.465708811772047,1
"Lithuania",2001,1.507855872,1.30482681,1.97104463,1.56937391,1.792391689,1.798064531,0.776091516,0.738177293,0.113943352,1.053078443,0.556302501,-0.264557605,NA,-1.143264689,0.859241366,0.606381365,-1.546114689,-1.567059567,1.791563869,1.76761833,1.132094966,-0.176010922,3.3663596,3.811038755,-0.199261079,1.359835482,-0.00086138,1.508717252,0,0.473757108392816,1.90026319775252,0.00787654373215729,6.20399411645863e-05,0,5.58522758212085e-05,-2.86532302107663,-2.86526716880081,"13",0.473757108392816,1
"Lithuania",2002,1.511883361,1.30025714,2.00156014,1.545307116,1.799340549,1.798314326,0.781629274,0.705080724,0.146128036,1,0.556302501,-0.445472558,NA,-1.167862725,0.864642601,0.606166315,-1.435189596,-1.462345829,1.707819185,1.676104432,1.174852856,-0.182632984,3.263969841,3.834684289,-0.214566882,1.344392274,-0.001314652,1.513198013,0,0.4803310805342,1.92430211340706,0.00543600038935166,2.95501002330314e-05,0,2.73132200967813e-05,-2.90932034679726,-2.90929303357717,"13",0.4803310805342,1
"Lithuania",2003,1.51851394,1.301219266,1.991783875,1.526339277,1.797959644,1.793790385,0.755272946,0.699836753,0.176091259,0.991226076,0.531478917,-0.403675837,NA,-1.188449979,0.823773236,0.514149134,-1.323114439,-1.349847954,1.604226773,1.572455328,1.20451593,-0.178231079,3.286628624,3.958796534,-0.214682174,1.309630167,0.000257756,1.518256184,1,0.482267626584159,2.07353748183944,0.00327461371797311,0,1.07230950019377e-05,-1.15116444059052e-05,3.14869557128568,3.14868405964128,"13",0.482267626584159,1
"Lithuania",2004,1.525044807,1.289910824,2.007451649,1.531478917,1.78604121,1.795880017,0.761465448,0.615081627,0.176091259,0.986771734,0.62324929,-0.431659151,NA,-1.169908744,0.809222763,0.5289167,-1.316924129,-1.343438047,1.571699917,1.540681053,1.194354481,-0.124556726,3.337579723,3.986253297,-0.148764883,1.271841607,0.002716133,1.522328674,1,0.476089316789173,2.10044620774977,0.000240858565075719,0,5.80128483703322e-08,-6.38400189898947e-08,3.20327458151164,3.20327451767162,"13",0.476089316789173,1
"Lithuania",2005,1.525044807,1.291768998,2.060384049,1.532754379,1.785329835,1.803457116,0.733224081,0.693970265,0.255272505,0.968482949,0.591064607,-0.37385596,NA,-1.165698957,0.850392375,0.504062883,NA,NA,NA,NA,1.225857542,-0.126441096,3.358621717,4.117191764,-0.154998771,1.245512668,0.000970279,1.524074528,1,0.475409389550286,2.10345025146843,0.00200878840972729,0,4.0352308750547e-06,-4.45267652381226e-06,3.20785588278477,3.20785143010824,"13",0.475409389550286,1
"Lithuania",2006,1.522444234,1.286894218,2.084591267,1.53529412,1.790285164,1.803457116,0.729687683,0.724718855,0.230448921,0.963787827,0.643452676,-0.398015767,NA,-1.169901047,0.879763573,0.512284063,NA,NA,NA,NA,1.216474353,-0.101719211,3.383050273,4.115393892,-0.123738811,1.235528447,-0.002049399,1.524493632,0,0.477002778712015,1.9120560479027,-0.00155100606836123,2.40561982409336e-06,0,2.19406010951899e-06,-2.9109987052143,-2.91099651115419,"13",0.477002778712015,1
"Lithuania",2007,1.523746467,1.289568719,2.05630034,1.547774705,1.779596491,1.807196661,0.725358846,0.719892387,0.204119983,0.986771734,0.653212514,-0.392230618,NA,-1.186570308,0.904423391,0.571825249,NA,NA,NA,NA,1.278399157,-0.096405439,3.414647864,4.365282953,-0.123244632,1.201397124,-0.001675616,1.525422083,0,0.470822822093106,1.88972624245701,0.00231836656609952,5.37482353480807e-06,0,4.7821215474943e-06,-2.87946368554106,-2.87945890341951,"13",0.470822822093106,1
"Lithuania",2008,1.5289167,1.273331664,2.099851208,1.580924976,1.779596491,1.802260476,0.787962198,0.748640162,0.230448921,1.06069784,0.763427994,-0.266770777,NA,-1.188723544,0.899303907,0.523876476,NA,NA,NA,NA,1.212607061,-0.103231351,3.419089622,4.146012219,-0.125179065,1.164352856,0.00198695,1.52692975,1,0.455352473319081,2.1961009516671,0.00245611824945491,0,6.03251685530545e-06,-7.21549915157865e-06,3.35765541988972,3.35764820439057,"13",0.455352473319081,1
"Lithuania",2009,1.530199698,1.247442534,2.023493548,1.652246341,1.781036939,1.814247596,0.859654037,0.825055249,0.301029996,1.209515015,0.929418926,-0.017013991,NA,-1.390241517,0.862119543,0.285557309,NA,NA,NA,NA,1.029017778,-0.081094613,3.428223289,3.52770271,-0.083447799,1.447158031,0.002557287,1.527642411,1,0.429289334901637,2.32943126860845,0.00689687770608316,0,4.75669220926669e-05,-6.32369535814536e-05,3.56449502373641,3.56443178678283,"13",0.429289334901637,1
"Lithuania",2010,1.526339277,1.284820942,2.122418334,1.626340367,1.774516966,1.814247596,0.807685045,0.841956901,0.278753601,1.155336037,0.86923172,-0.128273156,NA,-1.446681806,0.890968631,0.386855529,NA,NA,NA,NA,1.206725763,-0.105972085,3.439762504,4.150850033,-0.127879246,1.558708571,-0.001558974,1.527898252,0,0.438722196332662,1.78164893296348,-0.00717818739998188,5.15263743492587e-05,0,4.0275535529575e-05,-2.7194007442073,-2.71936046867178,"13",0.438722196332662,1
"Lithuania",2011,1.527629901,1.283002098,2.183387297,1.62838893,1.773786445,1.810400556,0.783574974,0.822339548,0.301029996,1.096910013,0.799340549,-0.28999712,NA,-1.456933178,0.892864176,0.417803723,NA,NA,NA,NA,1.284026044,-0.043879614,3.43473167,4.410284919,-0.056342567,1.57054294,-0.002609494,1.530239395,0,0.437075445262851,1.77643698713221,-0.0083203549705626,6.92283068361658e-05,0,5.37514179841365e-05,-2.71373825878551,-2.71368450736753,"13",0.437075445262851,1
"Lithuania",2012,1.53529412,1.276636761,2.210551745,1.557507202,1.773054693,1.818555779,0.764886008,0.769914269,0.255272505,1.079181246,0.755874856,-0.345535898,-4.476410644,-1.458838376,0.878465993,0.32407658,NA,NA,NA,NA,1.308052773,-0.048327417,3.42066949,4.474416213,-0.063214812,1.599883072,-0.00057028,1.5358644,0,0.458982369276784,1.848368598752,-0.00143633726306192,2.0630647332602e-06,0,1.75023933689063e-06,-2.83778944125659,-2.83778769101725,"13",0.458982369276784,1
"Lithuania",2013,1.542825427,1.271710966,2.221861645,1.551449998,1.764922985,1.817730595,0.749069494,0.750570488,0.230448921,1.049218023,0.707570176,-0.339974119,-4.390983182,-1.447223661,0.872746036,0.372912003,NA,NA,NA,NA,1.320818753,-0.021874287,3.453908871,4.561987608,-0.028891969,1.587710965,-0.000897464,1.543722891,0,0.455747395251343,1.83738211131174,-0.0044825311858856,2.00930858324369e-05,0,1.6825590637134e-05,-2.83475984044669,-2.83474301485606,"13",0.455747395251343,1
"Lithuania",2014,1.549003262,1.271350415,2.203777509,1.541579244,1.752816431,1.823637222,0.729624257,0.740740182,0.255272505,1.029383778,0.69019608,-0.415686085,-4.320135819,-1.440986445,0.878238475,0.284656283,NA,NA,NA,NA,1.329868701,0.013039567,3.484871338,4.63442132,0.017340912,1.607455023,-0.003269748,1.55227301,0,0.454637550202292,1.83364292934163,-0.00758847803431206,5.75849988772367e-05,0,4.80053271501543e-05,-2.84031887889343,-2.84027087356628,"13",0.454637550202292,1
"Lithuania",2015,1.555094449,1.268053049,2.141891499,1.545307116,1.738780558,1.820529849,0.707570176,0.763427994,0.230448921,1.037426498,0.698970004,-0.22184875,-4.575073545,-1.415393016,0.886490725,0.184849508,NA,NA,NA,NA,1.305723352,0.01742987,3.444916365,4.498107744,0.022758588,1.630560859,-0.004104991,1.55919944,0,0.448614012644428,1.81361155874846,-0.00954449899205545,9.10974610093475e-05,0,7.41179472498426e-05,-2.82033726765197,-2.82026314970472,"13",0.448614012644428,1
"Lithuania",2016,1.557507202,1.263918657,2.128332671,1.534026106,1.739572344,1.816738299,0.681241237,0.763427994,0.230448921,1.041392685,0.698970004,-0.301029996,-4.57745228,-1.400675301,0.892094603,0.207797231,NA,NA,NA,NA,1.30003592,-0.07402305,3.469863122,4.510946697,-0.096232623,1.601153186,-0.001861706,1.559368908,0,0.451448989104963,1.8229845176447,-0.00871429928266987,7.59390119879406e-05,0,6.24966311513103e-05,-2.83931151536611,-2.83924901873496,"13",0.451448989104963,1
"Lithuania",2017,1.558708571,1.26873212,2.16085233,1.521138084,NA,NA,0.653212514,0.748188027,0.204119983,1.037426498,0.698970004,-0.301029996,-4.494543888,-1.414951476,0.892094603,0.174721944,NA,NA,NA,NA,1.33332933,-0.046684975,3.487415657,4.649873582,-0.062246447,1.594876953,0.014598224,1.544110347,1,0.455009739392247,2.19775515428679,-0.00737369213046524,0,5.4371335634885e-05,-6.51235475021406e-05,3.42565979594625,3.42559467239875,"13",0.455009739392247,1
"Lithuania",2018,1.556302501,1.267425382,2.174059263,1.531478917,NA,NA,0.662757832,0.770852012,0.230448921,1.071882007,0.748188027,-0.22184875,-4.421872303,-1.391268094,0.892094603,0.185039862,NA,NA,NA,NA,1.337298277,-0.024586575,3.50388631,4.685741124,-0.032879584,1.532471441,0.053154279,1.503148222,1,0.453063133558438,2.20719790671517,-0.0138163128647188,0,0.000190890501175795,-0.000230442613431229,3.43506762242278,3.43483717980935,"13",0.453063133558438,1
"Luxembourg",1991,1.385606274,1.348510114,2.310019965,NA,NA,1.804145931,NA,NA,NA,NA,NA,NA,-1.822631374,-1.127012965,NA,0.694166296,-1.084178229,-1.083768789,1.221421476,1.22188292,1.58308442,NA,NA,NA,NA,NA,-0.013539241,1.399145514,0,NA,NA,-0.019999890264804,0.000399995610604201,0,NA,NA,NA,"14",NA,1
"Luxembourg",1992,1.387389826,1.330329644,2.295723567,NA,1.452624662,1.801602591,NA,NA,NA,NA,NA,NA,-1.793491396,-1.125233594,NA,0.62283548,-1.078143992,-1.077318648,1.212235134,1.21316384,1.594589418,NA,NA,NA,NA,NA,0.002431111,1.384958716,1,NA,NA,-0.0227474761408666,0,0.000517447670779295,NA,NA,NA,"14",NA,1
"Luxembourg",1993,1.390935107,1.328323509,2.292998715,NA,1.393542891,1.799044269,NA,NA,NA,NA,NA,NA,-1.708329626,-1.121473529,NA,0.755646219,-1.110130427,-1.112146479,1.247242837,1.244981887,1.614330632,NA,NA,NA,NA,NA,0.005637465,1.385297642,1,NA,NA,-0.0219491302762389,0,0.000481764319883307,NA,NA,NA,"14",NA,1
"Luxembourg",1994,1.392696953,1.32743181,2.303375317,NA,1.489141496,1.796470788,NA,NA,NA,NA,NA,NA,-1.691855622,-1.101979929,NA,0.762828553,-1.138976034,-1.144465686,1.261178215,1.255128729,1.622161737,NA,NA,NA,NA,NA,0.001369567,1.391327386,1,NA,NA,-0.0129765981461607,0,0.000168392099446941,NA,NA,NA,"14",NA,1
"Luxembourg",1995,1.401400541,1.312095433,2.312074833,1.610660163,1.532440378,1.796388026,0.649529362,0.606032636,0.568201724,1.167317335,0.812913357,0.188667483,-1.726193093,-1.094220934,0.697539145,0.798926739,-1.081638824,-1.080983135,1.182834376,1.183551845,1.615767634,NA,NA,NA,NA,0.934498451,0.002328982,1.399071559,1,0.543100597973126,1.8412795046296,-0.0133118308370812,0,0.000177204840235066,-0.000149078800210925,2.58037009392014,2.58022101511993,"14",0.543100597973126,1
"Luxembourg",1996,1.40654018,1.328458417,2.311896472,1.614897216,1.552571712,1.799305883,0.652402841,0.622423516,0.602059991,1.155336037,0.826074803,0.235395853,-1.673768106,-1.088318281,0.690937504,0.807737922,-1.053063125,-1.051594367,1.144469375,1.14606785,1.624907885,NA,NA,NA,NA,0.913813852,0.000806077,1.405734103,1,0.535704310848028,1.86670142418116,-0.00499479493812349,0,2.4947976473904e-05,-2.16224467403706e-05,2.62559055717402,2.62556893472728,"14",0.535704310848028,1
"Luxembourg",1997,1.411619706,1.324367377,2.342871576,1.615950052,1.521201076,1.799493916,0.660866654,0.611744453,0.602059991,1.161368002,0.832508913,0.24023738,-1.640399732,-1.090779799,0.706466211,0.846275242,-1.099721909,-1.100589359,1.20050064,1.199554443,1.625756224,NA,NA,NA,NA,0.903089987,0.001093566,1.41052614,1,0.531593665533208,1.88113603460072,0.00114565051619087,0,1.3125151052484e-06,-1.15650435519212e-06,2.65544869610908,2.65544753960472,"14",0.531593665533208,1
"Luxembourg",1998,1.413299764,1.320146737,2.376789333,1.621176282,1.586051509,1.799675351,0.683735191,0.601253591,0.579783597,1.161368002,0.832508913,0.230880887,-1.60906083,-1.1236486,0.729328258,0.864154956,-1.170598429,-1.196095834,1.343991408,1.315341286,1.631514916,NA,NA,NA,NA,0.886490725,-5.37e-05,1.413353491,0,0.528615116925647,2.12140871696614,0.00211083369028864,4.45561886805755e-06,0,4.99656983811857e-06,-2.99818643903579,-2.99818144246596,"14",0.528615116925647,1
"Luxembourg",1999,1.414973348,1.332130218,2.383335379,1.595496222,1.64246452,1.799963995,0.658782562,0.604071708,0.62324929,1.130333768,0.812913357,0.138346962,-1.555142432,-1.142889714,0.713969238,0.804480189,-1.170996783,-1.196456835,1.36741821,1.338320178,1.659195768,NA,NA,NA,NA,0.832508913,-9.11e-05,1.415064441,0,0.536082594720291,2.15555611541902,0.00504718168670681,2.54740429786286e-05,0,2.94366861484012e-05,-3.05005445343632,-3.05002501675017,"14",0.536082594720291,1
"Luxembourg",2000,1.416640507,1.319135149,2.430051929,1.575187845,1.629409599,1.797803662,0.634598567,0.565222549,0.579783597,1.113943352,0.806179974,0.167359345,-1.546204588,-1.166365973,0.726504019,0.826074803,-1.255459037,-1.271302152,1.482803571,1.464324701,1.674715503,0.197757331,3.576735205,5.990013897,0.331187268,0.812913357,0.000179534,1.416460973,1,0.543903226291529,1.83856236120947,0.00745440406717135,0,5.55681399966608e-05,-4.6597350683618e-05,2.60458191553489,2.60453531818421,"14",0.543903226291529,1
"Luxembourg",2001,1.416640507,1.302327529,2.438600038,1.586587305,1.612783857,1.798064531,0.652466692,0.641511974,0.643452676,1.146128036,0.812913357,0.120312159,-1.570367131,-1.175073581,0.742564521,0.84608958,-1.328582747,-1.346234832,1.581924985,1.561182487,1.656084716,0.203544161,3.593192551,5.950631266,0.337086374,0.84509804,-0.001626056,1.418266563,0,0.54112288158179,2.17923265262624,0.00731982627489414,5.35798566946306e-05,0,6.31831165373428e-05,-3.08718924988739,-3.08712606677085,"14",0.54112288158179,1
"Luxembourg",2002,1.421603927,1.306711409,2.414889594,1.622214023,1.633468456,1.798314326,0.67071451,0.628338128,0.653212514,1.167317335,0.838849091,0.15539145,-1.640551241,-1.215341078,0.739225757,0.890756252,-1.362420208,-1.381910052,1.679492053,1.655805245,1.65108341,0.205420916,3.609146012,5.959001102,0.339167066,0.838849091,0.000244512,1.421359415,1,0.522814626948547,1.91272383834513,0.00187344981859527,0,3.50981422279466e-06,-3.20349110930745e-06,2.71913571985794,2.71913251636683,"14",0.522814626948547,1
"Luxembourg",2003,1.424881637,1.301023108,2.408957541,1.643452676,1.651278014,1.793790385,0.697378359,0.655729269,0.662757832,1.195899652,0.875061263,0.214661873,-1.666161511,-1.190180937,0.750516307,0.864095573,-1.291625004,-1.309447782,1.558479788,1.537267458,1.644993122,0.211107186,3.639191581,5.986445119,0.347269869,0.838849091,-0.000334716,1.425216353,0,0.512433993594713,2.05100434989874,0.0044300997730029,1.96257839987604e-05,0,2.06267843528702e-05,-2.92243843557783,-2.92241780879348,"14",0.512433993594713,1
"Luxembourg",2004,1.42975228,1.307308838,2.449670619,1.646403726,1.597695186,1.795880017,0.702908631,0.687669765,0.69019608,1.187520721,0.875061263,0.237790682,-1.670021153,-1.18480689,0.77087981,0.754348336,-1.228013694,-1.241151676,1.470525057,1.454959085,1.654937877,0.204830558,3.652702665,6.044995993,0.338981849,0.86332286,0.000227352,1.429524928,1,0.506716046692878,1.97349187286761,0.00992628759973768,0,9.8531185512706e-05,-9.59193083206304e-05,2.82160450479394,2.82150858548562,"14",0.506716046692878,1
"Luxembourg",2005,1.434568904,1.305113256,2.473576819,1.643452676,1.59439255,1.803457116,0.700370513,0.705130109,0.698970004,1.184691431,0.886490725,0.254099538,-1.607423498,-1.142810335,0.793039177,0.770483809,-1.208904025,-1.219986004,1.394212614,1.381548014,1.667934966,0.196372416,3.687004587,6.149683871,0.32753642,0.875061263,0.000884679,1.433684225,1,0.504181014559371,1.98341462911679,0.0117386828780723,0,0.000137796675711948,-0.000135511266738792,2.84534495066963,2.8452094394029,"14",0.504181014559371,1
"Luxembourg",2006,1.436162647,1.307031649,2.506400111,1.603144373,1.618048097,1.803457116,0.665461973,0.657705758,0.672097858,1.158362492,0.857332496,0.215424839,-1.600553982,-1.123179674,0.752962694,0.701481636,-1.201343135,-1.21242514,1.361771274,1.34932419,1.700529129,0.221867858,3.644620425,6.197783196,0.377292756,0.897627091,-0.001126617,1.437289264,0,0.518436060922318,2.07656744795978,0.0161604812850318,0.000261161155363863,0,0.0002811575985363,-2.98228860273595,-2.98200744513741,"14",0.518436060922318,1
"Luxembourg",2007,1.440909082,1.297669522,2.526664098,1.582063363,1.593286067,1.807196661,0.651222024,0.632709138,0.653212514,1.133538908,0.826074803,0.190879277,-1.604599413,-1.142473834,0.781113216,0.730540036,-1.189674689,-1.200756681,1.371833089,1.359172203,1.719992791,0.201732958,3.665925222,6.305364955,0.346979234,0.892094603,0.000211573,1.44069751,1,0.523736852251225,1.90935580664529,0.0147768025036317,0,0.000218353892231336,-0.000198561379804164,2.75120812256463,2.75100956118482,"14",0.523736852251225,1
"Luxembourg",2008,1.445604203,1.284862099,2.542068833,1.604226053,1.605305046,1.802260476,0.685357094,0.64369636,0.662757832,1.167317335,0.851258349,0.211700849,-1.690019671,-1.098902726,0.790371068,0.725993259,-1.192131754,-1.203213729,1.322214847,1.310036834,1.710581119,0.210299788,3.673275842,6.283436303,0.359734847,1.178976947,0.002308729,1.443295474,1,0.512549314006739,1.95103177913307,0.012732346177079,0,0.000162112639172978,-0.000154174271652634,2.82041974010133,2.82026556582968,"14",0.512549314006739,1
"Luxembourg",2009,1.444044796,1.274815172,2.481479175,1.662757832,1.62838893,1.814247596,0.740766641,0.705214423,0.707570176,1.230448921,0.924279286,0.321879951,-1.682536525,-1.103059567,0.820459625,0.757547853,-1.198412213,-1.209494201,1.33414415,1.321920056,1.684649916,0.224662529,3.683616441,6.205604127,0.37847771,1.204119983,-0.000607214,1.44465201,0,0.491946199495729,1.96829548171364,0.0150799871975908,0.000227406013879503,0,0.000220196215754032,-2.8423068473589,-2.84208665114314,"14",0.491946199495729,1
"Luxembourg",2010,1.444044796,1.294248674,2.503494708,1.64738297,1.625312451,1.814247596,0.758760136,0.686938407,0.69019608,1.204119983,0.908485019,0.303478954,-1.659138621,-1.104745099,0.811003899,0.766858811,-1.19199036,-1.203072348,1.32908828,1.316845508,1.705609672,0.176834714,3.711383899,6.330172277,0.301610998,1.298853076,-0.0022809,1.446325696,0,0.496035858245526,1.98426815947391,-0.0106542938949763,0.000113513978400529,0,0.00011172819459485,-2.8653721095568,-2.8652603813622,"14",0.496035858245526,1
"Luxembourg",2011,1.44870632,1.293843937,2.511984237,1.630427875,1.604226053,1.810400556,0.745878999,0.668046729,0.672097858,1.187520721,0.897627091,0.282587796,-1.680383818,-1.085373786,0.824144113,0.706547103,-1.229841977,-1.24092396,1.346866337,1.334838242,1.715800097,0.165176045,3.736504954,6.411095563,0.283409074,1.274157849,-0.000645474,1.449351794,0,0.498919065268888,1.99568558827052,-0.0125892641615779,0.00015848957212999,0,0.000157805782860992,-2.89116232446042,-2.89100451867756,"14",0.498919065268888,1
"Luxembourg",2012,1.456366033,1.283854071,2.535305961,1.646403726,1.593286067,1.818555779,0.762493082,0.686261733,0.69019608,1.206825876,0.919078092,0.322756185,-1.658247314,-1.076510107,0.855665015,0.714413592,-1.23421688,-1.245298864,1.340576813,1.328646945,1.702428546,0.104715807,3.638705868,6.194636741,0.178271179,1.338456494,0.003566205,1.452799829,1,0.487457389037228,2.05146136357701,-0.0092927344043896,0,8.63549127105262e-05,-9.07988542701834e-05,2.98767864792542,2.98758784907115,"14",0.487457389037228,1
"Luxembourg",2013,1.45484486,1.284982792,2.547658567,1.636487896,1.599883072,1.817730595,0.728493281,0.7016356,0.698970004,1.201397124,0.886490725,0.335613946,-1.645716374,-1.058706726,0.867209407,0.677059177,-1.221524039,-1.232606031,1.304968295,1.293235716,1.707847888,0.114831078,3.664098088,6.257722182,0.196114014,1.369215857,-0.000338174,1.455183034,0,0.49245016627092,1.97024988197273,-0.0148598733796506,0.000220815836859248,0,0.000214246539650395,-2.86640791370363,-2.86619366716398,"14",0.49245016627092,1
"Luxembourg",2014,1.45484486,1.289512518,2.585940183,1.621176282,1.556302501,1.823637222,0.717190574,0.675976197,0.681241237,1.187520721,0.934498451,0.315509258,-1.636447418,-1.061099062,0.873247737,0.641077313,-1.205653843,-1.216735837,1.291077256,1.279318162,1.71891459,0.101760817,3.675876504,6.318517753,0.174918153,1.350248018,-0.003243236,1.458088096,0,0.497983401269562,1.99196600775537,-0.0069455169935444,4.8240206307614e-05,0,4.78526448642592e-05,-2.89800150767762,-2.89795365503275,"14",0.497983401269562,1
"Luxembourg",2015,1.460897843,1.284361443,2.611045335,1.62324929,1.542825427,1.820529849,0.672097858,0.681241237,0.662757832,1.181843588,0.924279286,0.041392685,-1.570568295,-1.040527111,0.819543936,0.648327023,-1.211522156,-1.222604127,1.27215274,1.260621649,1.727175924,0.108581935,3.651278068,6.306399571,0.187540104,1.342135276,-0.001912414,1.462810256,0,0.492775411573527,1.97151325629191,-0.00994576933458413,9.89183276567541e-05,0,9.61004666087634e-05,-2.88017946356276,-2.88008336309615,"14",0.492775411573527,1
"Luxembourg",2016,1.46686762,1.277826973,2.591801727,1.622214023,1.553883027,1.816738299,0.662757832,0.672097858,0.633468456,1.170261715,0.913813852,0,-1.559882559,-1.039851789,0.792391689,0.663991928,NA,NA,NA,NA,1.735688524,0.112350248,3.669130149,6.368467092,0.195005036,1.303041907,-0.000982024,1.467849645,0,0.488985697695337,1.95689239125015,-0.00715842049142523,5.12429839320566e-05,0,4.90340214295388e-05,-2.87050208454922,-2.87045305052779,"14",0.488985697695337,1
"Luxembourg",2017,1.474216264,1.275099789,2.602146268,1.63447727,NA,NA,0.672097858,0.69019608,0.653212514,1.181843588,0.929418926,0,-1.544010824,-1.050677077,0.77815125,0.719904608,NA,NA,NA,NA,1.730457897,0.115034398,3.695500374,6.394907808,0.199062183,1.349230462,0.004158042,1.470058222,1,0.478517555252176,2.08978748851336,-0.00831088757354315,0,6.90708522600739e-05,-7.52725506139835e-05,3.08079870387011,3.0807234313195,"14",0.478517555252176,1
"Luxembourg",2018,1.478566496,1.278115615,2.587826918,NA,NA,NA,0.662757832,0.672097858,0.662757832,1.176091259,0.929418926,0,-1.533206172,-1.035725049,0.792391689,0.773437187,NA,NA,NA,NA,1.728977829,0.091884929,3.693876738,6.386630981,0.158867005,1.322169451,0.013124881,1.465441614,1,NA,NA,-0.00566950169832414,0,3.21432495073003e-05,NA,NA,NA,"14",NA,1
"Malta",1991,NA,NA,2.21810943,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.614909283,-1.498704368,NA,NA,-1.038103568,-1.08170119,1.621150299,1.555810353,1.315632417,NA,NA,NA,NA,NA,-0.003342081,1.44540078,0,NA,NA,0.00184878471577066,3.41800492526719e-06,0,NA,NA,NA,"15",NA,1
"Malta",1992,NA,1.403710386,2.231636231,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.677194598,-1.460028655,NA,NA,-1.05240995,-1.088721984,1.589565294,1.536548683,1.31638083,NA,NA,NA,NA,NA,0.000218204,1.441840495,1,NA,NA,0.00602275562367982,0,3.62735853025669e-05,NA,NA,NA,"15",NA,1
"Malta",1993,NA,1.394658424,2.252623534,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.809205089,-1.392503709,NA,NA,-1.097439633,-1.108467569,1.543545201,1.528188759,1.313874736,NA,NA,NA,NA,NA,0.001067462,1.440991237,1,NA,NA,0.00692576583613391,0,4.79662324169597e-05,NA,NA,NA,"15",NA,1
"Malta",1994,NA,1.39545266,2.259359587,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.858554604,-1.37568102,NA,NA,-1.118575381,-1.125813986,1.548760932,1.538802921,1.319629778,NA,NA,NA,NA,NA,0.00093451,1.441124189,1,NA,NA,0.00687295361062756,0,4.72374913338384e-05,NA,NA,NA,"15",NA,1
"Malta",1995,NA,1.379990699,2.404793825,1.592176757,NA,1.947135305,0.701266649,0.582192746,-0.522878745,1.041392685,0.598996458,NA,-2.853047399,-1.306749108,0.785156152,NA,-1.088253957,-1.092760128,1.427963323,1.422074888,1.335402235,NA,NA,NA,NA,1.536558443,0.000628196,1.441430503,1,NA,NA,0.00340556875864695,0,1.15978985698721e-05,NA,NA,NA,"15",NA,1
