idem;year;Gini_net;gdp_gro;Trade;Gov_ex;Secondary_ed;employ_rate;Education_exp;Health_exp;Soc_kind;Soc_payable;Social_prot_ex_pen;Unemp_tra;Property_taxes;PIT;ind_tx;Corporate_ta;mrp_all;arp_mid;pi_a;pi_m;sav_gdp;RD_gdp;res_1mill;rd;rd1;Gov_debt;cycle;trend;gi_bb
Austria;1993;1.428134794;1.23984606;1.802027005;NA;NA;1.834071502;NA;NA;NA;NA;NA;NA;-2.279716296;-1.240120218;NA;0.034571509;-1.037284597;-1.172985664;1.454643237;1.2863576;1.392273236;NA;NA;NA;NA;NA;-0.0007648;1.428899594;0
Austria;1994;1.439332694;1.242791149;1.82031848;NA;NA;1.833222308;NA;NA;NA;NA;NA;NA;-2.999524638;-1.278380783;NA;-0.184640118;-1.025035359;-1.155181848;1.476762275;1.310385505;1.395510074;NA;NA;NA;NA;NA;0.00187959;1.437453104;1
Austria;1995;1.445604203;1.234807814;1.835005583;1.747411808;1.783903579;1.832783965;0.742735032;0.825140398;0.447158031;1.298853076;0.903089987;0.137318518;-3.010104696;-1.081124286;0.880718899;-0.21314995;-1.013215277;-1.144360326;1.237195741;1.095411643;1.406060528;NA;NA;NA;NA;1.832508913;0.004184282;1.441419921;1
Austria;1996;1.439332694;1.243269259;1.846377835;1.746634199;1.79518459;1.830691092;0.740779186;0.829219895;0.431363764;1.29666519;0.886490725;0.150331113;-3.049601999;-1.057525352;0.903982219;-0.21715917;-1.00793273;-1.132842567;1.198009735;1.065914415;1.396656506;0.198868685;NA;NA;0.277751243;1.832508913;-0.000649182;1.439981875;0
Austria;1997;1.434568904;1.241993839;1.875020548;1.719331287;1.811575006;1.831078856;0.734553409;0.845494886;0.447158031;1.283301229;0.857332496;0.100138254;-3.115052572;-1.032628995;0.907564081;-0.239386801;-1.019197881;-1.1512556;1.188819913;1.052453284;1.408865225;0.21877438;NA;NA;0.308223617;1.800717078;-0.001358017;1.435926921;0
Austria;1998;1.431363764;1.240881704;1.88698567;1.719331287;1.818225894;1.831696493;0.728658791;0.854738808;0.462397998;1.276461804;0.84509804;0.116348055;-3.138019394;-1.028508765;0.902652675;-0.242778635;-1.050396297;-1.168722248;1.202041075;1.080341798;1.417353272;0.238435037;3.366872428;4.772047651;0.337946679;1.803457116;-0.000119769;1.431483533;0
Austria;1999;1.426511261;1.23910804;1.894201209;1.717670503;1.782472624;1.834823707;0.731039963;0.86213278;0.491361694;1.276461804;0.851258349;0.097417202;-3.108760549;-1.024239629;0.913052909;-0.242197959;-1.042055746;-1.165417199;1.19366648;1.06731479;1.423646667;0.266083456;3.395656576;4.834215167;0.378808825;1.822168079;-0.001198546;1.427709807;0
Austria;2000;1.424881637;1.240405701;1.931832928;1.705863712;NA;1.835690571;0.717161468;0.85351839;0.477121255;1.271841607;0.84509804;0.052841154;-3.171661316;-1.043056949;0.896597233;-0.248115308;-1.054759467;-1.152273167;1.201886534;1.100174191;1.429971389;0.275546294;3.422620794;4.894249809;0.394023316;1.818885415;-0.000678985;1.425560621;0
Austria;2001;1.424881637;1.232375672;1.94269547;1.711807229;NA;1.834897339;0.715263657;0.848931672;0.477121255;1.269512944;0.826074803;0.043298437;-3.047798384;-1.014669999;0.893257626;-0.243777086;-1.077494599;-1.153630094;1.170553846;1.093301443;1.429956881;0.299311135;3.44807188;4.93059411;0.428002018;1.822821645;-7.63E-05;1.424957914;0
Austria;2002;1.426511261;1.235885934;1.939319279;1.709269961;NA;1.837272703;0.714708231;0.864436156;0.491361694;1.274157849;0.851258349;0.103887686;-3.099327775;-1.027197871;0.898965635;-0.274221452;-1.095619383;-1.15577825;1.187212957;1.125417898;1.441245604;0.315126113;3.472124955;5.004184826;0.454174125;1.822821645;0.001272804;1.425238457;1
Austria;2003;1.426511261;1.232868081;1.936976257;1.711807229;NA;1.838534271;0.72202255;0.871334311;0.505149978;1.281033367;0.851258349;0.131586843;-3.088030367;-1.027302846;0.888093431;-0.263863355;-1.050186165;-1.151968606;1.183420628;1.078859236;1.430348942;0.337371395;3.503992944;5.011932601;0.482558818;1.81756537;0.000837978;1.425673283;1
Austria;2004;1.426511261;1.235476533;1.958727966;1.731588765;1.790988475;1.822984883;0.692788681;0.87730511;0.51851394;1.274157849;0.84509804;0.10931727;-3.114196281;-1.038883952;0.885307737;-0.267450244;-0.989479138;-1.117450427;1.160901315;1.027953997;1.435313691;0.335682512;3.499521399;5.022910975;0.481809706;1.813580989;-0.000119101;1.426630362;0
Austria;2005;1.426511261;1.233711205;1.973875711;1.710963119;1.797267541;1.828659897;0.683223346;0.873067883;0.51851394;1.264817823;0.838849091;0.099058403;-3.170067717;-1.060060224;0.883957261;-0.266503408;-1.001177653;-1.109788646;1.1764428;1.061308607;1.428847223;0.37534166;3.537735317;5.054883285;0.536305888;1.836324116;-0.002688594;1.429199855;0
Austria;2006;1.432969291;1.232842675;1.992245273;1.704150517;1.797267541;1.836165816;0.683082891;0.867216902;0.51851394;1.255272505;0.832508913;0.091719305;-3.214509739;-1.05973275;0.868564505;-0.248982784;-0.999532227;-1.108143198;1.174335638;1.059237036;1.439750363;0.372770282;3.547053023;5.106870877;0.536696149;1.828015064;-0.00139999;1.434369281;0
Austria;2007;1.442479769;1.231129764;2.003541667;1.694605199;1.796574333;1.844321821;0.67321227;0.869421441;0.531478917;1.243038049;0.812913357;0.079916018;-3.180677363;-1.054551314;0.869824325;-0.256858052;-0.997220149;-1.105831134;1.166155675;1.051619819;1.465969479;0.383533522;3.580928569;5.249531987;0.562248437;1.813580989;0.001670715;1.440809054;1
Austria;2008;1.447158031;1.226539602;2.009132287;1.700703717;1.799340549;1.850186583;0.688099505;0.878493493;0.544068044;1.247973266;0.812913357;0.026544439;-3.224724352;-1.032485314;0.874853337;-0.282088289;-0.993859803;-1.102470791;1.138284901;1.026145651;1.460936811;0.409840171;3.616677745;5.283737652;0.598750593;1.837588438;0.00117499;1.445983041;1
Austria;2009;1.450249108;1.22109156;1.938554958;1.736396502;1.797267541;1.847109741;0.710975408;0.897141146;0.568201724;1.283301229;0.851258349;0.134913401;-3.249159045;-1.054753783;0.887846351;-0.280170886;-1.000003488;-1.108614471;1.169315307;1.054757462;1.412195378;0.414428468;3.617011306;5.107926649;0.585253967;1.903632516;0.001454134;1.448794974;1
Austria;2010;1.44870632;1.229950547;1.994242723;1.725094521;1.800717078;1.849879878;0.710775137;0.897614543;0.568201724;1.285557309;0.86332286;0.147517206;-3.581362798;-1.050939399;0.88641381;-0.279442156;-0.99977106;-1.108382051;1.164842367;1.050698797;1.415065825;0.435541783;3.638461024;5.148661851;0.616320292;1.918030337;-0.000454905;1.449161225;0
Austria;2011;1.44870632;1.230240359;2.020460319;1.7084209;1.800717078;1.851869601;0.699661358;0.885848196;0.568201724;1.269512944;0.832508913;0.109308186;-3.570522159;-1.048507209;0.879656642;-0.294047386;-1.014368865;-1.122979823;1.17745244;1.063573068;1.426896469;0.426296501;3.642498814;5.197468695;0.608280972;1.916980047;0.000454943;1.448251377;1
Austria;2012;1.445604203;1.229678733;2.021189328;1.709269961;1.800029359;1.853850249;0.701045322;0.887730245;0.568201724;1.274157849;0.832508913;0.117748511;-3.694857205;-1.034424006;0.888061766;-0.256511402;-1.012546313;-1.121157284;1.159752009;1.047402214;1.426177595;0.464596841;3.669265468;5.233024202;0.662597605;1.913813852;-0.001238761;1.446842964;0
Austria;2013;1.445604203;1.224472708;2.016209676;1.712649702;1.79518459;1.853698212;0.70279971;0.892728411;0.579783597;1.281033367;0.838849091;0.145892452;-2.613388638;-1.024785666;0.887520904;-0.141071993;-1.109889902;-1.218500889;1.248702245;1.137399262;1.421952428;0.470545728;3.674376106;5.224788025;0.66909364;1.910090546;-0.000501399;1.446105602;0
Austria;2014;1.444044796;1.226319308;2.011707139;1.719331287;1.73239376;1.851716868;0.695931593;0.89702788;0.591064607;1.285557309;0.84509804;0.161217938;-2.990508559;-1.010408646;0.885522549;-0.22387002;-1.065983325;-1.174594294;1.186820229;1.077078768;1.428146192;0.489155206;3.694418699;5.276169997;0.698585144;1.924524888;-0.002096513;1.446141309;0
Austria;2015;1.444044796;1.227884659;2.01041579;1.7084209;1.733197265;1.851869601;0.69019608;0.913813852;0.591064607;1.276461804;0.838849091;0.146128036;-3.420602303;-0.997182994;0.887482039;0.347303078;-1.003774995;-1.112385994;1.109252396;1.000947355;1.44020794;0.484269936;3.700655136;5.32971291;0.697449407;1.928878007;-0.002575188;1.446619984;0
Austria;2016;1.445604203;1.223280057;2.004616617;1.699837726;1.725094521;1.854609638;0.69019608;0.913813852;0.591064607;1.271841607;0.838849091;0.146128036;-3.561396667;-1.0563416;0.892014078;0.371904966;NA;NA;NA;NA;1.447550116;0.494972302;3.718032626;5.382038558;0.716497213;1.918557082;0.000199508;1.445404696;1
Austria;2017;1.444044796;1.22300041;2.02025011;1.691081492;NA;NA;0.681241237;0.913813852;0.591064607;1.260071388;0.819543936;0.113943352;-3.675715873;-1.055377214;0.880813592;0.39176618;NA;NA;NA;NA;1.451653869;0.484601605;3.731421861;5.416732982;0.703473795;1.893614065;0.005905651;1.438139145;1
Austria;2018;1.444044796;1.224470905;2.032579527;1.686636269;NA;NA;0.681241237;0.913813852;0.591064607;1.252853031;0.806179974;0.079181246;-3.485190803;-1.038891367;0.880813592;0.431306659;NA;NA;NA;NA;1.461127724;0.501301687;3.758387672;5.491484424;0.732465793;1.869019356;0.023405821;1.420638975;1
Belgium;1993;1.387389826;1.233489438;2.034232996;NA;1.456366033;1.77337868;NA;NA;NA;NA;NA;NA;-3.069752712;-0.89556405;NA;0.284430734;-1.022601084;-1.115776889;0.99924967;0.915804768;1.398711918;NA;NA;NA;NA;NA;0.002683682;1.384706144;1
Belgium;1994;1.399673721;1.239072353;2.050722621;NA;1.475671188;1.76844466;NA;NA;NA;NA;NA;NA;-3.055170159;-0.90350211;NA;0.335658452;-1.033159274;-1.128147548;1.01928369;0.933461584;1.40794756;NA;NA;NA;NA;NA;0.004388522;1.395285199;1
Belgium;1995;1.40654018;1.229974592;2.062623774;1.719331287;1.494154594;1.768402985;0.76004427;0.769860071;0.755874856;1.193124598;0.927146301;NA;-3.151087379;-0.904473073;0.81226144;0.363235804;-1.015188797;-1.107583675;1.001779611;0.918210931;1.408934072;NA;NA;NA;NA;2.115610512;0.002565472;1.403974709;1
Belgium;1996;1.409933123;1.236375188;2.072104269;1.721810615;1.507855872;1.76848133;0.768261353;0.792746288;0.77815125;1.195899652;0.92961705;NA;-3.212011033;-0.9168072;0.821521512;0.416474079;-1.002721123;-1.089691018;0.999036572;0.919301946;1.394499887;0.237953209;3.391235755;4.729077879;0.331825724;2.10720997;1.02E-05;1.40992296;1
Belgium;1997;1.411619706;1.238830554;2.09470382;1.709269961;1.507855872;1.769719092;0.760752967;0.767451507;0.755874856;1.190331698;0.924403267;NA;-3.06861277;-0.911292876;0.823649313;0.442793226;-1.014538938;-1.10822788;1.009920172;0.924542107;1.418045342;0.254006382;3.409731001;4.835153162;0.360192566;2.090610708;-0.002869527;1.414489233;0
Belgium;1998;1.419955748;1.234562386;2.091611242;1.704150517;1.496929648;1.769488176;0.764394709;0.770669554;0.763427994;1.181843588;0.916350001;NA;-3.033909035;-0.909185258;0.819652599;0.519565501;-1.035140494;-1.125496748;1.023285051;0.941134477;1.414776643;0.260934347;3.430597888;4.853529763;0.369163819;2.072617477;0.000914184;1.419041564;1
Belgium;1999;1.423245874;1.236285167;2.093411302;1.699837726;1.487138375;1.773054693;0.757211723;0.7776127;0.770852012;1.173186268;0.905904598;NA;-2.987226189;-0.922521402;0.842457715;0.498586209;-1.02754165;-1.119679855;1.03292863;0.947929164;1.425618012;0.27661803;3.4622753;4.935882028;0.394351646;2.058426024;0.000770916;1.422474958;1
Belgium;2000;1.424881637;1.239050187;2.149462354;1.691081492;1.498310554;1.781934798;0.739664614;0.780813873;0.770852012;1.158362492;0.894439071;NA;-2.981415804;-0.907441081;0.846016328;0.495544338;-1.066938624;-1.145548829;1.039518067;0.968183938;1.42565837;0.283834721;3.472784849;4.951004788;0.404651346;2.036628895;0.000409352;1.424472285;1
Belgium;2001;1.424881637;1.230368894;2.14206002;1.691965103;1.50242712;1.777789187;0.751651424;0.800649811;0.792391689;1.164352856;0.897627091;0.368472301;-2.985960706;-0.905315838;0.825076289;0.48315921;-1.087043388;-1.155753377;1.046321837;0.984117596;1.419640292;0.305712415;3.494709525;4.96123045;0.434001662;2.031812271;-0.000499176;1.425380812;0
Belgium;2002;1.426511261;1.231060274;2.130735028;1.694605199;1.514547753;1.777426822;0.759941317;0.793260985;0.792391689;1.178976947;0.908485019;0.402305698;-3.083139676;-0.910099234;0.829383587;0.47099817;-1.098651226;-1.161045795;1.056666888;0.999881639;1.42036587;0.276629515;3.471122199;4.930263503;0.392915122;2.019946682;0.000610664;1.425900597;1
Belgium;2003;1.424881637;1.226950903;2.120541522;1.705007959;1.51851394;1.77524626;0.768106598;0.828732073;0.812913357;1.184691431;0.919078092;0.418307778;-3.069180125;-0.925985662;0.821617042;0.44684771;-1.096194542;-1.139732663;1.055376104;1.015060429;1.420321721;0.262887538;3.472371702;4.931884951;0.37338488;2.004751156;-0.001419858;1.426301494;0
Belgium;2004;1.426511261;1.229200307;2.133659736;1.689308859;1.530199698;1.780677274;0.748512021;0.831199547;0.826074803;1.178976947;0.913813852;0.41791666;-2.564944813;-0.931408477;0.828348699;0.478277832;-1.06838806;-1.10357797;1.027881876;0.995105696;1.440298276;0.257433765;3.490184026;5.026906035;0.370781408;1.984527313;-0.000868383;1.427379645;0
Belgium;2005;1.42975228;1.229041364;2.156477434;1.712649702;1.544068044;1.785863476;0.753246708;0.834329804;0.832508913;1.176091259;0.908485019;0.402956852;-2.941372058;-0.933251137;0.835752679;0.498310554;-1.038722756;-1.081399362;1.009217183;0.969389193;1.442756726;0.250983244;3.497307057;5.045763279;0.362107763;1.975891136;0.001044763;1.428707517;1
Belgium;2006;1.42975228;1.22757805;2.169362696;1.684845362;1.546542663;1.785329835;0.748378577;0.820951879;0.819543936;1.170261715;0.908485019;0.386344985;-2.788735687;-0.953239144;0.838893829;0.541329578;-1.040186209;-1.082862829;1.032227237;0.991546212;1.447360147;0.258699526;3.516460107;5.089584218;0.374431383;1.959041392;0.000643094;1.429109186;1
Belgium;2007;1.42975228;1.227231966;2.179446742;1.683047038;1.555094449;1.792566773;0.740518084;0.825252833;0.819543936;1.167317335;0.892094603;0.35215214;-2.899723834;-0.964554529;0.840289218;0.532499586;-1.040672116;-1.083348757;1.044948951;1.003785003;1.45846314;0.265791533;3.530842016;5.149602932;0.387647154;1.939519253;0.001443152;1.428309128;1
Belgium;2008;1.424881637;1.221426095;2.201145608;1.701567985;1.571708832;1.79518459;0.754932112;0.855049612;0.851258349;1.184691431;0.913813852;0.347116701;-2.891260673;-0.937147964;0.832940026;0.514946005;-1.037239927;-1.079916538;1.012041585;0.972047286;1.425037734;0.284234411;3.532977535;5.034626301;0.405044761;1.966141733;-0.001704421;1.426586058;0
Belgium;2009;1.424881637;1.218678882;2.134676243;1.733197265;1.57054294;1.789580712;0.780189383;0.888154182;0.886490725;1.222716471;0.963787827;0.418112943;-2.913669449;-0.961696346;0.829924673;0.366422957;-1.032683649;-1.075360276;1.034170048;0.993128092;1.388016813;0.297841455;3.546524772;4.922636011;0.413408947;1.997823081;-0.0005808;1.425462437;0
Belgium;2010;1.424881637;1.229328468;2.179264771;1.726727209;1.550228353;1.792566773;0.778397807;0.88448901;0.880813592;1.214843848;0.954242509;0.394326725;-2.803826782;-0.956570162;0.840049551;0.40363519;-1.031314072;-1.073990696;1.027347454;0.986524268;1.394963297;0.311925426;3.57203836;4.982862405;0.435124521;1.998695158;-0.000110172;1.424991809;0
Belgium;2011;1.424881637;1.223681208;2.211531545;1.7355989;1.564666064;1.791866015;0.789528087;0.881896678;0.892094603;1.214843848;0.954242509;0.37165775;-2.793898798;-0.952435991;0.835858429;0.449478399;-1.058998234;-1.101674857;1.049274784;1.008628033;1.387531151;0.333513774;3.588343874;4.978938904;0.46276075;2.011147361;0.000154465;1.424727171;1
Belgium;2012;1.424881637;1.224491439;2.214830863;1.747411808;1.559906625;1.791164125;0.794853983;0.898153104;0.897627091;1.227886705;0.963787827;0.372070618;-2.612422774;-0.944676693;0.840573905;0.477265995;-1.060285432;-1.102962071;1.041942562;1.001626935;1.375716213;0.356664394;3.614186547;4.972095028;0.490668989;2.018284308;0.000755067;1.424126569;1
Belgium;2013;1.423245874;1.220569191;2.210796732;1.746634199;1.57054294;1.790988475;0.805313486;0.90392681;0.903089987;1.240549248;0.968482949;0.382304053;-2.541582879;-0.926060345;0.84239963;0.492760389;-1.09015777;-1.132834396;1.049073011;1.00955188;1.365975332;0.368087826;3.618666232;4.943008807;0.502798891;2.023663918;0.000464702;1.422781172;1
Belgium;2014;1.421603927;1.223053798;2.218765736;1.742725131;1.564666064;1.791690649;0.802744417;0.906718244;0.903089987;1.238046103;0.959041392;0.348758869;-2.436414476;-0.920339044;0.836680579;0.507720977;-1.088560589;-1.131237186;1.04112175;1.001844811;1.379395993;0.377905179;3.655994158;5.043063692;0.521280889;2.028164419;0.000671042;1.420932885;1
Belgium;2015;1.421603927;1.22388351;2.188063381;1.729974286;1.5774918;1.790988475;0.806179974;0.897627091;0.886490725;1.230448921;0.939519253;0.301029996;-2.514150408;-0.978410442;0.826912507;0.520972314;-1.033700246;-1.076376878;1.053138376;1.011383114;1.398737824;0.3911522;3.673117307;5.13772811;0.547119377;2.021880118;0.002379818;1.419224109;1
Belgium;2016;1.419955748;1.218446902;2.197445856;1.72427587;1.575187845;1.794488047;0.799340549;0.886490725;0.886490725;1.227886705;0.939519253;0.255272505;-2.441377371;-1.05812749;0.832573505;0.536956574;NA;NA;NA;NA;1.404004309;0.407552354;3.679474884;5.165998591;0.572205261;2.020713597;0.001080185;1.418875564;1
Belgium;2017;1.418301291;1.219657308;2.212797819;1.717670503;NA;NA;0.799340549;0.886490725;0.886490725;1.227886705;0.929418926;0.204119983;-2.48175023;-1.059386793;0.832573505;0.61568161;NA;NA;NA;NA;1.40662521;0.43173999;3.67482015;5.169094666;0.607296354;2.007646008;-0.004857672;1.423158963;0
Belgium;2018;1.416640507;1.219988653;2.218311346;NA;NA;NA;0.792391689;0.880813592;0.886490725;1.227886705;0.929418926;0.176091259;-2.415498187;-1.048816289;0.838849091;0.642319566;NA;NA;NA;NA;1.403322584;0.450432336;3.700985918;5.193677121;0.632101869;2.000206982;-0.019636445;1.436276953;0
Cyprus;1993;1.475671188;1.344902575;1.979622915;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.848136587;-1.466513358;NA;NA;-1.048839357;-1.144549902;1.678497719;1.538136927;1.373905951;NA;NA;NA;NA;NA;-0.001862026;1.477533214;0
Cyprus;1994;1.474216264;1.353615213;1.981257383;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.904209373;-1.427295398;NA;NA;-1.077222156;-1.145994129;1.635672146;1.537514226;1.399993183;NA;NA;NA;NA;NA;-0.001836523;1.476052787;0
Cyprus;1995;1.474216264;1.344913998;2.128358497;1.488550717;NA;1.970900357;NA;NA;NA;0.86332286;0.51851394;NA;-2.435233671;-1.433382981;0.630356275;NA;-1.075117787;-1.145795412;1.642363644;1.54105554;1.410371046;NA;NA;NA;NA;1.679427897;-0.000531728;1.474747992;0
Cyprus;1996;1.474216264;1.34266607;2.148762127;1.515873844;NA;1.972708306;NA;NA;NA;0.880813592;0.544068044;NA;-2.560202217;-1.53161611;0.627319119;NA;-1.064994345;-1.145037239;1.753757482;1.631162496;1.377061775;-0.702020756;NA;NA;-0.966725948;1.691081492;0.000365686;1.473850578;1
Cyprus;1997;1.472756449;1.342424844;2.145398184;1.531478917;NA;1.974508759;NA;NA;NA;0.908485019;0.556302501;NA;-2.614073999;-1.516907336;0.624480883;NA;-0.883467982;-1.003418713;1.522093207;1.340139062;1.355942179;-0.688670048;NA;NA;-0.933796765;1.72427587;-0.000377585;1.473134034;0
Cyprus;1998;1.472756449;1.341659351;2.130046332;1.531478917;NA;1.976301779;NA;NA;NA;0.913813852;0.556302501;NA;-2.296852096;-1.491476454;0.629524869;NA;-0.908180803;-0.983242369;1.466482842;1.354530284;1.333764772;-0.69184126;2.538579062;3.385867324;-0.9227535;1.737987326;6.94E-05;1.47268701;1
Cyprus;1999;1.472756449;1.33836656;2.117972346;1.530199698;1.568201724;1.978087427;NA;NA;NA;0.919078092;0.579783597;NA;-2.388096608;-1.497209823;0.617576261;NA;-0.904009938;-0.985435373;1.475403521;1.35349256;1.353829767;-0.661423992;2.604883004;3.52656815;-0.895455489;1.738780558;0.000483709;1.47227274;1
Cyprus;2000;1.471291711;1.338993082;2.13829137;1.534026106;1.561101384;1.979865764;NA;NA;NA;0.924279286;0.591064607;NA;-2.239906068;-1.509926461;0.700955148;NA;-0.944230761;-0.978042058;1.476771583;1.425719011;1.361915349;-0.644165504;2.637867911;3.592552797;-0.877298887;1.739572344;-0.000422594;1.471714305;0
Cyprus;2001;1.471291711;1.331511485;2.120076624;1.545307116;1.558708571;1.981636848;0.714018779;0.422147227;NA;0.934498451;0.612783857;-0.363862832;-2.284651717;-1.481976368;0.725014163;NA;-0.931414173;-0.960010778;1.422713286;1.380333794;1.351477033;-0.625361616;2.673923209;3.613745805;-0.845161861;1.752048448;4.01E-05;1.471251657;1
Cyprus;2002;1.471291711;1.322229701;2.092161287;1.564666064;1.556302501;1.983400738;0.737237536;0.454762247;NA;0.977723605;0.653212514;-0.334762968;-2.239607211;-1.440428417;0.784525981;NA;-0.947445326;-0.964453388;1.389226067;1.364727172;1.335063771;-0.553354118;2.78496139;3.718101056;-0.738763035;1.775974331;0.000531162;1.470760549;1
Cyprus;2003;1.469822016;1.320740311;2.056922728;1.605305046;1.546542663;1.981289036;0.787396169;0.485429303;-1;1.017033339;0.698970004;-0.330029296;-2.151743993;-1.431836687;0.851367922;NA;-0.977784071;-1.088382239;1.558385619;1.400027104;1.326241908;-0.497108788;2.831122061;3.754752726;-0.659286508;1.800029359;-0.000329234;1.47015125;0
Cyprus;2004;1.469822016;1.326072604;2.05654101;1.583198774;1.542825427;1.97798931;0.767918385;0.448312504;NA;1.041392685;0.73239376;-0.305348254;-1.868982502;-1.541459487;0.878437196;NA;-1.001664346;-1.286270943;1.982734548;1.544025009;1.341366691;-0.474126288;2.900524883;3.890667465;-0.63597721;1.80685803;3.02E-05;1.469791803;1
Cyprus;2005;1.469822016;1.324012306;2.048898087;1.591064607;1.57863921;1.976248484;0.761695077;0.43998536;-1;1.064457989;0.755874856;-0.27250919;-1.805443984;-1.506673003;0.916861892;NA;-1.019043588;-1.353813982;2.039754977;1.535365463;1.340749315;-0.435014545;2.962203851;3.971572784;-0.583245453;1.797959644;5.55E-05;1.469766503;1
Cyprus;2006;1.469822016;1.31754053;2.040627817;1.58546073;1.591064607;1.979286379;0.759357281;0.448694175;-1;1.041392685;0.73239376;-0.288496567;-1.977253877;-1.415644598;0.940729764;NA;NA;NA;NA;NA;1.335851283;-0.416279932;2.994280524;3.99991348;-0.556088081;1.768638101;-0.000363673;1.470185689;0
Cyprus;2007;1.471291711;1.320134095;2.04639793;1.572871602;1.589949601;1.982649045;0.757177922;0.417939106;-1;1.017033339;0.72427587;-0.343287637;-1.738925639;-1.272619163;0.966310516;NA;NA;NA;NA;NA;1.292788766;-0.397864014;3.012498731;3.894524516;-0.514354127;1.728353782;8.42E-05;1.471207537;1
Cyprus;2008;1.472756449;1.306829508;2.052874562;1.582063363;1.586587305;1.982786605;0.787994018;0.430209557;-1;1.037426498;0.72427587;-0.337876481;-1.92502984;-1.368684487;0.980272946;NA;NA;NA;NA;NA;1.2093395;-0.413401444;3.004914868;3.633962243;-0.499942696;1.650307523;7.96E-05;1.472676806;1
Cyprus;2009;1.474216264;1.294742845;2.012000852;1.621176282;1.582063363;1.974981359;0.815276473;0.471263739;-1;1.075546961;0.785329835;-0.2862486;-2.220322639;-1.478729005;0.917871383;NA;NA;NA;NA;NA;1.243733902;-0.352206405;3.027656111;3.765598549;-0.438051046;1.727541257;-0.000294529;1.474510793;0
Cyprus;2010;1.477121255;1.303749403;2.032178897;1.621176282;1.584331224;1.970340055;0.827427402;0.475027196;-1;1.103803721;0.792391689;-0.229785593;-2.149771602;-1.464630728;0.917867622;NA;NA;NA;NA;NA;1.195454505;-0.350052109;3.032498048;3.625213453;-0.418471371;1.746634199;0.000425818;1.476695437;1
Cyprus;2011;1.478566496;1.301651708;2.036583642;1.624282096;1.572871602;1.963338014;0.813481368;0.488108935;-1;1.120573931;0.806179974;-0.183552773;-2.243652299;-1.458259464;0.885805654;NA;NA;NA;NA;NA;1.178966493;-0.341473483;3.026856528;3.568562425;-0.402585794;1.814247596;-0.000396346;1.478962841;0
Cyprus;2012;1.481442629;1.296590325;2.035413391;1.620136055;1.582063363;1.944621669;0.78430936;0.472929255;NA;1.120573931;0.799340549;-0.036688688;-2.263122919;-1.450493034;0.908670339;NA;NA;NA;NA;NA;1.155025501;-0.358744083;3.007519201;3.473761373;-0.414358564;1.899273187;3.05E-05;1.481412093;1
Cyprus;2013;1.482873584;1.29123283;2.063015076;1.619093331;1.59439255;1.924279286;0.813177684;0.485081032;NA;1.136720567;0.806179974;0.11973737;-2.076973688;-1.550930146;0.888942622;NA;NA;NA;NA;NA;1.161536374;-0.316790807;3.015414475;3.502513595;-0.367964046;2.009450896;-0.000927113;1.483800696;0
Cyprus;2014;1.484299839;1.302044269;2.08753903;1.684845362;1.571708832;1.921839423;0.75642021;0.419746439;NA;1.146128036;0.799340549;0.090750411;-2.039117427;-1.567607172;0.934844301;NA;NA;NA;NA;NA;1.152533611;-0.293837172;3.027319027;3.489086929;-0.338657217;2.029789471;-0.001612633;1.485912472;0
Cyprus;2015;1.482873584;1.314243818;2.139964746;1.608526034;1.574031268;1.928117993;0.77815125;0.407650596;NA;1.139879086;0.77815125;-0.045757491;-2.229910885;-1.562632583;0.934470047;NA;NA;NA;NA;NA;1.195772885;-0.31822527;3.003914572;3.591999595;-0.38052515;2.031406996;-0.003858648;1.486732231;0
Cyprus;2016;1.481442629;1.309432788;2.145506989;1.579783597;1.57634135;1.939144397;0.770852012;0.414973348;NA;1.133538908;0.770852012;-0.096910013;-2.549691904;-1.554885199;0.968161915;NA;NA;NA;NA;NA;1.272974332;-0.272117297;3.021410807;3.846178405;-0.346398335;2.014403739;-0.002412344;1.483854973;0
Cyprus;2017;1.481442629;1.306876105;2.165555436;1.574031268;NA;NA;0.755874856;0.414973348;NA;1.113943352;0.748188027;-0.22184875;-3.01212128;-1.51310063;0.963787827;NA;NA;NA;NA;NA;1.291005671;-0.251099075;3.077888187;3.973571105;-0.324170329;1.972590032;0.009892419;1.47155021;1
Cyprus;2018;1.481442629;1.306115548;2.162401088;NA;NA;NA;0.755874856;0.414973348;NA;1.10720997;0.698970004;-0.301029996;-3.259501924;-1.497755489;0.995635195;NA;NA;NA;NA;NA;1.299275374;-0.252906843;3.098938655;4.02637468;-0.328595634;2.00242764;0.039434197;1.442008431;1
Denmark;1993;1.357934847;1.252057028;1.816936855;NA;1.760422483;1.858502825;NA;NA;NA;NA;NA;NA;-2.421944968;-0.948265262;NA;0.297322714;-1.082512884;-1.086356717;1.030154336;1.026509363;1.396292752;NA;NA;NA;NA;NA;0.006888435;1.351046412;1
Denmark;1994;1.344392274;1.258929645;1.831105273;NA;1.702430536;1.868294613;NA;NA;NA;NA;NA;NA;-2.480774105;-0.927233068;NA;0.282848603;-1.09506762;-1.078161153;0.999706673;1.015382908;1.391953044;NA;NA;NA;NA;NA;-0.00137003;1.345762304;0
