"idem","year","Gini_net","gdp_gro","Trade","Gov_ex","Secondary_ed","employ_rate","Education_exp","Health_exp","Soc_kind","Soc_payable","Social_prot_ex_pen","Unemp_tra","Property_taxes","PIT","ind_tx","Corporate_ta","mrp_all","arp_mid","pi_a","pi_m","sav_gdp","RD_gdp","res_1mill","rd","rd1","Gov_debt","cycle","trend","gi_bb","phat0","invwt","mu","mu0","mu1","mu6","mdiff1","iptw","dr1"
"Lithuania",2009,1.530199698,1.247442534,2.023493548,1.652246341,1.781036939,1.814247596,0.859654037,0.825055249,0.301029996,1.209515015,0.929418926,-0.017013991,NA,-1.390241517,0.862119543,0.285557309,NA,NA,NA,NA,1.029017778,-0.081094613,3.428223289,3.52770271,-0.083447799,1.447158031,0.002557287,1.527642411,1,0.436053996544825,2.29329396800335,-0.00886956495194058,0,1,-0.00886956495194058,-1.29329396800335,3.50919773726394,2.2159037692606
"Lithuania",2010,1.526339277,1.284820942,2.122418334,1.626340367,1.774516966,1.814247596,0.807685045,0.841956901,0.278753601,1.155336037,0.86923172,-0.128273156,NA,-1.446681806,0.890968631,0.386855529,NA,NA,NA,NA,1.206725763,-0.105972085,3.439762504,4.150850033,-0.127879246,1.558708571,-0.001558974,1.527898252,0,0.437305385484838,1.77716291253584,-0.00619933321432442,-0.00619933321432442,0,0,-0.00481789185662456,-2.71255355503117,-2.7173714468878
"Lithuania",2011,1.527629901,1.283002098,2.183387297,1.62838893,1.773786445,1.810400556,0.783574974,0.822339548,0.301029996,1.096910013,0.799340549,-0.28999712,NA,-1.456933178,0.892864176,0.417803723,NA,NA,NA,NA,1.284026044,-0.043879614,3.43473167,4.410284919,-0.056342567,1.57054294,-0.002609494,1.530239395,0,0.436236596307248,1.773793746543,-0.00712613416813523,-0.00712613416813523,0,0,-0.00551415805632945,-2.7097003654259,-2.71521452348223
"Lithuania",2012,1.53529412,1.276636761,2.210551745,1.557507202,1.773054693,1.818555779,0.764886008,0.769914269,0.255272505,1.079181246,0.755874856,-0.345535898,-4.476410644,-1.458838376,0.878465993,0.32407658,NA,NA,NA,NA,1.308052773,-0.048327417,3.42066949,4.474416213,-0.063214812,1.599883072,-0.00057028,1.5358644,0,0.454259051409937,1.83237120575894,-0.00589728509142251,-0.00589728509142251,0,0,-0.00490873030225156,-2.81322873785901,-2.81813746816126
"Lithuania",2013,1.542825427,1.271710966,2.221861645,1.551449998,1.764922985,1.817730595,0.749069494,0.750570488,0.230448921,1.049218023,0.707570176,-0.339974119,-4.390983182,-1.447223661,0.872746036,0.372912003,NA,NA,NA,NA,1.320818753,-0.021874287,3.453908871,4.561987608,-0.028891969,1.587710965,-0.000897464,1.543722891,0,0.452099192608683,1.82514788536493,0.000632993003329307,0.000632993003329307,0,0,0.000522312838147973,-2.81588456557629,-2.81536225273814
"Lithuania",2014,1.549003262,1.271350415,2.203777509,1.541579244,1.752816431,1.823637222,0.729624257,0.740740182,0.255272505,1.029383778,0.69019608,-0.415686085,-4.320135819,-1.440986445,0.878238475,0.284656283,NA,NA,NA,NA,1.329868701,0.013039567,3.484871338,4.63442132,0.017340912,1.607455023,-0.003269748,1.55227301,0,0.450910340976064,1.82119619913732,0.00400199400963319,0.00400199400963319,0,0,0.00328642226968111,-2.82103885320571,-2.81775243093603
"Lithuania",2015,1.555094449,1.268053049,2.141891499,1.545307116,1.738780558,1.820529849,0.707570176,0.763427994,0.230448921,1.037426498,0.698970004,-0.22184875,-4.575073545,-1.415393016,0.886490725,0.184849508,NA,NA,NA,NA,1.305723352,0.01742987,3.444916365,4.498107744,0.022758588,1.630560859,-0.004104991,1.55919944,0,0.446340709863118,1.80616494261799,0.00385464913176192,0.00385464913176192,0,0,0.00310748299611934,-2.80875707624364,-2.80564959324752
"Lithuania",2016,1.557507202,1.263918657,2.128332671,1.534026106,1.739572344,1.816738299,0.681241237,0.763427994,0.230448921,1.041392685,0.698970004,-0.301029996,-4.57745228,-1.400675301,0.892094603,0.207797231,NA,NA,NA,NA,1.30003592,-0.07402305,3.469863122,4.510946697,-0.096232623,1.601153186,-0.001861706,1.559368908,0,0.449164078184549,1.81542263384746,0.00386626091070585,0.00386626091070585,0,0,0.00315263665494925,-2.82753382689123,-2.82438119023628
"Lithuania",2017,1.558708571,1.26873212,2.16085233,1.521138084,NA,NA,0.653212514,0.748188027,0.204119983,1.037426498,0.698970004,-0.301029996,-4.494543888,-1.414951476,0.892094603,0.174721944,NA,NA,NA,NA,1.33332933,-0.046684975,3.487415657,4.649873582,-0.062246447,1.594876953,0.014598224,1.544110347,1,0.451077920267178,2.21691187945464,0.00229252707643912,0,1,0.00229252707643912,-1.21691187945464,3.45551954765766,2.23860766820303
"Lithuania",2018,1.556302501,1.267425382,2.174059263,1.531478917,NA,NA,0.662757832,0.770852012,0.230448921,1.071882007,0.748188027,-0.22184875,-4.421872303,-1.391268094,0.892094603,0.185039862,NA,NA,NA,NA,1.337298277,-0.024586575,3.50388631,4.685741124,-0.032879584,1.532471441,0.053154279,1.503148222,1,0.449906389190301,2.22268459401011,0.00290498901161973,0,1,0.00290498901161973,-1.22268459401011,3.45916959259211,2.236484998582
"Luxembourg",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",1997,1.411619706,1.324367377,2.342871576,1.615950052,1.521201076,1.799493916,0.660866654,0.611744453,0.602059991,1.161368002,0.832508913,0.24023738,-1.640399732,-1.090779799,0.706466211,0.846275242,-1.099721909,-1.100589359,1.20050064,1.199554443,1.625756224,NA,NA,NA,NA,0.903089987,0.001093566,1.41052614,1,0.511002928766199,1.95693594636428,0.00553135125433735,0,1,0.00553135125433735,-0.956935946364277,2.76244934526757,1.8055133989033
"Luxembourg",1998,1.413299764,1.320146737,2.376789333,1.621176282,1.586051509,1.799675351,0.683735191,0.601253591,0.579783597,1.161368002,0.832508913,0.230880887,-1.60906083,-1.1236486,0.729328258,0.864154956,-1.170598429,-1.196095834,1.343991408,1.315341286,1.631514916,NA,NA,NA,NA,0.886490725,-5.37e-05,1.413353491,0,0.509270976734473,2.03778450548036,0.00417484088946507,0.00417484088946507,0,0,0.00433258518793268,-2.88000036067824,-2.87566777549031
"Luxembourg",1999,1.414973348,1.332130218,2.383335379,1.595496222,1.64246452,1.799963995,0.658782562,0.604071708,0.62324929,1.130333768,0.812913357,0.138346962,-1.555142432,-1.142889714,0.713969238,0.804480189,-1.170996783,-1.196456835,1.36741821,1.338320178,1.659195768,NA,NA,NA,NA,0.832508913,-9.11e-05,1.415064441,0,0.513013146830084,2.05344352417474,0.00453204224722592,0.00453204224722592,0,0,0.0047742505566265,-2.90556785833046,-2.90079360777383
"Luxembourg",2000,1.416640507,1.319135149,2.430051929,1.575187845,1.629409599,1.797803662,0.634598567,0.565222549,0.579783597,1.113943352,0.806179974,0.167359345,-1.546204588,-1.166365973,0.726504019,0.826074803,-1.255459037,-1.271302152,1.482803571,1.464324701,1.674715503,0.197757331,3.576735205,5.990013897,0.331187268,0.812913357,0.000179534,1.416460973,1,0.521424807495473,1.91782206298016,0.0084647662826367,0,1,0.0084647662826367,-0.917822062980159,2.716864419636,1.79904235665584
"Luxembourg",2001,1.416640507,1.302327529,2.438600038,1.586587305,1.612783857,1.798064531,0.652466692,0.641511974,0.643452676,1.146128036,0.812913357,0.120312159,-1.570367131,-1.175073581,0.742564521,0.84608958,-1.328582747,-1.346234832,1.581924985,1.561182487,1.656084716,0.203544161,3.593192551,5.950631266,0.337086374,0.84509804,-0.001626056,1.418266563,0,0.522153347937029,2.09272157852896,0.00404677533932274,0.00404677533932274,0,0,0.00442199873673682,-2.96463415801711,-2.96021215928037
"Luxembourg",2002,1.421603927,1.306711409,2.414889594,1.622214023,1.633468456,1.798314326,0.67071451,0.628338128,0.653212514,1.167317335,0.838849091,0.15539145,-1.640551241,-1.215341078,0.739225757,0.890756252,-1.362420208,-1.381910052,1.679492053,1.655805245,1.65108341,0.205420916,3.609146012,5.959001102,0.339167066,0.838849091,0.000244512,1.421359415,1,0.506511568597865,1.97428856910064,0.000699214275901028,0,1,0.000699214275901028,-0.974288569100639,2.80665638286468,1.83236781376404
"Luxembourg",2003,1.424881637,1.301023108,2.408957541,1.643452676,1.651278014,1.793790385,0.697378359,0.655729269,0.662757832,1.195899652,0.875061263,0.214661873,-1.666161511,-1.190180937,0.750516307,0.864095573,-1.291625004,-1.309447782,1.558479788,1.537267458,1.644993122,0.211107186,3.639191581,5.986445119,0.347269869,0.838849091,-0.000334716,1.425216353,0,0.499062154128546,1.99625563977973,0.00159337822833416,0.00159337822833416,0,0,0.00158741204628015,-2.84442800387983,-2.84284059183355
"Luxembourg",2004,1.42975228,1.307308838,2.449670619,1.646403726,1.597695186,1.795880017,0.702908631,0.687669765,0.69019608,1.187520721,0.875061263,0.237790682,-1.670021153,-1.18480689,0.77087981,0.754348336,-1.228013694,-1.241151676,1.470525057,1.454959085,1.654937877,0.204830558,3.652702665,6.044995993,0.338981849,0.86332286,0.000227352,1.429524928,1,0.493123572424469,2.02788926735635,0.000504106228006007,0,1,0.000504106228006007,-1.02788926735635,2.89937930359027,1.87149003623392
"Luxembourg",2005,1.434568904,1.305113256,2.473576819,1.643452676,1.59439255,1.803457116,0.700370513,0.705130109,0.698970004,1.184691431,0.886490725,0.254099538,-1.607423498,-1.142810335,0.793039177,0.770483809,-1.208904025,-1.219986004,1.394212614,1.381548014,1.667934966,0.196372416,3.687004587,6.149683871,0.32753642,0.875061263,0.000884679,1.433684225,1,0.491204697435702,2.03581115005705,-0.00222248764696253,0,1,-0.00222248764696253,-1.03581115005705,2.92051137028831,1.88470022023127
"Luxembourg",2006,1.436162647,1.307031649,2.506400111,1.603144373,1.618048097,1.803457116,0.665461973,0.657705758,0.672097858,1.158362492,0.857332496,0.215424839,-1.600553982,-1.123179674,0.752962694,0.701481636,-1.201343135,-1.21242514,1.361771274,1.34932419,1.700529129,0.221867858,3.644620425,6.197783196,0.377292756,0.897627091,-0.001126617,1.437289264,0,0.5020928273696,2.00840649616893,-0.0054180025685806,-0.0054180025685806,0,0,-0.00546354898641664,-2.88439838978997,-2.88986193877638
"Luxembourg",2007,1.440909082,1.297669522,2.526664098,1.582063363,1.593286067,1.807196661,0.651222024,0.632709138,0.653212514,1.133538908,0.826074803,0.190879277,-1.604599413,-1.142473834,0.781113216,0.730540036,-1.189674689,-1.200756681,1.371833089,1.359172203,1.719992791,0.201732958,3.665925222,6.305364955,0.346979234,0.892094603,0.000211573,1.44069751,1,0.507661891163209,1.96981498396244,-0.00455663482629154,0,1,-0.00455663482629154,-0.969814983962441,2.83832430025117,1.86850931628872
"Luxembourg",2008,1.445604203,1.284862099,2.542068833,1.604226053,1.605305046,1.802260476,0.685357094,0.64369636,0.662757832,1.167317335,0.851258349,0.211700849,-1.690019671,-1.098902726,0.790371068,0.725993259,-1.192131754,-1.203213729,1.322214847,1.310036834,1.710581119,0.210299788,3.673275842,6.283436303,0.359734847,1.178976947,0.002308729,1.443295474,1,0.500734304853145,1.99706708789061,-0.0046293983042287,0,1,-0.0046293983042287,-0.997067087890612,2.88696857592764,1.88990148803703
"Luxembourg",2009,1.444044796,1.274815172,2.481479175,1.662757832,1.62838893,1.814247596,0.740766641,0.705214423,0.707570176,1.230448921,0.924279286,0.321879951,-1.682536525,-1.103059567,0.820459625,0.757547853,-1.198412213,-1.209494201,1.33414415,1.321920056,1.684649916,0.224662529,3.683616441,6.205604127,0.37847771,1.204119983,-0.000607214,1.44465201,0,0.486235981694515,1.94641890901242,-0.00760863199886463,-0.00760863199886463,0,0,-0.00720095319544247,-2.81071609639539,-2.81791704959083
"Luxembourg",2010,1.444044796,1.294248674,2.503494708,1.64738297,1.625312451,1.814247596,0.758760136,0.686938407,0.69019608,1.204119983,0.908485019,0.303478954,-1.659138621,-1.104745099,0.811003899,0.766858811,-1.19199036,-1.203072348,1.32908828,1.316845508,1.705609672,0.176834714,3.711383899,6.330172277,0.301610998,1.298853076,-0.0022809,1.446325696,0,0.486072850939634,1.94580107672525,-0.00450275072806505,-0.00450275072806505,0,0,-0.00425870648682934,-2.8098239188963,-2.81408262538313
"Luxembourg",2011,1.44870632,1.293843937,2.511984237,1.630427875,1.604226053,1.810400556,0.745878999,0.668046729,0.672097858,1.187520721,0.897627091,0.282587796,-1.680383818,-1.085373786,0.824144113,0.706547103,-1.229841977,-1.24092396,1.346866337,1.334838242,1.715800097,0.165176045,3.736504954,6.411095563,0.283409074,1.274157849,-0.000645474,1.449351794,0,0.488149360614163,1.95369493178691,-0.00316101136054048,-0.00316101136054048,0,0,-0.0030146405138683,-2.83033019503167,-2.83334483554553
"Luxembourg",2012,1.456366033,1.283854071,2.535305961,1.646403726,1.593286067,1.818555779,0.762493082,0.686261733,0.69019608,1.206825876,0.919078092,0.322756185,-1.658247314,-1.076510107,0.855665015,0.714413592,-1.23421688,-1.245298864,1.340576813,1.328646945,1.702428546,0.104715807,3.638705868,6.194636741,0.178271179,1.338456494,0.003566205,1.452799829,1,0.480343673344857,2.08184276277969,-0.00185625284315494,0,1,-0.00185625284315494,-1.08184276277969,3.03192508575921,1.95008232297953
"Luxembourg",2013,1.45484486,1.284982792,2.547658567,1.636487896,1.599883072,1.817730595,0.728493281,0.7016356,0.698970004,1.201397124,0.886490725,0.335613946,-1.645716374,-1.058706726,0.867209407,0.677059177,-1.221524039,-1.232606031,1.304968295,1.293235716,1.707847888,0.114831078,3.664098088,6.257722182,0.196114014,1.369215857,-0.000338174,1.455183034,0,0.48419892279778,1.93873189529604,0.00340582040119219,0.00340582040119219,0,0,0.00319715224024907,-2.8205541327895,-2.81735698054925
"Luxembourg",2014,1.45484486,1.289512518,2.585940183,1.621176282,1.556302501,1.823637222,0.717190574,0.675976197,0.681241237,1.187520721,0.934498451,0.315509258,-1.636447418,-1.061099062,0.873247737,0.641077313,-1.205653843,-1.216735837,1.291077256,1.279318162,1.71891459,0.101760817,3.675876504,6.318517753,0.174918153,1.350248018,-0.003243236,1.458088096,0,0.487794902941521,1.95234293009355,0.000463546801047432,0.000463546801047432,0,0,0.000441455518745001,-2.84035607680393,-2.83991462128519
"Luxembourg",2015,1.460897843,1.284361443,2.611045335,1.62324929,1.542825427,1.820529849,0.672097858,0.681241237,0.662757832,1.181843588,0.924279286,0.041392685,-1.570568295,-1.040527111,0.819543936,0.648327023,-1.211522156,-1.222604127,1.27215274,1.260621649,1.727175924,0.108581935,3.651278068,6.306399571,0.187540104,1.342135276,-0.001912414,1.462810256,0,0.484199485947141,1.93873401199736,3.23688202064076e-06,3.23688202064076e-06,0,0,3.03857124559823e-06,-2.83229233627768,-2.83228929770643
"Luxembourg",2016,1.46686762,1.277826973,2.591801727,1.622214023,1.553883027,1.816738299,0.662757832,0.672097858,0.633468456,1.170261715,0.913813852,0,-1.559882559,-1.039851789,0.792391689,0.663991928,NA,NA,NA,NA,1.735688524,0.112350248,3.669130149,6.368467092,0.195005036,1.303041907,-0.000982024,1.467849645,0,0.481977113895645,1.93041664147354,0.000536091447198794,0.000536091447198794,0,0,0.000498788403825392,-2.83166566448668,-2.83116687608286
"Luxembourg",2017,1.474216264,1.275099789,2.602146268,1.63447727,NA,NA,0.672097858,0.69019608,0.653212514,1.181843588,0.929418926,0,-1.544010824,-1.050677077,0.77815125,0.719904608,NA,NA,NA,NA,1.730457897,0.115034398,3.695500374,6.394907808,0.199062183,1.349230462,0.004158042,1.470058222,1,0.473705731188926,2.11101520239192,-0.00666588037070204,0,1,-0.00666588037070204,-1.11101520239192,3.11209294491741,2.0010777425255
"Luxembourg",2018,1.478566496,1.278115615,2.587826918,NA,NA,NA,0.662757832,0.672097858,0.662757832,1.176091259,0.929418926,0,-1.533206172,-1.035725049,0.792391689,0.773437187,NA,NA,NA,NA,1.728977829,0.091884929,3.693876738,6.386630981,0.158867005,1.322169451,0.013124881,1.465441614,1,NA,NA,-0.00720141344816838,0,1,-0.00720141344816838,NA,NA,NA
"Malta",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta",1997,NA,1.386326062,2.354316619,1.620136055,NA,1.954212764,0.750824455,0.642010398,-0.522878745,1.079181246,0.636732093,NA,-2.834464506,-1.307578857,0.764041152,NA,-0.959829411,-1.070924575,1.400318332,1.255052644,1.290139889,NA,NA,NA,NA,1.668385917,-0.001032059,1.443090758,0,NA,NA,-0.00263540701974962,-0.00263540701974962,0,0,NA,NA,NA
"Malta",1998,NA,1.377402833,2.348901514,1.618048097,NA,1.957708707,0.726631615,0.647817482,-0.522878745,1.08278537,0.634256369,NA,-2.95782697,-1.342532811,0.633265017,NA,-0.982012254,-1.058300773,1.420803512,1.318383672,1.291945169,NA,NA,NA,NA,1.709269961,-0.003592853,1.445651552,0,NA,NA,0.00335494181155682,0.00335494181155682,0,0,NA,NA,NA
"Malta",1999,1.45331834,1.376063023,2.356056935,1.621176282,NA,1.961176733,0.731983798,0.643080878,-0.522878745,1.08278537,0.632469414,NA,-2.951163652,-1.285182239,0.713983818,NA,-0.982982115,-1.058073836,1.359817701,1.263311155,1.284750194,NA,NA,NA,NA,1.7930916,0.003949782,1.449368559,1,0.466948043568188,2.14156588462924,0.00430524728931125,0,1,0.00430524728931125,-1.14156588462924,3.11237697645,1.97081109182076
"Malta",2000,1.451786436,1.377815283,2.390691851,1.604226053,1.10720997,1.964617285,0.710967233,0.675948717,-0.522878745,1.056904851,0.60180457,NA,-2.970379841,-1.322380256,0.755858732,NA,-1.012996842,-1.058328084,1.399512163,1.339567023,1.157693219,NA,NA,NA,NA,1.784617293,0.000861613,1.450924822,1,0.472820667686,2.11496676931242,0.00791752151824299,0,1,0.00791752151824299,-1.11496676931242,3.07048006827851,1.95551329896609
"Malta",2001,1.450249108,1.358522787,2.339770688,1.620136055,0.991226076,1.968030794,0.754121847,0.684273459,-0.397940009,1.071882007,0.62324929,-0.406741063,-2.965261404,-1.250045487,0.78280287,NA,-1.051071852,-1.054025019,1.317579218,1.313887625,1.058711848,NA,NA,NA,NA,1.8162413,-0.000158307,1.450407416,0,0.473862256750827,1.90064296437751,0.00258471504988478,0.00258471504988478,0,0,0.00232790542459938,-2.75640576371495,-2.75407785829036
"Malta",2002,1.44870632,1.366351652,2.340152323,1.617000341,0.977723605,1.971417682,0.766801235,0.734749244,-0.397940009,1.075546961,0.662757832,-0.098029921,-2.92747895,-1.216100537,0.782057426,NA,-1.062838307,-1.063227988,1.292992127,1.292518236,1.207214608,-0.622511617,2.833903063,3.421129177,-0.751505117,1.800717078,6.03e-05,1.448645974,1,0.473934402370257,2.10999664721271,0.00420687195516067,0,1,0.00420687195516067,-1.10999664721271,3.05676547799586,1.94676883078315
"Malta",2003,1.445604203,1.362412856,2.331573738,1.655138435,1.025305865,1.96592021,0.769641647,0.743630115,-0.397940009,1.071882007,0.672097858,-0.19080296,-2.881983262,-1.223803009,0.782085597,NA,-0.999126638,-1.023687637,1.25279201,1.222734186,1.28633334,-0.6251234,2.837917443,3.650507823,-0.804117071,1.839478047,-0.000729494,1.446333698,0,0.465318225655198,1.87027134266059,0.00301494854263851,0.00301494854263851,0,0,0.00262382331625461,-2.7036721137006,-2.70104829038435
"Malta",2004,1.444044796,1.355909087,2.318600263,1.626340367,1.093421685,1.968660248,0.741826816,0.752211398,-0.301029996,1.075546961,0.653212514,-0.223386203,-2.714552155,-1.201258006,0.83594685,NA,-0.962557572,-1.023945468,1.230022691,1.156279989,1.24362824,-0.307540859,3.0343787,3.773639043,-0.382466498,1.857332496,-0.000171001,1.444215797,0,0.476964044198327,1.91191444662207,0.00287505371557617,0.00287505371557617,0,0,0.00262180301804836,-2.76089010704182,-2.75826830402377
"Malta",2005,1.442479769,1.357712669,2.324669311,1.626340367,1.139879086,1.968864591,0.732122469,0.778255403,-0.301029996,1.079181246,0.643452676,-0.23546933,-2.468610399,-1.198075207,0.887540581,NA,-0.956122386,-1.026901731,1.230305504,1.145506525,1.279044266,-0.275756909,3.07325275,3.930826308,-0.352705293,1.845718018,7.1e-05,1.442408783,1,0.477607323217348,2.09377024050555,0.00404209043786485,0,1,0.00404209043786485,-1.09377024050555,3.02022121286353,1.92645097235797
"Malta",2006,1.440909082,1.349776733,2.39843481,1.626340367,1.164352856,1.969265383,0.73751585,0.781409984,-0.22184875,1.071882007,0.653212514,-0.251267469,-2.565339799,-1.175162946,0.881297542,NA,NA,NA,NA,NA,1.252937754,-0.236384851,3.107960972,3.894081641,-0.296175504,1.810232518,2.73e-05,1.440881794,1,0.480722258974325,2.08020323863017,0.00521493388658145,0,1,0.00521493388658145,-1.08020323863017,2.99738373894802,1.91718050031785
"Malta",2007,1.439332694,1.356109677,2.412476961,1.614897216,1.152288344,1.972847754,0.718476809,0.739040635,-0.301029996,1.075546961,0.643452676,-0.340278198,-2.565238107,-1.22668981,0.863015344,NA,NA,NA,NA,NA,1.333117685,-0.260823368,3.081462507,4.107952164,-0.347708245,1.79518459,-0.000332453,1.439665147,0,0.483770431200747,1.93712266874986,0.0048227736324109,0.0048227736324109,0,0,0.00451953049718138,-2.78816398942021,-2.78364445892303
"Malta",2008,1.439332694,1.344519204,2.473051275,1.630427875,1.164352856,1.973347805,0.714238559,0.721430602,-0.22184875,1.068185862,0.643452676,-0.344888594,-2.609276369,-1.241570562,0.873876246,NA,NA,NA,NA,NA,1.331193949,-0.273020273,3.120952905,4.154593624,-0.363442935,1.797267541,0.00052002,1.438812674,1,0.481897337182008,2.07513078583854,0.00620328148844629,0,1,0.00620328148844629,-1.07513078583854,2.98680358438332,1.91167279854478
"Malta",2009,1.437750563,1.336638787,2.472719716,1.622214023,1.227886705,1.968208166,0.728994538,0.710241219,-0.22184875,1.096910013,0.643452676,-0.292524998,-2.64181452,-1.195121888,0.87165676,NA,NA,NA,NA,NA,1.284695086,-0.286173576,3.079302231,3.955964444,-0.367645786,1.831229694,-0.000341128,1.438091691,0,0.487553028381262,1.95142142579389,-0.00116191564239143,-0.00116191564239143,0,0,-0.00110547143713628,-2.80565725358543,-2.80676272502256
"Malta",2010,1.437750563,1.354096477,2.487734625,1.613841822,1.257678575,1.968591536,0.750096934,0.720568056,-0.22184875,1.086359831,0.612783857,-0.31572035,-2.651577122,-1.228649739,0.859098383,NA,NA,NA,NA,NA,1.35605876,-0.217047481,3.15137244,4.273446202,-0.294329137,1.829946696,3.29e-05,1.437717682,1,0.485720902246076,2.05879548394106,-0.00154953107869438,0,1,-0.00154953107869438,-1.05879548394106,2.96003436613812,1.90123888219706
"Malta",2011,1.437750563,1.342076981,2.500984865,1.615950052,1.285557309,1.96933118,0.757704807,0.733976939,-0.22184875,1.086359831,0.602059991,-0.324149029,-2.664270465,-1.190929166,0.881392815,NA,NA,NA,NA,NA,1.334993721,-0.171468993,3.251859795,4.341212408,-0.228910029,1.847572659,0.000138428,1.437612135,1,0.488115264889563,2.0486964287549,0.000997814373869588,0,1,0.000997814373869588,-1.0486964287549,2.94551444385845,1.89681801510355
"Malta",2012,1.437750563,1.344524949,2.511217375,1.631443769,1.31386722,1.972456251,0.763159337,0.741708336,-0.301029996,1.093421685,0.591064607,-0.290222695,-2.648243051,-1.18123965,0.877505,NA,NA,NA,NA,NA,1.35347789,-0.082925323,3.298128178,4.463943567,-0.112237591,1.833147112,2.57e-05,1.437724878,1,0.482694044794161,2.07170569180409,0.00202377505018858,0,1,0.00202377505018858,-1.07170569180409,2.97859602476163,1.90689033295754
"Malta",2013,1.437750563,1.342464776,2.481947945,1.62324929,1.336459734,1.970874375,0.760969915,0.755608187,-0.301029996,1.08278537,0.591064607,-0.242100017,-2.779142957,-1.166285985,0.882490748,NA,NA,NA,NA,NA,1.402422229,-0.11216898,3.275692537,4.593904029,-0.157308271,1.836956737,-0.000374475,1.438125038,0,0.485755012672852,1.94459843973905,0.00261998292773247,0.00261998292773247,0,0,0.00247483178567904,-2.79584750154374,-2.79337266975806
"Malta",2014,1.437750563,1.348504106,2.45753167,1.618048097,1.356025857,1.973958198,0.745745988,0.758952982,-0.301029996,1.056904851,0.568201724,-0.315321937,-2.858620362,-1.182963085,0.881688201,NA,NA,NA,NA,NA,1.477168207,-0.147538306,3.262858841,4.819791344,-0.217938894,1.808210973,-0.001153317,1.43890388,0,0.485835437279094,1.9449026099895,-0.00165383784988937,-0.00165383784988937,0,0,-0.00156271570085989,-2.79628482249257,-2.79784753819343
"Malta",2015,1.439332694,1.347841051,2.474086975,1.596597096,1.380211242,1.974514079,0.72427587,0.748188027,-0.22184875,1.008600172,0.544068044,-0.397940009,-2.811124136,-1.211610148,0.84509804,NA,NA,NA,NA,NA,1.534912826,-0.130269715,3.276765647,5.029549619,-0.199952656,1.762232787,-0.000497241,1.439829935,0,0.491538294341772,1.96671644859755,-0.0059317762120461,-0.0059317762120461,0,0,-0.00573434563358461,-2.83075928429402,-2.8364936299276
