idem;year;debt_g;Gov_debt;Unempl_rate;Wages;HICP;Net_mig;Gini_net;Gini_market;Net_len_wi;Quantiles;le_male;le_female;Deciles;Health_exp;Education_exp;Social_prot_ex_pen;Social_prot;Family;Unemp_tra;Corporate_ta;pro_imp_tx;ind_tx;property_tx;PIT;cit_total;Property_taxes;VAT;trade;pop_gro;Trade;TOT;GDP;GDP_pc;Secondary_ed;Tertiary_ed;td_male;td_female;leavers;Gov_ex;Deficit;Soc_payable;Soc_kind;employ_rate;arp_mid;mrp_all;insaccess;goveff;regqua;ruleoflaw;voice;instdepth;ins_effic;RD_gdp;res_1mill;sav_gdp;Savings_percapit;ICT;gi_trend;ed_trend;he_trend;soc_trend;kind_trend;prt_trend;indt_trend;pit_trend;gi_cycle;ed_cycle;he_cycle;soc_cycle;kind_cycle;prt_cycle;indt_cycle;pit_cycle;gi_bb;ed_bb;he_bb;soc_bb;kind_bb;prt_bb;indt_bb;pit_bb;gdppc_gro;gdp_gro;insde_d;tot_d;debt_d;redis;pi_m;pi_a;rd;rd1;dtrade;lgini;lgdpg;leduc;lkind;lpay;mdiff1;iptw;dr1
Denmark;2010;A;1.629409599;0.880813592;5.192302559;0.505149978;0.109316023;1.399673721;1.671172843;0.260405332;-0.006857031;1.161368002;0.924279286;0.288026384;0.93197151;0.853187385;1.235528447;1.394451681;0.727617093;0.550109016;0.356599436;1.209403708;0.976573156;0.356599436;0.101404908;-1.647070997;-2.698614498;-1.025981538;NA;0.000283889;1.97358953;1.993163008;5.261452013;1.641843798;1.627365857;1.522444234;1.556302501;1.666517981;-0.237088716;1.753583059;0.278753601;1.23299611;0.230448921;1.865400118;-1.084418325;-1.019791792;-0.121930016;0.320716722;0.274820711;0.277977168;0.199203211;-0.075548959;-0.100201195;0.464946851;3.82860713;1.398320656;4.162058524;0.323390664;1.398034204;0.831750119;0.928005525;1.219218375;0.213754135;-2.651177834;0.983122323;-0.869357374;0.001639517;0.021437266;0.003965985;0.013777736;0.016694787;-0.047436664;-0.006549167;-0.030174961;1;1;1;1;1;0;0;0;2.639802756;1.244125332;0.087521835;2.028187521;2.696688749;0.671172843;0.917335692;0.975469349;5.353620434;0.650144786;0.020530724;1.396199347;1.229384987;0.841091513;0.230448921;1.220108088;NA;NA;NA
Denmark;2011;A;1.663700925;0.886490725;5.220064395;0.568201724;0.117424712;1.401400541;1.674861141;0.35011228;-0.001141808;1.096910013;0.903089987;0.27510577;0.926836979;0.833714771;1.227886705;1.392696953;0.709141589;0.549757444;0.339848783;1.212090601;0.9801844;0.339848783;0.098905283;-1.664085523;-2.588718146;-1.02262774;NA;0.000267052;2.005376759;1.984870429;5.271008449;1.648383238;1.635483747;1.527629901;1.542825427;1.680335513;-0.193820026;1.751279104;0.397940009;1.235528447;0.204119983;1.86421433;-1.09427415;-1.029647643;-0.141912811;0.324733621;0.281343934;0.285279786;0.203622791;-0.077611431;-0.098049415;0.469033682;3.8462096;1.40690536;4.197567972;0.365410637;1.40075008;0.839063945;0.93260332;1.229213098;0.209469874;-2.655054054;0.980135691;-0.869588112;0.000650461;-0.005349174;-0.005766341;0.006315349;-0.005349891;0.066335908;4.87E-05;-0.031611037;1;0;0;1;0;1;1;0;2.568199995;1.23690433;0.089119531;1.998534393;2.643272247;0.674861141;0.927917579;0.986158933;5.411252903;0.659886002;0.031787229;1.399673721;1.244125332;0.853187385;0.230448921;1.23299611;NA;NA;NA
Denmark;2012;A;1.652246341;0.886490725;5.191866944;0.531478917;0.123284808;1.403120521;1.678518379;0;-0.006135677;1.049218023;0.897627091;0.277614974;0.937207426;0.843362806;1.220108088;1.390935107;0.691217675;0.537648913;0.41763774;1.212981093;0.981549377;0.41763774;0.097653302;-1.585867406;-2.673659841;-1.021085467;NA;0.000233528;2.013852199;1.987234112;5.277348101;1.658332274;1.63447727;1.541579244;1.531478917;1.721810615;-0.151590931;1.763427994;0.041392685;1.238046103;0.204119983;1.860787045;-1.094308685;-1.029682149;-0.18206021;0.296278275;0.25614455;0.269924089;0.231651543;-0.054743353;-0.102876786;0.474398396;3.853898203;1.406308713;4.173520314;0.37980501;1.403090779;0.843515373;0.93445665;1.23534485;0.201384654;-2.664072757;0.977649191;-0.865142443;2.97E-05;-0.000152566;0.002750776;0.002701253;0.002735329;-0.009587084;0.003900185;-0.035900543;1;0;1;1;1;0;1;0;2.557642113;1.235621087;0.093690488;2.017761985;2.489444082;0.678518379;0.927787878;0.986019165;5.419770622;0.667150598;0.00847544;1.401400541;1.23690433;0.833714771;0.204119983;1.235528447;NA;NA;NA
Denmark;2013;A;1.643452676;0.857332496;5.212209452;0.176091259;0.12789729;1.401400541;1.681241237;0.514202305;-0.003688781;1;0.812913357;0.278176027;0.930059642;0.83778606;1.214843848;1.389166084;0.692740849;0.521812105;0.441223674;1.215769068;0.973100822;0.441223674;0.095149267;-1.562860601;-2.70026818;-1.037202318;NA;0.000249502;2.013048619;1.991696422;5.285071663;1.663671626;1.631443769;1.549003262;1.553883027;1.7084209;-0.187086643;1.746634199;0.556302501;1.240549248;0.176091259;1.860637417;-1.106237168;-1.041610664;-0.222335273;0.297430953;0.258360557;0.275236311;0.228909801;-0.044961548;-0.12862716;0.472826633;3.849489298;1.419927785;4.206616711;0.33758619;1.405512852;0.845177632;0.934079594;1.237249163;0.191506853;-2.672803336;0.97571402;-0.856648538;-0.004112311;-0.007391572;-0.004019952;0.003300085;-0.015415594;-0.027464844;-0.002613198;0.010469602;0;0;0;1;0;0;0;1;2.527100206;1.235595406;0.116628767;2.017450975;2.519680944;0.681241237;0.881389003;0.936074589;5.465996814;0.671379673;-0.00080358;1.403120521;1.235621087;0.843362806;0.204119983;1.238046103;NA;NA;NA
Denmark;2014;A;1.643452676;0.832508913;5.226102179;0.146128036;0.159665316;1.409933123;1.683947131;0.701585253;0.01340344;0.986771734;0.806179974;0.304092987;0.933253474;0.853700494;1.195899652;1.380211242;0.67592615;0.487674723;0.422917981;1.211289642;0.973436848;0.422917981;0.095532599;-1.561235889;-2.718699725;-1.038243882;NA;0.000353948;2.008927772;1.998375427;5.299575717;1.672973234;1.638489257;1.557507202;1.584331224;1.691081492;-0.18059176;1.742725131;0.77815125;1.238046103;0.176091259;1.862131379;-1.102429006;-1.037802495;-0.248650166;0.256846611;0.234589404;0.320897525;0.189898522;-0.040338003;-0.092691539;0.464502961;3.86395647;1.432221625;4.22844189;0.326005809;1.408477605;0.844099542;0.932426357;1.234993769;0.182282501;-2.677349118;0.975005405;-0.850478656;0.001455518;0.009600952;0.000827117;0.003052334;-0.006191242;-0.041350607;-0.001568557;0.041656391;1;1;1;1;0;0;0;1;2.520784629;1.236753113;0.082127688;2.015108034;2.554115845;0.683947131;0.839397764;0.891669125;5.534042014;0.665271185;-0.004120847;1.401400541;1.235595406;0.83778606;0.176091259;1.240549248;NA;NA;NA
Denmark;2015;A;1.599595926;0.799340549;5.159508541;0.079181246;0.197766038;1.413299764;1.685741739;0.090429655;0.009114526;0.995635195;0.792391689;0.291483482;0.929418926;0.84509804;1.181843588;1.371067862;0.653212514;0.431363764;0.443601527;1.212187604;0.971803408;0.443601527;0.094442137;-1.568401694;-2.606923402;-1.041909031;NA;0.000439109;2.017234694;2;5.321359368;1.681689686;1.636487896;1.56937391;1.582063363;1.72916479;-0.203243505;1.736396502;0.535600955;1.230448921;0.176091259;1.866287339;-1.066310282;-1.00168377;-0.284977014;0.267014655;0.23902696;0.309833697;0.195421189;-0.031082826;-0.094998464;0.48500695;3.876694863;1.438056908;4.164416123;0.353582433;1.411788376;0.83914727;0.929807949;1.229174414;0.173691133;-2.678207806;0.975780462;-0.851329919;0.001511388;0.00595077;-0.000389024;0.001274507;0.002400126;0.071284404;-0.003977053;0.013376387;1;1;0;1;1;1;0;1;2.498895353;1.237647554;0.086939873;2.003254432;2.485957374;0.685741739;0.839364454;0.893518468;5.574907829;0.697467595;0.008306922;1.409933123;1.236753113;0.853700494;0.176091259;1.238046103;NA;NA;NA
Denmark;2016;A;1.570514949;0.77815125;5.173082492;0;0.240772774;1.411619706;1.684845362;0.356890218;NA;0.934498451;0.799340549;0.340444115;0.924279286;0.832508913;1.164352856;1.359835482;0.643452676;0.380211242;0.454333768;1.209515015;0.978746918;0.454333768;0.094929277;-1.549253044;-2.702812657;-1.031184722;NA;0.000520003;2.000732596;2.003114954;5.324932176;1.692309489;1.630427875;1.579783597;1.600972896;1.726727209;-0.135157902;1.720159303;0.684099107;1.217483944;0.176091259;1.874191805;NA;NA;-0.298824787;0.273245319;0.197393009;0.281575407;0.187903217;-0.023049662;-0.093193393;0.491923112;3.894684701;1.454212512;4.191913906;0.330631756;1.415481385;0.830723138;0.926667721;1.220875218;0.164721686;-2.682493199;0.978045336;-0.857234427;-0.003861679;0.001785775;-0.002388435;-0.003391274;0.011369573;-0.020319458;0.000701582;-0.017359505;0;1;0;0;1;0;1;0;2.482521773;1.232235443;0.085108241;2.003114954;2.619288893;0.684845362;NA;NA;5.663699222;0.715360744;-0.016502098;1.413299764;1.237647554;0.84509804;0.176091259;1.230448921;NA;NA;NA
Denmark;2017;A;1.55003072;0.763427994;5.187309045;0.322219295;0.22056598;1.419955748;1.689308859;0.547859194;NA;1.049218023;0.799340549;0.340444115;0.924279286;0.812913357;1.149219113;1.350248018;0.643452676;0.361727836;0.514951446;1.204119983;0.982271233;0.514951446;0.095520473;-1.487660975;-2.704327241;-1.026981715;NA;0.000405548;2.014020862;2.005245095;5.344978274;1.705628377;NA;NA;1.610660163;1.747411808;-0.249877473;1.709269961;0.799188161;1.209515015;0.146128036;NA;NA;NA;-0.332455228;0.25453426;0.209877971;0.270410013;0.180566994;-0.019155412;-0.083797679;0.483729899;3.898996676;1.460075651;4.217023942;0.342311081;1.419834676;0.820181588;0.923386779;1.211384221;0.154747114;-2.685913591;0.981169847;-0.864084059;0.000121073;-0.007268232;0.000892507;-0.001869207;-0.008619079;-0.01841365;0.001101386;-0.010725499;1;0;1;0;0;0;1;0;2.463679041;1.235852507;0.07665403;1.999018245;2.716897642;0.689308859;NA;NA;5.69283011;0.706282247;0.013288266;1.411619706;1.232235443;0.832508913;0.176091259;1.217483944;NA;NA;NA
Denmark;2018;A;1.533443464;0.707570176;5.200049265;0.230448921;0.192741066;1.426511261;1.692846919;0.422275215;NA;1.103803721;0.908485019;NA;0.919078092;0.806179974;1.136720567;1.340444115;0.633468456;0.301029996;0.463086184;1.206825876;0.986771734;0.463086184;0.095471539;-1.543363605;-2.675518442;-1.021430987;NA;0.0003255;2.022164932;1.998523356;5.354642907;1.711642503;NA;NA;1.615950052;1.746634199;-0.195318702;1.706717782;0.731481443;1.198657087;0.146128036;NA;NA;NA;NA;0.272220264;0.224546133;0.26325209;0.207310433;NA;NA;0.4863001;3.906652149;1.462450401;4.250552937;0.319124552;1.42450842;0.809162788;0.919964078;1.201446861;0.144959507;-2.687428392;0.984636065;-0.870548211;0.002002841;-0.002982814;-0.000885986;-0.002789774;0.001168528;0.01190995;0.00213567;0.00240924;1;0;0;0;1;1;1;1;2.425699644;1.232375071;NA;1.988095605;2.787923307;0.692846919;NA;NA;5.713285002;0.711189776;0.00814407;1.419955748;1.235852507;0.812913357;0.146128036;1.209515015;NA;NA;NA
Estonia;1990;A;NA;NA;NA;NA;NA;1.463892989;1.649334859;0.777637031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.466885176;0.805851638;0.673893905;1.010134294;0.19832635;-4.076895371;0.930108518;-1.263218974;-0.002992187;0.007053057;0.00025671;-0.002522466;-0.010501005;0.045518789;0.003508732;-0.00568356;0;1;1;0;0;1;1;0;NA;NA;NA;NA;NA;0.649334859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Estonia;1991;A;NA;NA;NA;NA;0.525044807;1.480006943;1.657055853;0.777637031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;-1.274688322;NA;NA;-2.675436279;-0.000351996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.480678127;0.811925699;0.675100266;1.008198502;0.189262672;-4.105735086;0.934148048;-1.344602385;-0.000671184;0.000978995;-0.000949651;-0.000586675;-0.001437326;0.074358503;-0.000530798;0.075699852;0;1;0;0;0;1;0;1;NA;NA;NA;NA;NA;0.657055853;NA;NA;NA;NA;NA;1.463892989;NA;NA;NA;NA;NA;NA;NA
Estonia;1992;A;NA;NA;NA;NA;0.462397998;1.494154594;1.664641976;0.777637031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.036443881;-1.460404135;NA;NA;-2.263449321;-0.001279137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.646795669;-3.272296122;-0.706124632;NA;NA;NA;NA;-0.508453508;-0.711331676;NA;NA;NA;NA;NA;1.493992327;0.81912825;0.676347701;1.005859117;0.178518833;-4.127291793;0.938748975;-1.426895166;0.000162267;-0.006223556;-0.002197086;0.001752711;0.009306513;0.095915211;-0.005131724;0.157992633;1;0;0;1;1;1;0;1;NA;NA;NA;NA;NA;0.664641976;NA;NA;NA;NA;NA;1.480006943;NA;NA;NA;NA;NA;NA;NA
Estonia;1993;A;NA;NA;NA;NA;0;1.509202522;1.672097858;0.777637031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.036646984;-2.530338275;-4.510720447;NA;-3.468232441;-0.001807454;NA;1.867782806;3.896010048;0.007043292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.102994566;-2.208155033;-0.706124632;NA;NA;NA;NA;-0.508453508;-0.576569129;NA;NA;1.333165913;2.761595558;NA;1.506241639;0.828744418;0.677525339;1.002618674;0.1641847;-4.122385128;0.944387768;-1.49889471;0.002960884;-0.015839724;-0.003374724;0.004993153;0.023640645;-0.388335319;-0.010770518;0.229992176;1;0;0;1;1;0;0;1;NA;NA;0.336912556;NA;NA;0.672097858;NA;NA;NA;NA;NA;1.494154594;NA;NA;NA;NA;NA;NA;NA
Estonia;1994;A;NA;NA;NA;NA;0.257678575;1.51851394;1.67669361;0.777637031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.040539531;-2.658513621;-4.58070314;NA;-3.389919757;-0.001504242;NA;1.865896888;3.896499211;0.156812556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2.080524402;-2.17252087;-0.609915346;NA;NA;NA;NA;-0.495605547;-0.551752749;NA;NA;1.2626645;2.712117401;NA;1.516865884;0.841063563;0.678170775;0.998260145;0.145839183;-4.05648829;0.950719822;-1.524119589;0.001648056;-0.028158869;-0.00402016;0.009351682;0.041986163;-0.52421485;-0.017102571;-1.074312318;1;0;0;1;1;0;0;0;-0.157924866;1.345471578;0.34997054;2.150188822;NA;0.67669361;5.645147547;5.406100989;NA;NA;NA;1.509202522;NA;NA;NA;NA;NA;NA;NA
Estonia;1995;A;0.913813852;NA;3.178487731;NA;0.357934847;1.525044807;1.680335513;1.072180022;NA;NA;NA;NA;0.68739986;0.902558447;0.707570176;1.041392685;0.277620388;-0.699314308;0.382737266;1.113138014;0.981146245;0.382737266;0.07764889;-1.629366709;-3.002706161;-1.03089803;-3.757054496;-0.001257707;2.155942285;1.882457376;3.893033445;0.31410117;NA;NA;NA;NA;NA;1.612783857;0.73239376;0.977723605;0.113943352;1.802627861;-1.851166069;-1.858612939;-0.526137151;NA;NA;NA;NA;-0.483003136;-0.344249446;NA;NA;1.290921269;2.786577578;NA;1.525778629;0.853840687;0.677281651;0.993365406;0.126843693;-3.957208129;0.955677247;-1.429289626;-0.000733822;0.048717759;0.010118209;-0.0156418;-0.012900341;0.954501968;0.025468998;0.342109633;0;1;1;0;0;1;1;1;-0.372516423;1.344047818;0.221845553;2.17399716;NA;0.680335513;2.020646803;2.012550716;NA;NA;NA;1.51851394;1.345471578;NA;NA;NA;NA;NA;NA
Estonia;1996;A;0.875061263;NA;3.25428215;1.315970345;0.419955748;1.531478917;1.683047038;0.984945655;NA;NA;NA;NA;0.691636505;0.868514673;0.672097858;1.041392685;0.24220418;-0.709386142;0.193402903;1.124084083;0.970365233;0.193402903;0.063806263;-1.809728311;NA;-1.032620518;-5.088100785;-0.001040615;2.127415068;1.881595114;3.918864032;0.421932813;NA;NA;NA;NA;NA;1.59439255;0.591064607;0.991226076;0.041392685;1.803062689;-1.938125485;-1.969250533;-0.485110294;-0.242213665;0.136533961;-0.324184354;-0.062404638;-0.468874642;-0.342276589;-0.222790742;NA;1.289277571;2.817782186;NA;1.533157126;0.860325376;0.673212379;0.9900126;0.117277429;-3.936025872;0.954455742;-1.313014618;-0.001678209;0.008189296;0.018424126;0.001213475;-0.075884744;-0.095350711;0.015909491;0.192227752;0;1;1;1;0;0;1;1;-0.615153132;1.354586494;0.254622824;2.132222094;-10.15315439;0.683047038;2.207110133;2.172225589;NA;-0.287239107;-0.028527217;1.525044807;1.344047818;0.902558447;0.113943352;0.977723605;NA;NA;NA
Estonia;1997;A;0.84509804;1.021189299;3.270608971;1.008600172;0.440909082;1.539076099;1.687528961;0.959799552;NA;NA;NA;NA;0.641828331;0.844118302;0.653212514;1.017033339;0.215416667;-0.711351419;0.242292905;1.133960506;0.980877402;0.242292905;0.050165762;-1.764675334;NA;-1.026051065;-4.960630307;-0.00080556;2.18661845;1.90409919;3.983488716;0.509811184;1.719783717;1.477098419;NA;NA;NA;1.572871602;0.812913357;0.973127854;0.041392685;1.803497083;-2.023136691;-2.08636627;-0.435679003;-0.259721792;0.120469765;-0.297618766;-0.030683735;-0.462936421;-0.225433507;-0.203564441;NA;1.335258799;2.900889211;NA;1.539061219;0.861562056;0.665936289;0.987777186;0.125155535;-3.951702431;0.946326047;-1.219166817;1.49E-05;-0.017443754;-0.024107957;-0.014649333;-0.08376285;-0.079674152;0.034551355;0.084481652;1;0;0;0;0;0;1;1;-0.881923754;1.364739389;0.167948624;2.159834101;-6.764099454;0.687528961;2.367368854;2.295623189;NA;-0.271811211;0.059203382;1.531478917;1.354586494;0.868514673;0.041392685;0.991226076;NA;NA;NA
Estonia;1998;A;0.77815125;0.986771734;3.308543072;0.986771734;0.507855872;1.544068044;1.69019608;0.806193545;NA;NA;NA;NA;0.652343061;0.859608118;0.662757832;1.025305865;0.250919388;-0.683384792;0.384353414;1.095948024;0.907358473;0.384353414;0.053970908;-1.619382504;NA;-1.096361774;-5.706915479;-0.000678761;2.199834749;1.909629069;4.004880866;0.560191276;1.729974286;1.480006943;NA;NA;NA;1.596597096;0.544068044;0.982271233;0.204119983;1.803931043;-1.999327374;-2.052669213;-0.438705981;-0.277965449;0.103788427;-0.272584911;-0.001122882;-0.459591565;-0.24168746;-0.243561689;3.325831584;1.341476628;2.952934745;NA;1.543282235;0.859905439;0.658374567;0.986428776;0.146351595;-3.978254831;0.93310442;-1.160862036;0.000785809;-0.000297321;-0.006031506;-0.004157543;0.057768388;-0.053121752;-0.025745947;0.054244084;1;0;0;0;1;0;0;1;-1.142807133;1.342348253;0.197226091;2.11218978;-5.023508098;0.69019608;2.271520601;2.212491564;4.46152534;-0.326732314;0.013216299;1.539076099;1.364739389;0.844118302;0.041392685;0.973127854;NA;NA;NA
Estonia;1999;A;0.812913357;1.068185862;3.302763708;0.602059991;0.51054501;1.546542663;1.691965103;0.750492967;NA;NA;NA;NA;0.686628261;0.875811529;0.69019608;1.071882007;0.231218152;-0.259385611;0.288472801;1.071206385;0.888207163;0.288472801;0.070501128;-1.714212697;NA;-1.114444503;NA;-0.000537772;2.160984441;1.908582658;4.009169916;0.59370797;1.741939078;1.471291711;NA;NA;NA;1.605305046;0;1.021189299;0.230448921;1.791366751;-1.896237306;-1.914855746;-0.440898076;-0.203754171;0.108314855;-0.253372042;-0.011871468;-0.45779423;-0.22386262;-0.167088913;3.330108852;1.33991901;2.957404862;NA;1.545613885;0.854919239;0.649591128;0.983393089;0.163337139;-4.002447962;0.922135335;-1.137699025;0.000928779;0.02089229;0.037037133;0.037796211;0.067111783;-0.028928621;-0.033928172;0.024974503;1;1;1;1;1;0;0;1;-1.34992313;1.334219257;0.180289024;2.09819884;-3.664268372;0.691965103;2.130706945;2.109989751;4.462076157;-0.22388561;-0.038850308;1.544068044;1.342348253;0.859608118;0.204119983;0.982271233;NA;NA;NA
Estonia;2000;A;0.707570176;1.133538908;3.290635526;0.681241237;0.758154622;1.547774705;1.691965103;0.81519907;NA;1.283301229;1.045322979;NA;0.631097919;0.829586239;0.643452676;1.025305865;0.227942838;-0.317585022;-0.053056729;1.094906637;0.925912355;-0.053056729;0.075664561;-2.053690713;NA;-1.074667331;-3.436854451;0.001088624;2.102137032;1.920149746;4.062650413;0.644441544;1.756636108;1.457881897;1.326335861;1.589949601;-0.23797825;1.561101384;0.62324929;0.977723605;0.176091259;1.780137219;-1.863514087;-1.87387834;-0.413884759;-0.14039247;0.112794592;-0.234973204;-0.022892842;-0.454453399;-0.172422039;-0.22178361;3.280007663;1.4150425;3.025273547;0.809960522;1.545975607;0.846119596;0.637684847;0.975430637;0.167826637;-4.019546194;0.916643914;-1.140597479;0.001799098;-0.016533356;-0.006586928;0.002292968;0.008264622;-0.011830389;0.009268441;-0.025609048;1;0;0;1;1;0;1;0;-1.586153544;1.350090067;0.140883491;2.113346243;-3.782045385;0.691965103;2.185329151;2.173242292;4.641350244;-0.313833234;-0.058847409;1.546542663;1.334219257;0.875811529;0.230448921;1.021189299;NA;NA;NA
Estonia;2001;A;0.681241237;1.120573931;3.325002252;0.812913357;0.541579244;1.544068044;1.691965103;0.78240812;NA;1.250420002;1.064457989;NA;0.610145486;0.831321575;0.633468456;1.004321374;0.176729909;-0.362188745;-0.164309429;1.097034499;0.910946283;-0.164309429;0.083515207;-2.164991848;NA;-1.090016122;-3.436361454;-0.000450156;2.102608507;1.939214111;4.095075157;0.700757352;1.755874856;1.471291711;1.324282455;1.552668216;-0.185962013;1.544068044;0.653212514;0.959041392;0.176091259;1.785863476;-1.918559078;-1.943422884;-0.421149544;-0.140542423;0.128051975;-0.173776541;0.001645711;-0.4554871;-0.139366301;-0.155237116;3.284741825;1.424364235;3.078461659;0.860809412;1.544435446;0.836365419;0.626680539;0.965349328;0.162272445;-4.029442476;0.914426775;-1.156481173;-0.000367402;-0.005043844;-0.016535053;-0.006307936;0.013818814;-0.001934107;-0.003480492;-0.031332323;0;0;0;0;1;0;0;0;-1.970863974;1.337101727;0.118870421;2.107498392;-2.329588782;0.691965103;2.308423931;2.278890366;4.678668778;-0.221114197;0.000471475;1.547774705;1.350090067;0.829586239;0.176091259;0.977723605;NA;NA;NA
Estonia;2002;A;0.755874856;1.008600172;3.390634881;0.653212514;0.540329475;1.540329475;1.691081492;0.777781943;NA;1.227886705;1.012837225;NA;0.623781557;0.842644171;0.612783857;0.991226076;0.167032741;-0.438846928;0.04453976;1.102185157;0.922613938;0.04453976;0.076253223;-1.958289644;NA;-1.08033468;-3.504429249;-0.000447863;2.093741824;1.956241024;4.140787322;0.75263531;1.760422483;1.46834733;1.356025857;1.514547753;-0.21504948;1.557507202;0.672097858;0.949390007;0.146128036;1.787637557;-1.875443613;-1.888727418;-0.390257259;-0.140692427;0.142791486;-0.120147675;0.024871669;-0.446618411;-0.11924214;-0.144789867;3.344841463;1.421231964;3.149169744;0.715807775;1.541349301;0.825870278;0.619549109;0.956323943;0.15044926;-4.033922619;0.914763482;-1.176371331;-0.001019826;0.016773893;0.004232448;-0.006933936;-0.004321224;0.002546036;0.007850456;-0.01919309;0;1;1;0;0;1;1;0;-2.515133835;1.337863254;0.104656544;2.082848841;-2.371306908;0.691081492;2.2580953;2.242213656;4.753795602;-0.205779987;-0.008866682;1.544068044;1.337101727;0.831321575;0.176091259;0.959041392;NA;NA;NA
Estonia;2003;A;0.748188027;1.064457989;3.51873761;0.361727836;0.542825427;1.537819095;1.69019608;0.829297339;NA;1.26245109;0.944482672;0.661793762;0.614768073;0.81993107;0.602059991;0.991226076;0.133021441;-0.347786546;0.199480915;1.087916105;0.912577682;0.199480915;0.070795731;-1.802596529;NA;-1.089386085;-3.409154395;-0.000443953;2.090885455;1.963421674;4.18370193;0.803524713;1.764176132;1.474216264;1.346352974;1.5289167;-0.317968418;1.546542663;0.785329835;0.949390007;0.113943352;1.798995734;-1.683467744;-1.663882644;-0.338784944;-0.030940647;0.120204092;-0.12412933;0.023482823;-0.437515291;-0.097745762;-0.114768862;3.341933558;1.429305709;3.28701;0.800366864;1.537014287;0.814040728;0.616615857;0.950519993;0.138342787;-4.035081892;0.916376723;-1.196302345;0.000804808;0.005890342;-0.001847784;-0.001129986;-0.024399435;0.003705309;-0.003799041;0.00535685;1;1;0;0;0;1;0;1;-3.24834038;1.332055151;0.087332096;2.053270698;-3.064772492;0.69019608;1.981593541;2.004918327;4.776644713;-0.164039789;-0.002856369;1.540329475;1.337863254;0.842644171;0.146128036;0.949390007;NA;NA;NA
Estonia;2004;A;0.707570176;1.025305865;3.604517645;0.591064607;0.53529412;1.534026106;1.688419822;0.85571294;0.280448962;1.301029996;0.897627091;0.643137831;0.621730476;0.799493126;0.643452676;1.004321374;0.256417755;-0.370116006;0.220108088;1.10801812;0.919110916;0.220108088;0.090414889;-1.782823098;NA;-1.083955489;-4.09806659;-0.000423061;2.116981786;1.966691455;4.22396762;0.854626026;1.760422483;1.489958479;1.328379603;1.549003262;-0.403402904;1.53529412;0.826074803;0.963787827;0.146128036;1.800373355;-1.636448189;-1.610747066;-0.284353298;-0.014661603;0.123994413;-0.035672131;0.040383806;-0.693373619;-0.091975131;-0.069596088;3.392825165;1.434656684;3.38468021;0.807410419;1.531564347;0.80296715;0.618883272;0.94899356;0.131247336;-4.034608198;0.919245258;-1.215379506;0.002461759;-0.003474024;0.002847204;0.014794268;0.0148807;0.003231616;-0.000134342;0.009214742;1;0;1;1;1;1;0;1;-4.349788915;1.3267472;0.083785458;2.041361024;-2.809914746;0.688419822;1.942826355;1.973826145;4.867539301;-0.099846493;0.026096331;1.537819095;1.332055151;0.81993107;0.113943352;0.949390007;NA;NA;NA
Estonia;2005;A;0.653212514;0.913813852;3.666686424;0.698970004;0.575846223;1.527629901;1.683947131;0.651384636;0.239440621;1.222716471;1.049218023;0.553099889;0.611319523;0.781392455;0.612783857;0.986771734;0.223453807;-0.453931906;0.15136985;1.102004873;0.906410924;0.15136985;0.0896355;-1.851563029;NA;-1.096397904;NA;-0.00040514;2.136456155;1.97477499;4.282102098;0.921289968;1.746634199;1.521138084;1.423245874;1.565847819;-0.173498448;1.531478917;0.73239376;0.949390007;0.113943352;1.811742525;-1.649704041;-1.624002931;-0.241922174;-0.003545408;0.126682508;-0.034343678;0.004398098;-0.58530817;-0.092733296;-0.034497267;3.390427694;1.459406642;3.476707027;0.849692959;1.525262193;0.795682374;0.627058198;0.952619927;0.130553307;-4.03359659;0.922740002;-1.231851007;0.002367708;-0.014289919;-0.015738676;-0.003229921;-0.016609955;0.002220008;-0.016329078;-0.028657884;1;0;0;0;0;1;0;0;-6.337379;1.32820878;0.084922534;2.042818295;-2.233741091;0.683947131;2.047070134;2.079466612;4.948012697;-0.050345541;0.019474369;1.534026106;1.3267472;0.799493126;0.146128036;0.963787827;NA;NA;NA
