idem;year;debt_g;Gov_debt;Unempl_rate;Wages;HICP;Net_mig;Gini_net;Gini_market;Net_len_wi;Quantiles;le_male;le_female;Deciles;Health_exp;Education_exp;Social_prot_ex_pen;Social_prot;Family;Unemp_tra;Corporate_ta;pro_imp_tx;ind_tx;property_tx;PIT;cit_total;Property_taxes;VAT;trade;pop_gro;Trade;TOT;GDP;GDP_pc;Secondary_ed;Tertiary_ed;td_male;td_female;leavers;Gov_ex;Deficit;Soc_payable;Soc_kind;employ_rate;arp_mid;mrp_all;insaccess;goveff;regqua;ruleoflaw;voice;instdepth;ins_effic;RD_gdp;res_1mill;sav_gdp;Savings_percapit;ICT;gi_trend;ed_trend;he_trend;soc_trend;kind_trend;prt_trend;indt_trend;pit_trend;gi_cycle;ed_cycle;he_cycle;soc_cycle;kind_cycle;prt_cycle;indt_cycle;pit_cycle;gi_bb;ed_bb;he_bb;soc_bb;kind_bb;prt_bb;indt_bb;pit_bb;gdppc_gro;gdp_gro;insde_d;tot_d;debt_d;redis;pi_m;pi_a;rd;rd1;dtrade;lgini;lgdpg;leduc;lkind;lpay;mdiff1;iptw;dr1
Italy;2011;A;2.066325925;0.929418926;5.819052444;0.602059991;0.210421173;1.522444234;1.698970004;0.448505354;0.182800778;1.31386722;1.173186268;0.515550378;0.854185107;0.610838981;0.602059991;1.290034611;-0.009698765;-0.053133057;0.339650158;1.149628477;0.779925621;0.339650158;0.172118785;-1.686354602;-2.295469527;-1.252679515;NA;9.61E-05;1.744941888;1.977970962;6.214787969;1.438570984;1.612783857;1.176091259;1.201397124;1.394451681;-0.140680952;1.693726949;0.662757832;1.269512944;0.431363764;1.754348336;-1.471868746;-1.33287209;-0.01585402;-0.42163096;-0.151160963;-0.37640362;-0.046489685;-0.279783031;-0.111702845;0.082727939;3.250758666;1.280293738;3.866870492;0.156254572;1.52069778;0.624018634;0.861088332;1.276294858;0.441837927;-2.359333165;0.771770141;-1.011024945;0.001746453;-0.013179653;-0.006903224;-0.006781914;-0.010474163;0.063863638;0.008155479;-0.011341948;1;0;0;0;0;1;1;0;3.343533165;1.194517236;0.097305136;1.999014205;1.945315972;0.698970004;1.362684298;1.504789877;4.161925965;0.105916062;0.026061723;1.517195898;1.194705352;0.640584963;0.462397998;1.269512944;NA;NA;NA
Italy;2012;A;2.09131516;1.033423755;5.779222707;0.643452676;0.177241363;1.525044807;1.704150517;0.69345433;0.180107987;1.305351369;1.155336037;0.516075546;0.856197824;0.607626265;0.633468456;1.307496038;0.000386133;0.005413427;0.378942699;1.184544409;0.775333904;0.378942699;0.16936042;-1.643859615;-2.168811256;-1.256574598;NA;0.000150597;1.749619492;1.97175038;6.215432924;1.430083122;1.617000341;1.198657087;1.238046103;1.423245874;-0.150015332;1.705863712;0.73239376;1.285557309;0.431363764;1.753008215;-1.471457506;-1.332460898;-0.020579122;-0.376936156;-0.129047229;-0.432169473;-0.045842618;-0.283444756;-0.20986591;0.104101128;3.266849266;1.276307308;3.821039021;0.057558041;1.522913977;0.61484224;0.858999684;1.286205988;0.437726162;-2.301534303;0.773692455;-1.010550673;0.00213083;-0.007215975;-0.002801861;-0.000648679;-0.006362398;0.132723047;0.001641449;0.007883311;1;0;0;0;0;1;1;1;3.26077915;1.191886029;0.188778783;2.016164547;1.961234469;0.704150517;1.336015053;1.475382415;4.169503592;0.13286503;0.004677605;1.522444234;1.194517236;0.610838981;0.431363764;1.269512944;NA;NA;NA
Italy;2013;A;2.11058971;1.089905111;5.790033876;0.361727836;0.160441251;1.525044807;1.709269961;0.741112187;0.174641193;1.301029996;1.133538908;0.532245722;0.855859681;0.612172383;0.672097858;1.320146286;0.010878553;0.066753665;0.409425869;1.174506178;0.767396164;0.409425869;0.166804873;-1.616655391;-2.249139223;-1.264714543;NA;0.000647537;1.744031488;1.979003694;6.206084245;1.424762434;1.621176282;1.214843848;1.247973266;1.436162647;-0.167491087;1.707570176;0.73239376;1.298853076;0.431363764;1.744488567;-1.486197722;-1.347201086;-0.035115704;-0.335032011;-0.106766531;-0.436635775;-0.025417646;-0.250182045;-0.231063664;0.116501482;3.285711812;1.285361507;3.836200803;0.005066985;1.524699925;0.607029053;0.855747255;1.294028685;0.433684763;-2.289457264;0.77537136;-1.013031523;0.000344882;0.00514333;0.000112425;0.004824391;-0.002320999;0.040318041;-0.007975196;0.008316398;1;1;1;1;0;1;0;1;3.312760631;1.189946134;0.19098287;2.036535034;1.933987347;0.709269961;1.353553308;1.49320533;4.223327485;0.14974652;-0.005588004;1.525044807;1.191886029;0.607626265;0.431363764;1.285557309;NA;NA;NA
Italy;2014;A;2.11991541;1.11058971;5.792499759;0.113943352;0.136875821;1.525044807;1.716003344;0.676355185;0.178395933;1.247973266;1.086359831;0.532285807;0.854569455;0.606462097;0.69019608;1.324282455;0.134584163;0.062115629;0.339848783;1.18593132;0.777084924;0.339848783;0.223114274;-1.683224731;-2.415930183;-1.252900335;NA;0.000512186;1.746690209;1.990034778;6.210155261;1.42767011;1.627365857;1.227886705;1.274157849;1.463892989;-0.161613436;1.706717782;0.72427587;1.305351369;0.431363764;1.745855195;-1.438036338;-1.299039719;-0.035053851;-0.424444311;-0.179565386;-0.472421666;-0.001573062;-0.236594603;-0.214514273;0.128079246;3.291448906;1.297864136;3.848317717;0.000305788;1.526109558;0.599916438;0.85144919;1.298863337;0.429718802;-2.305557482;0.777872319;-1.018570312;-0.001064751;0.006545659;0.003120266;0.006488032;0.001644962;-0.110372701;-0.000787395;-0.002183587;0;1;1;1;1;0;0;0;3.361102571;1.192864919;0.174251161;2.032714269;1.908819603;0.716003344;1.325999858;1.467881198;4.271853491;0.166229461;0.002658721;1.525044807;1.189946134;0.612172383;0.431363764;1.298853076;NA;NA;NA
Italy;2015;A;2.131221872;1.075546961;5.723382271;0.079181246;0.119196745;1.527629901;1.716837723;0.427939723;0.189509603;1.243038049;1.071882007;0.547487993;0.84509804;0.591064607;0.69019608;1.328379603;-0.045757491;0.079181246;0.307401039;1.173186268;0.785329835;0.307401039;0.23751957;-1.721434604;-2.446626441;-1.248856758;NA;-5.38E-05;1.751419043;2;6.226573615;1.435483631;1.626340367;1.245512668;1.301029996;1.488550717;-0.171156041;1.701567985;0.759501512;1.303196057;0.431363764;1.750315504;-1.38211206;-1.243115432;-0.026831145;-0.342944949;-0.136695923;-0.598981541;0.005195179;-0.230165684;-0.206671453;0.127477354;3.317621011;1.303650631;3.784092029;0.043289223;1.527251996;0.593664692;0.84624162;1.300582232;0.425461987;-2.325839501;0.780984764;-1.025939228;0.000377905;-0.002600085;-0.00114358;0.002613825;0.005901777;-0.12078694;0.004345071;0.001300491;1;0;0;1;1;0;1;1;3.356520828;1.195084082;0.17016799;2.020131054;1.9030204;0.716837723;1.273744227;1.416165557;4.325018723;0.166185933;0.004728833;1.525044807;1.192864919;0.606462097;0.431363764;1.305351369;NA;NA;NA
Italy;2016;A;2.12961365;1.068185862;5.734309832;0;0.120468922;1.5289167;1.719331287;0.417320237;NA;1.206825876;1.053078443;0.591064607;0.838849091;0.579783597;0.681241237;1.320146286;0;0.041392685;0.332196804;1.155336037;0.77815125;0.332196804;0.237111233;-1.690072028;-2.232174171;-1.253843418;NA;-9.48E-05;1.743306099;2.01397722;6.237686469;1.446651162;1.627365857;1.247973266;1.298853076;1.511883361;-0.153747433;1.691081492;0.770144515;1.29666519;0.414973348;1.757775491;NA;NA;-0.031434332;-0.271832616;-0.148379776;-0.482593058;0.014517701;-0.230858794;-0.228606232;0.137113473;3.343226583;1.319089541;3.809605839;0.026737242;1.528065994;0.589481418;0.840759921;1.300095743;0.420811224;-2.343967501;0.784372142;-1.034259839;0.000850707;-0.009697822;-0.00191083;-0.003430553;-0.005837876;0.11179333;-0.006220892;-0.005196998;1;0;0;0;0;1;0;0;3.321941538;1.193456159;0.189451927;2.01397722;1.882578212;0.719331287;NA;NA;4.410015219;0.180864949;-0.008112944;1.527629901;1.195084082;0.591064607;0.431363764;1.303196057;NA;NA;NA
Italy;2017;A;2.127412724;1.049218023;5.745816391;0.380211242;0.127409501;1.5289167;1.716837723;0.390285192;NA;1.220108088;1.049218023;0.544068044;0.832508913;0.579783597;0.69019608;1.315970345;0;0.041392685;0.323044497;1.155336037;0.792391689;0.323044497;0.236657212;-1.698322523;-2.366416697;-1.239506785;NA;-8.36E-05;1.768670327;2.007349419;6.24584591;1.4576815;NA;NA;1.29666519;1.532754379;-0.170890065;1.688419822;0.769287016;1.294466226;0.414973348;NA;NA;NA;-0.035068247;-0.299186072;-0.152413555;-0.488618376;0.022671075;-0.225427112;-0.198484162;0.13907269;3.364298564;1.32050679;3.831141871;0.047007199;1.528550773;0.588158206;0.835456496;1.298732456;0.416607701;-2.372931569;0.788393114;-1.04244563;0.000365927;-0.00837461;-0.002947584;-0.00426623;-0.001634353;0.006514872;0.003998575;-0.004030047;1;0;0;0;0;1;1;0;3.263579329;1.192481823;0.161552299;1.979679009;1.883310036;0.716837723;NA;NA;4.442579097;0.183646432;0.025364228;1.5289167;1.193456159;0.579783597;0.414973348;1.29666519;NA;NA;NA
Italy;2018;A;2.129784448;1.025305865;5.760758637;0.361727836;0.147551805;1.527629901;1.71432976;0.414392341;NA;1.217483944;1.089905111;NA;0.832508913;0.602059991;0.698970004;1.318063335;0;0.041392685;0.27378623;1.155336037;0.792391689;0.27378623;0.235102048;-1.747967964;-2.444955011;-1.24428347;NA;-0.000106039;1.781092886;2.004111486;6.252969232;1.465654795;NA;NA;1.336459734;1.531478917;-0.127578833;NA;0.786490781;1.29666519;0.414973348;NA;NA;NA;NA;-0.383121879;-0.172957049;-0.607722623;0.019331432;NA;NA;0.145845652;3.363003624;1.31629747;3.854369328;0.054120234;1.52884167;0.588934994;0.830478015;1.297272069;0.412758546;-2.407834861;0.792410997;-1.050241607;-0.001211769;0.013124998;0.002030898;-0.000606878;0.002214801;-0.03712015;-1.93E-05;0.002436335;0;1;1;0;1;0;0;1;3.2023466;1.191984923;NA;1.989489891;1.889090306;0.71432976;NA;NA;4.426713161;0.191976263;0.012422559;1.5289167;1.192481823;0.579783597;0.414973348;1.294466226;NA;NA;NA
Latvia;1990;B;NA;NA;NA;NA;NA;1.423245874;1.615950052;0.745301253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;4.314405749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.421257059;0.762338734;0.58094802;1.013559331;-0.023356528;-3.958526986;0.85786179;-1.911085036;0.001988815;-0.001787733;-0.006692388;0.00776832;0.000612442;-0.004826467;0.004243169;-0.013492626;1;0;0;1;1;0;1;0;NA;NA;NA;NA;NA;0.615950052;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Latvia;1991;B;NA;NA;NA;NA;0.408239965;1.42975228;1.619093331;0.745301253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;-0.000319653;NA;NA;4.276235177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.429342954;0.761067705;0.574110897;1.017892882;-0.023019552;-3.977629353;0.862518699;-1.977970152;0.000409326;-0.000516704;0.000144735;0.003434769;0.000275465;0.0142759;-0.00041374;0.053392489;1;0;1;1;1;1;0;1;NA;1.290196645;NA;NA;NA;0.619093331;NA;NA;NA;NA;NA;1.423245874;NA;NA;NA;NA;NA;NA;NA
Latvia;1992;B;NA;NA;NA;NA;0.394451681;1.436162647;1.622214023;0.745301253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;-0.000930878;NA;NA;4.120099238;-0.281083314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.437747059;0.759510639;0.566202993;1.023469364;-0.022584585;-3.997503954;0.867854515;-2.047014087;-0.001584412;0.001040362;0.008052639;-0.002141713;-0.000159502;0.034150501;-0.005749556;0.122436424;0;1;1;0;0;1;0;1;NA;1.257571272;NA;NA;NA;0.622214023;NA;NA;NA;NA;NA;1.42975228;1.290196645;NA;NA;NA;NA;NA;NA
Latvia;1993;B;NA;NA;NA;NA;0;1.444044796;1.625312451;0.745301253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;-0.00133453;NA;NA;4.06980199;-0.055319966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.686562969;NA;NA;NA;NA;-1.308522783;-0.559507555;NA;NA;NA;NA;NA;1.446853077;0.757298825;0.556176682;1.032081272;-0.021909562;-4.016638881;0.874481946;-2.111832864;-0.002808281;0.003252176;0.01807895;-0.010753621;-0.000834525;0.053285428;-0.012376987;0.187255202;0;1;1;0;0;1;0;1;0.043182177;1.304382226;NA;NA;NA;0.625312451;NA;NA;NA;NA;NA;1.436162647;1.257571272;NA;NA;NA;NA;NA;NA
Latvia;1994;B;NA;NA;NA;NA;0.252853031;1.456366033;1.630427875;0.745301253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.126382784;-1.427743829;-4.231087121;NA;-1.940866953;-0.00113425;NA;NA;4.086934357;0.173055086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1.681052285;-1.659581667;-0.708704102;NA;NA;NA;NA;-1.310701258;-0.617069859;NA;NA;NA;NA;NA;1.456791204;0.754230012;0.544272762;1.045178426;-0.020877938;-4.028058144;0.882093773;-2.146452678;-0.000425171;0.006320989;0.02998287;-0.023850775;-0.001866148;-0.203028977;-0.019988814;-0.707449655;0;1;1;0;0;0;0;0;-0.163983523;1.331334845;0.395682507;NA;NA;0.630427875;4.736283993;4.797559039;NA;NA;NA;1.444044796;1.304382226;NA;NA;NA;NA;NA;NA
Latvia;1995;B;1.1430148;NA;3.205556206;NA;0.330413773;1.46686762;1.635483747;0.745301253;NA;NA;NA;NA;0.492565946;0.766062243;0.53577842;1.08278537;NA;NA;0.222196046;1.113865014;0.926523563;0.222196046;0.123523744;-1.778078484;NA;-1.073372454;-2.192859277;-0.000967358;1.868507856;2.004884411;4.060314737;0.219995575;NA;NA;NA;NA;NA;1.551449998;0.939519253;1.064457989;NA;1.763570537;-1.694842155;-1.67465474;-0.675835621;NA;NA;NA;NA;-1.320562416;-0.572233115;NA;NA;1.037206684;2.403085173;NA;1.467242312;0.750622295;0.533624663;1.062490066;-0.019506693;-4.016260085;0.888402457;-2.09493889;-0.000374692;0.015439948;-0.041058718;0.001967923;-0.003237394;0.052906632;0.038121106;0.170361228;0;1;0;1;0;1;1;1;-0.266034136;1.315322669;0.353870374;NA;NA;0.635483747;NA;NA;NA;NA;NA;1.456366033;1.331334845;NA;NA;NA;NA;NA;NA
Latvia;1996;B;1.123851641;NA;3.310841945;NA;0.397940009;1.478566496;1.640481437;0.745301253;NA;NA;NA;NA;0.464034443;0.713197028;0.56508478;1.113943352;NA;NA;0.241297387;1.097177928;0.895092391;0.241297387;0.106547827;-1.759555837;NA;-1.105673731;-2.246832329;-0.000764734;1.953842278;2.002125117;4.082979503;0.280293755;1.8050043;1.230020404;NA;NA;NA;1.549003262;0.986771734;1.086359831;NA;1.765445586;-1.779583317;-1.770103243;-0.647047407;-0.712022028;-0.004901338;-1.469973623;-0.199364295;-1.279363746;-0.315686297;-0.40095796;3.058918298;0.996553811;2.380772879;NA;1.477819246;0.74780513;0.532163075;1.07992931;-0.018111389;-3.998227682;0.88792225;-2.014548807;0.00074725;-0.034608101;-0.068128631;0.006430521;-0.004632698;0.034874229;0.007170141;0.089971144;1;0;0;1;0;1;1;1;-0.35934893;1.334169801;0.20078848;1.992393449;7.858289065;0.640481437;NA;NA;3.048376688;-0.399576183;0.085334422;1.46686762;1.315322669;0.766062243;NA;1.064457989;NA;NA;NA
Latvia;1997;B;1.025305865;NA;3.357019579;1.012837225;0.421603927;1.489958479;1.646403726;0.889682594;NA;NA;NA;NA;0.55782908;0.71982392;0.59439114;1.103803721;NA;NA;0.317018101;1.127052481;0.884535634;0.317018101;0.097099172;-1.683719685;NA;-1.116064443;-2.237014362;-0.00067751;1.946801533;1.967580624;4.132993782;0.372342999;1.815854952;1.202904309;NA;NA;NA;1.545307116;1.06069784;1.079181246;NA;1.767312575;-1.829424416;-1.828443213;-0.565247816;-0.762846251;-0.033382836;-0.975026786;-0.157259243;-1.139049164;-0.198791674;-0.436044535;3.026888607;1.078892315;2.506255848;NA;1.488074897;0.749578361;0.54124929;1.093724141;-0.017525572;-3.982478852;0.881266781;-1.935281939;0.001883583;-0.029754441;0.016579789;-0.014542895;-0.005218515;0.019125399;0.003268853;0.071152765;1;0;1;0;0;1;1;1;-0.517354131;1.340584256;0.15109352;1.963408152;8.278500448;0.646403726;3.408454336;3.410283424;3.265686856;-0.470445098;-0.007040745;1.478566496;1.334169801;0.713197028;NA;1.086359831;NA;NA;NA
Latvia;1998;B;0.954242509;1.167317335;3.384550532;0.812913357;0.424881637;1.498310554;1.650307523;0.761582069;NA;NA;NA;NA;0.58564951;0.791809519;0.585600091;1.133538908;NA;NA;0.334252642;1.152360669;0.876085346;0.334252642;0.096783631;-1.665831733;NA;-1.123876732;-2.330895859;-0.000641016;1.956378085;1.98738963;4.166899679;0.423085237;1.816903839;1.230448921;NA;NA;NA;1.57863921;1.004321374;1.100370545;NA;1.769171572;-1.831154974;-1.830487196;-0.531561374;-0.820416505;-0.063864064;-0.749699075;-0.118877935;-1.049255088;-0.362242472;-0.421635892;3.022026345;1.132386078;2.604421469;NA;1.49768172;0.75420454;0.551344024;1.101131427;-0.019324019;-3.971951636;0.8701969;-1.872742413;0.000628834;0.037604979;0.034305487;-0.000760882;-0.003420067;0.008598183;0.005888446;0.037382104;1;1;1;0;0;1;1;1;-0.674070769;1.330005729;0.302172996;2.053978325;37.70835336;0.650307523;3.359603546;3.360829159;3.422100561;-0.477454614;0.009576552;1.489958479;1.340584256;0.71982392;NA;1.079181246;NA;NA;NA
Latvia;1999;B;1.08278537;1.146128036;3.409121231;0.633468456;0.44870632;1.506505032;1.655138435;0.441019215;NA;NA;NA;NA;0.585334719;0.783590262;0.614580218;1.181843588;NA;NA;0.294686624;1.125865358;0.852921742;0.294686624;0.088652744;-1.706335127;NA;-1.147860071;-2.438953892;-0.000554266;1.902391502;2.002023222;4.187940148;0.468571806;1.81756537;1.250420002;NA;NA;NA;1.610660163;0.806179974;1.161368002;NA;1.76949934;-1.87387834;-1.882655779;-0.487821416;-0.684543828;-0.092186681;-0.804934555;-0.144846068;-1.044007875;-0.235113431;-0.453630102;3.037621648;1.091932484;2.589551909;NA;1.506613541;0.755185505;0.555560753;1.097081174;-0.025916472;-3.966524011;0.856996476;-1.831149913;-0.000108509;0.028404757;0.029773966;0.064286829;0.003172385;0.003170558;-0.004074734;0.022704384;0;1;1;1;1;1;0;1;-0.812202834;1.322410108;0.172592939;2.027591906;-23.6635654;0.655138435;3.404680427;3.388806906;3.316877751;-0.495333444;-0.053986583;1.498310554;1.330005729;0.791809519;NA;1.100370545;NA;NA;NA
Latvia;2000;B;1.08278537;1.161368002;3.41901348;0.681241237;0.507855872;1.514547753;1.658964843;0.619229026;NA;NA;NA;NA;0.587596702;0.734617851;0.662757832;1.117271296;NA;NA;0.185258765;1.091596188;0.842158782;0.185258765;0.078037546;-1.816526758;NA;-1.159439261;-2.52529471;-0.000656205;1.912503209;1.97706614;4.220957793;0.560441088;1.812913357;1.260071388;1.133538908;1.371067862;NA;1.571708832;0.86923172;1.086359831;NA;1.768559097;-1.932137188;-1.955934778;-0.426569011;-0.581203166;-0.122486025;-0.868233061;-0.17246628;-1.028691219;-0.180740258;-0.360533433;3.204044564;1.21862554;2.743829866;0.260328191;1.514944801;0.752039892;0.552501837;1.076381643;-0.040259879;-3.964698244;0.844891528;-1.808742988;-0.000397048;-0.017422041;0.035094865;0.009978187;0.017515792;0.001344791;-0.002732745;-0.004862301;0;0;1;1;1;1;0;0;-1.054594194;1.324039222;0.146334947;1.973074173;13.07942896;0.658964843;3.547293659;3.504134223;3.904530536;-0.439355249;0.010111707;1.506505032;1.322410108;0.783590262;NA;1.161368002;NA;NA;NA
Latvia;2001;B;1.1430148;1.149219113;3.439837761;0.672097858;0.49400145;1.521138084;1.662757832;0.69756932;NA;NA;NA;NA;0.501297231;0.742597388;0.62324929;1.075546961;NA;NA;0.273695588;1.076545761;0.825538783;0.273695588;0.073145693;-1.727534056;NA;-1.175509125;-2.534776603;-0.00087983;1.936985865;1.982967742;4.262528686;0.60174936;1.788168371;1.250420002;1.117271296;1.285557309;NA;1.541579244;0.908485019;1.045322979;NA;1.770594128;-1.979236917;-2.018598212;-0.339799584;-0.3949564;-0.086916149;-0.681400724;-0.129092527;-1.008034537;-0.132746192;-0.394468706;3.171024215;1.244349452;2.796551631;0.315495502;1.522732577;0.748831098;0.545533467;1.044126992;-0.06480361;-3.964469314;0.836456117;-1.800127485;-0.001594494;-0.00623371;-0.044236236;0.001195987;0.042059523;0.001115861;-0.010917334;-0.018632;0;0;0;1;1;1;0;0;-1.368984552;1.323373034;0.112426244;2.029512292;13.80696608;0.662757832;3.671344643;3.599755915;3.945862246;-0.490856918;0.024482656;1.514547753;1.324039222;0.734617851;NA;1.086359831;NA;NA;NA
Latvia;2002;B;1.117271296;1.146128036;3.475685713;0.62324929;0.348304863;1.530199698;1.667452953;0.622473071;NA;1.338456494;1.049218023;NA;0.554791537;0.754915537;0.612783857;1.053078443;NA;NA;0.291146762;1.04943175;0.813283203;0.291146762;0.069122196;-1.710395711;NA;-1.187802283;-2.593418842;-0.000792252;1.920638007;1.971787958;4.299952261;0.642314123;1.800717078;1.276461804;1.100370545;1.340444115;-0.289238471;1.546542663;0.897627091;0.995635195;-0.096910013;1.777789187;-1.98077984;-2.020688393;-0.330785199;-0.265027598;-0.054040256;-0.55118943;-0.089659983;-0.986072222;-0.119316476;-0.388404132;3.17011772;1.250529238;2.865975304;0.30933014;1.529970422;0.746834994;0.543637013;1.007007886;-0.099194507;-3.963617031;0.833827066;-1.800687218;0.000229277;0.008080542;0.011154524;-0.011372692;0.002284494;0.000263578;-0.020543862;-0.011965126;1;1;1;0;1;1;0;0;-1.612838897;1.317981441;0.105333813;2.005953883;7.812277426;0.667452953;3.662805552;3.59046522;3.964324898;-0.485710723;-0.016347858;1.521138084;1.323373034;0.742597388;NA;1.045322979;NA;NA;NA
Latvia;2003;B;1.1430148;1.086359831;3.572929659;0.707570176;0.423245874;1.536558443;1.671172843;0.620292248;NA;1.338456494;1.201397124;NA;0.507197749;0.726564366;0.62324929;1.017033339;NA;NA;0.160768562;1.074132926;0.83690858;0.160768562;0.057594733;-1.840784247;NA;-1.164231431;-2.554396125;-0.00065962;1.928297245;1.980318458;4.329996325;0.660242036;1.812913357;1.252853031;1.120573931;1.367355921;-0.137059369;1.525044807;0.929418926;0.954242509;-0.096910013;1.783546282;-1.977963614;-2.016870059;-0.250389097;-0.182580984;-0.019739668;-0.248146269;-0.133462599;-0.929452865;-0.108924956;-0.443673372;3.142726264;1.245196068;2.955109663;0.347996841;1.536396765;0.746330057;0.548716047;0.97190635;-0.136349889;-3.959742671;0.837394424;-1.808787122;0.000161677;-0.019765692;-0.041518299;-0.01766384;0.039439876;-0.003610782;-0.000485844;-0.003706439;1;0;0;0;1;0;0;0;-1.845871139;1.312139081;0.097313815;2.037809217;9.746756816;0.671172843;3.655563993;3.585046313;3.913310387;-0.552460339;0.007659238;1.530199698;1.317981441;0.754915537;-0.096910013;0.995635195;NA;NA;NA
Latvia;2004;B;1.155336037;1.075546961;3.663012669;0.924279286;0.404833717;1.542825427;1.673941999;0.646746713;NA;1.322219295;1.033423755;NA;0.524872024;0.771781308;0.591064607;1.004321374;NA;NA;0.224533063;1.067270345;0.824566755;0.224533063;0.054201465;-1.776968744;NA;-1.176559285;-3.054773297;-0.000745241;1.971801468;1.991311187;4.368647005;0.711947193;1.809559715;1.29666519;1.123851641;1.359835482;-0.288795539;1.541579244;0.959041392;0.959041392;-0.22184875;1.785507788;-1.997376118;-2.043365835;-0.244750724;-0.188794744;-0.005755927;-0.233559235;-0.162524248;-0.895962743;-0.109254772;-0.397798886;3.163931746;1.239849102;3.042153641;0.398998038;1.541786725;0.748887651;0.564458866;0.943884775;-0.168821554;-3.950405335;0.844261222;-1.824706551;0.001038702;0.022893657;-0.039586843;0.015156618;-0.053027195;-0.012948118;-0.019694467;0.02539597;1;1;0;1;0;0;0;1;-2.095454025;1.311907455;0.098523143;2.031290109;8.078436885;0.673941999;3.676649768;3.593899983;3.922797935;-0.493210592;0.043504222;1.536558443;1.312139081;0.726564366;-0.096910013;0.954242509;NA;NA;NA
Latvia;2005;B;1.068185862;1.008600172;3.762558535;0.959041392;0.374748346;1.547774705;1.67669361;0.595793733;0.125671638;1.278753601;1.071882007;0.41871452;0.6091617;0.734897325;0.568201724;0.968482949;NA;NA;0.278296208;1.090362079;0.867286738;0.278296208;0.04692796;-1.723513549;NA;-1.134019086;NA;-0.000738516;2.003604401;1.987150145;4.420527386;0.787215273;1.80685803;1.307496038;1.086359831;1.394451681;-0.206871594;1.53529412;0.986771734;0.924279286;-0.22184875;1.793441133;NA;NA;-0.241139747;-0.229509728;-0.02688633;-0.229272805;-0.111870773;-0.823413118;-0.088692883;-0.276060224;3.163571542;1.312383876;3.19049611;0.441983994;1.545941285;0.752916629;0.587910838;0.925179341;-0.182850923;-3.933741848;0.851452756;-1.849317892;0.001833421;-0.018019304;0.021250862;-0.000900055;-0.038997827;-0.029611605;0.015833983;0.005709847;1;0;1;0;0;0;1;1;-2.732885267;1.312256042;0.07995718;2.004567456;6.876613304;0.67669361;NA;NA;4.151820283;-0.362296987;0.031802933;1.542825427;1.311907455;0.771781308;-0.22184875;0.959041392;NA;NA;NA
Latvia;2006;B;0.995635195;0.857332496;3.878768745;0.944482672;0.49613247;1.547774705;1.677606953;0.334875777;0.086003743;1.285557309;1.06069784;0.40043737;0.655117664;0.754392232;0.505149978;0.949390007;NA;NA;0.32776749;1.100135573;0.900716339;0.32776749;0.058265331;-1.674182693;NA;-1.100588472;NA;-0.000627532;2.002678268;1.984568278;4.461231025;0.890821592;1.800717078;1.320146286;1.167317335;1.378397901;-0.224859469;1.557507202;0.977723605;0.903089987;-0.22184875;1.818885415;NA;NA;-0.214057684;-0.163050135;-0.000853159;-0.193930348;-0.08511088;-0.74714786;-0.100885333;-0.186665916;3.24760184;1.264216155;3.249344919;0.5110853;1.548827621;0.760488829;0.609783437;0.920451285;-0.173163766;-3.909960737;0.852843208;-1.879430174;-0.001052916;-0.006096596;0.045334227;-0.017361298;-0.048684984;-0.053392716;0.047873132;0.013108925;0;0;1;0;0;0;1;1;-4.186492171;1.304252392;0.092666476;2.010401647;14.60178355;0.677606953;NA;NA;4.105670711;-0.235986066;-0.000926133;1.547774705;1.312256042;0.734897325;-0.22184875;0.924279286;NA;NA;NA
