"idem","year","debt_g","Gov_debt","Unempl_rate","Wages","HICP","Net_mig","Gini_net","Gini_market","Net_len_wi","Quantiles","le_male","le_female","Deciles","Health_exp","Education_exp","Social_prot_ex_pen","Social_prot","Family","Unemp_tra","Corporate_ta","pro_imp_tx","ind_tx","property_tx","PIT","cit_total","Property_taxes","VAT","trade","pop_gro","Trade","TOT","GDP","GDP_pc","Secondary_ed","Tertiary_ed","td_male","td_female","leavers","Gov_ex","Deficit","Soc_payable","Soc_kind","employ_rate","arp_mid","mrp_all","insaccess","goveff","regqua","ruleoflaw","voice","instdepth","ins_effic","RD_gdp","res_1mill","sav_gdp","Savings_percapit","ICT","gi_trend","ed_trend","he_trend","soc_trend","kind_trend","prt_trend","indt_trend","pit_trend","gi_cycle","ed_cycle","he_cycle","soc_cycle","kind_cycle","prt_cycle","indt_cycle","pit_cycle","gi_bb","ed_bb","he_bb","soc_bb","kind_bb","prt_bb","indt_bb","pit_bb","gdppc_gro","gdp_gro","insde_d","tot_d","debt_d","redis","pi_m","pi_a","rd","rd1","dtrade","lgini","lgdpg","leduc","lkind","lpay","phat0","invwt","mu","mu0","mu1","mdiff1","iptw","dr1","ate","dumm","Gini_netdm","Health_expdm","Education_expdm","ind_txdm","PITdm","Property_taxesdm","Soc_payabledm","Soc_kinddm","gdp_grodm"
"Austria",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.455073538,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.449902,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",1992,"A",NA,NA,NA,NA,1.029383778,1.416640507,1.617000341,0.447514627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048429761,NA,NA,0.048429761,-1.260748584,-1.911133564,-2.25057111,-1.249367744,-2.306070633,0.000693749,1.831001008,2.025885875,5.188314134,1.284005481,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.834919039,-1.164182019,-1.033221619,-0.246767455,NA,NA,NA,NA,-0.228881771,-0.090217476,NA,NA,1.405263953,3.801117193,NA,1.41877819,0.708318542,0.872342941,1.275379009,0.521444326,-2.402239591,0.887920734,-1.257133972,-0.002137683,-0.00284387,0.004065307,-0.002300001,0.006438841,0.151668482,0.000559982,-0.003614612,0,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,0.617000341,1.302632693,1.467740832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.445076532,1.445076532,0,NA,NA,NA,1,1,-0.020417188,NA,NA,NA,-0.196569706,0.901467727,NA,NA,NA
"Austria",1993,"A",NA,NA,NA,NA,0.995635195,1.428134794,1.621176282,0.447514627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034571509,NA,NA,0.034571509,-1.240120218,-1.97302717,-2.279716296,-1.255900719,-2.33378287,0.000519448,1.802027005,2.024116951,5.192864779,1.3130248,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.834071502,-1.172985664,-1.037284597,-0.215116174,NA,NA,NA,NA,-0.223582233,-0.081927768,NA,NA,1.392273236,3.773957273,NA,1.427645033,0.713294576,0.866021153,1.278394017,0.509411166,-2.564223166,0.888790437,-1.224874691,0.000489761,-0.007819903,0.010387095,-0.005315009,0.018472001,0.28450687,-0.00030972,-0.015245527,1,0,1,0,1,1,0,0,4.623237535,1.23984606,0.075148096,1.973043006,NA,0.621176282,1.286357601,1.454643237,NA,NA,-0.028974003,1.416640507,NA,NA,NA,NA,NA,NA,1.441885574,1.441885574,0,NA,NA,NA,1,0,-0.008922901,NA,NA,NA,-0.17594134,0.872322541,NA,NA,0.007372126
"Austria",1994,"A",NA,NA,NA,NA,0.698970004,1.439332694,1.625312451,0.447514627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184640118,NA,NA,-0.184640118,-1.278380783,-1.992472373,-2.999524638,-1.216087456,-2.357423492,0.000242322,1.82031848,2.025433624,5.210855236,1.335183797,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.833222308,-1.155181848,-1.025035359,-0.222032734,NA,NA,NA,NA,-0.231781692,-0.086470232,NA,NA,1.395510074,3.804541577,NA,1.43434389,0.719895864,0.857906672,1.282046735,0.493184123,-2.751034239,0.890580085,-1.183858015,0.004988804,-0.014421191,0.018501576,-0.008967727,0.034699044,-0.248490399,-0.002099369,-0.094522768,1,0,1,0,1,0,0,0,4.265424966,1.242791149,0.079922371,1.977736646,NA,0.625312451,1.310385505,1.476762275,NA,NA,0.018291475,1.428134794,1.23984606,NA,NA,NA,NA,NA,1.439866595,1.439866595,0,NA,NA,NA,1,0,0.002274999,NA,NA,NA,-0.214201905,0.152514199,NA,NA,0.010317215
"Austria",1995,"A",1.832508913,0.643452676,5.005223854,NA,0.079181246,1.445604203,1.625312451,0,0.046207443,NA,NA,0.365049885,0.825140398,0.742735032,0.903089987,1.340444115,0.507877004,0.137318518,-0.21314995,1.165456964,0.880718899,-0.21314995,-1.081124286,-1.89157014,-3.010104696,-1.118665144,-4.218935014,9.64e-05,1.835005583,2.026971405,5.199596949,1.36537247,1.783903579,0.903089987,NA,NA,NA,1.747411808,0,1.298853076,NA,1.832783965,-1.144360326,-1.013215277,-0.232364352,NA,NA,NA,NA,-0.215328072,-0.089476442,NA,NA,1.406060528,3.887873505,NA,1.437881097,0.727151617,0.849462138,1.285456506,0.474888604,-2.908325855,0.893655864,-1.133577635,0.007723107,0.015583415,-0.02432174,0.01339657,-0.027730573,-0.101778841,-0.012936965,0.052453349,1,1,0,1,0,0,0,1,4.073503798,1.234807814,0.082355171,1.976696841,NA,0.625312451,1.095411643,1.23719574,NA,NA,0.014687103,1.439332694,1.242791149,NA,NA,NA,0.574269294,2.348902687,1.44049756,0,1.44049756,NA,NA,NA,1,0,0.008546508,-0.05126785,0.037260359,-0.007761818,-0.016945408,0.141934141,0.025774068,-0.080725136,0.00233388
"Austria",1996,"A",1.832508913,0.72427587,4.987087714,0.380211242,0.041392685,1.439332694,1.62838893,0.423131139,0.025430796,NA,NA,0.338647129,0.829219895,0.740779186,0.886490725,1.338456494,0.485353574,0.150331113,-0.21715917,1.17511215,0.903982219,-0.21715917,-1.057525352,-1.748378154,-3.049601999,-1.094853377,NA,8.5e-05,1.846377835,2.020526377,5.221229787,1.370906866,1.79518459,0.913813852,NA,NA,NA,1.746634199,0.447158031,1.29666519,0.431363764,1.830691092,-1.132842567,-1.00793273,-0.222004594,0.268959275,0.196908706,0.255602501,0.172891419,-0.186971064,-0.091726305,0.198868685,NA,1.396656506,3.871005032,NA,1.438061198,0.731783654,0.845110441,1.286307839,0.462201863,-3.021509526,0.898048057,-1.088650882,0.001271496,0.008995532,-0.015890546,0.010357352,-0.030838099,-0.028092472,0.005934162,0.03112553,1,1,0,1,0,0,1,1,3.752080352,1.243269259,0.084193014,1.967461185,2.201188341,0.62838893,1.065914415,1.198009734,NA,0.277751243,0.011372252,1.445604203,1.234807814,0.742735032,0.447158031,1.298853076,0.560339604,2.274482781,1.437127459,0,1.437127459,1.437127459,-3.165014292,-1.727886833,1,0,0.002274999,-0.047188353,0.035304513,0.015501502,0.006653526,0.102436838,0.023586182,-0.096519403,0.010795325
"Austria",1997,"A",1.800717078,0.716003344,4.932426578,0.255272505,0.113943352,1.434568904,1.632457292,0.64830145,0.032216237,NA,NA,0.320301645,0.845494886,0.734553409,0.857332496,1.326335861,0.452155155,0.100138254,-0.239386801,1.182506038,0.907564081,-0.239386801,-1.032628995,-1.721502273,-3.115052572,-1.091029923,NA,7.13e-05,1.875020548,2.015806936,5.242741386,1.372469202,1.811575006,0.919078092,NA,NA,NA,1.719331287,0.681241237,1.283301229,0.447158031,1.831078856,-1.1512556,-1.019197881,-0.21394413,0.271472403,0.163117379,0.25947439,0.157425938,-0.191965993,-0.084941244,0.21877438,NA,1.408865225,3.835465591,NA,1.435924435,0.733007142,0.845382995,1.284428691,0.458364261,-3.092281376,0.901717035,-1.055302553,-0.001355531,0.001546266,0.000111892,-0.001127463,-0.011206229,-0.022771196,0.005847046,0.022673558,0,1,1,0,0,0,1,1,3.70030681,1.241993838,0.077804523,1.975261964,2.163000359,0.632457292,1.052453284,1.188819913,NA,0.308223616,0.028642713,1.439332694,1.243269259,0.740779186,0.431363764,1.29666519,0.533201718,2.142252955,1.43900825,0,1.43900825,-1.221833958,2.6526335,1.430799542,1,0,-0.002488791,-0.030913362,0.029078736,0.019083364,0.031549883,0.036986265,0.010222221,-0.080725136,0.009519904
"Austria",1998,"A",1.803457116,0.740362689,4.943991345,0.146128036,0,1.431363764,1.636487896,0.558216411,0.00609931,NA,NA,0.296647019,0.854738808,0.728658791,0.84509804,1.320146286,0.420017629,0.116348055,-0.242778635,1.180042601,0.902652675,-0.242778635,-1.028508765,-1.693863731,-3.138019394,-1.096116483,-5.950601589,6.91e-05,1.88698567,2.014166323,5.264740162,1.388232323,1.818225894,0.913813852,NA,NA,NA,1.719331287,0.653212514,1.276461804,0.462397998,1.831696493,-1.168722248,-1.050396297,-0.210206917,0.273971071,0.126473274,0.263312065,0.141389322,-0.198500843,-0.08344651,0.238435037,3.366872428,1.417353272,3.854499128,NA,1.432714489,0.731476533,0.848268725,1.2813042,0.461682064,-3.126832327,0.903572634,-1.034777359,-0.001350724,-0.002817742,0.006470083,-0.004842396,0.000715934,-0.011187068,-0.00091996,0.006268595,0,0,1,0,1,0,0,1,3.727106337,1.240881704,0.076913391,1.982823952,2.252302549,0.636487896,1.080341798,1.202041076,4.772047652,0.33794668,0.011965122,1.434568904,1.241993838,0.734553409,0.447158031,1.283301229,0.528239739,1.89307984,1.438301952,1.438301952,0,-1.438301952,2.634193431,1.195891478,1,0,-0.005693931,-0.02166944,0.023184118,0.014171959,0.035670113,0.014019443,0.003382796,-0.065485169,0.00840777
"Austria",1999,"A",1.822168079,0.672097858,4.940849051,0.041392685,0.188229908,1.426511261,1.639486489,0.501483759,-0.003516222,NA,NA,0.290766805,0.86213278,0.731039963,0.851258349,1.324282455,0.450589961,0.097417202,-0.242197959,1.183136954,0.913052909,-0.242197959,-1.024239629,-1.774020246,-3.108760549,-1.086020056,-4.473875951,0.00012242,1.894201209,2.011965686,5.284473823,1.40663912,1.782472624,1.155336037,NA,NA,NA,1.717670503,0.662757832,1.276461804,0.491361694,1.834823707,-1.165417199,-1.042055746,-0.181488555,0.282178286,0.151031629,0.260910688,0.134268246,-0.198759191,-0.071544052,0.266083456,3.395656576,1.423646667,3.857804987,NA,1.429458155,0.72809368,0.85177446,1.278239105,0.468668541,-3.134996689,0.903460218,-1.024692242,-0.002946894,0.002946283,0.01035832,-0.001777301,0.022693153,0.026236139,0.00959269,0.000452613,0,1,1,0,1,1,1,1,3.623189098,1.23910804,0.066033765,1.983861661,2.267909566,0.639486489,1.067314791,1.19366648,4.834215167,0.378808825,0.007215539,1.431363764,1.240881704,0.728658791,0.462397998,1.276461804,0.529970351,1.88689801,1.440503268,0,1.440503268,-1.205456474,2.620258803,1.414802329,1,0,-0.010546434,-0.014275468,0.02556529,0.024572193,0.039939249,0.043278288,0.003382796,-0.036521473,0.006634106
"Austria",2000,"A",1.818885415,0.672097858,4.894571911,0.414973348,0.231878853,1.424881637,1.644438589,0.53943995,-0.004060965,0.982271233,1.029383778,0.273170827,0.85351839,0.717161468,0.84509804,1.318063335,0.461639625,0.052841154,-0.248115308,1.170848726,0.896597233,-0.248115308,-1.043056949,-1.721696174,-3.171661316,-1.102834784,NA,0.000151302,1.931832928,2.007520518,5.314485755,1.425896796,NA,NA,NA,NA,0.047112545,1.705863712,0.707570176,1.271841607,0.477121255,1.835690571,-1.152273167,-1.054759467,-0.174435594,0.290233301,0.174275243,0.25849596,0.127028458,-0.188416924,-0.072164359,0.275546294,3.422620794,1.429971389,3.82027858,NA,1.426966115,0.723309598,0.854942241,1.275763365,0.475951511,-3.128398705,0.901077956,-1.021661169,-0.002084478,-0.00614813,-0.001423852,-0.003921758,0.001169744,-0.043262611,-0.004480723,-0.02139578,0,0,0,0,1,0,0,0,3.506541122,1.240405701,0.067346143,1.983783191,2.212303617,0.644438589,1.100174192,1.201886534,4.894249811,0.394023317,0.037631719,1.426511261,1.23910804,0.731039963,0.491361694,1.276461804,NA,NA,1.442041084,1.442041084,0,1.700742091,-3.10538589,-1.404643799,1,1,-0.012176058,-0.022889858,0.011686795,0.008116517,0.021121929,-0.019622479,-0.001237401,-0.050761912,0.007931767
"Austria",2001,"A",1.822821645,0.602059991,4.890211926,0.462397998,0.210381347,1.424881637,1.649334859,0.731080851,-0.006493637,0.986771734,1.029383778,0.2777789,0.848931672,0.715263657,0.826074803,1.31386722,0.449576946,0.043298437,-0.243777086,1.16941877,0.893257626,-0.243777086,-1.014669999,-1.536124641,-3.047798384,-1.10632312,NA,0.000240809,1.94269547,2.008437581,5.317067283,1.438078221,NA,NA,NA,NA,0.042612043,1.711807229,0.812913357,1.269512944,0.477121255,1.834897339,-1.153630094,-1.077494599,-0.18546957,0.291898019,0.184491056,0.26427797,0.121049519,-0.188419999,-0.082825426,0.299311135,3.44807188,1.429956881,3.819787446,NA,1.425577545,0.718046709,0.858471441,1.274122568,0.483789698,-3.114464837,0.897658849,-1.022225689,-0.000695908,-0.002783052,-0.00953977,-0.004609624,-0.006668443,0.066666453,-0.004401223,0.00755569,0,0,0,0,0,1,0,1,3.376588494,1.232375672,0.07725068,1.993445836,2.225978887,0.649334859,1.093301444,1.170553846,4.930594111,0.428002017,0.010862542,1.424881637,1.240405701,0.717161468,0.477121255,1.271841607,NA,NA,1.447769473,1.447769473,0,1.619114199,-3.018399206,-1.399285007,1,1,-0.012176058,-0.027476576,0.009788984,0.004776909,0.049508879,0.104240453,-0.003566064,-0.050761912,-9.83e-05
"Austria",2002,"A",1.822821645,0.69019608,4.922144454,0.361727836,0.238023238,1.426511261,1.655138435,0.678427322,0.013805927,0.939519253,1.008600172,0.318862286,0.864436156,0.714708231,0.851258349,1.320146286,0.451944653,0.103887686,-0.274221452,1.172349536,0.898965635,-0.274221452,-1.027197871,-1.679847894,-3.099327775,-1.100905095,NA,0.000310694,1.939319279,2.0115071,5.335402733,1.447993709,NA,NA,NA,NA,0.069080919,1.709269961,0.763427994,1.274157849,0.491361694,1.837272703,-1.15577825,-1.095619383,-0.197706191,0.29355638,0.194472045,0.269983984,0.114987078,-0.191546696,-0.079979287,0.315126113,3.472124955,1.441245604,3.862878243,NA,1.425298106,0.712243731,0.862833617,1.272934825,0.492628983,-3.107543562,0.893718982,-1.026350676,0.001213155,0.002464499,0.001602539,0.001223024,-0.001267289,0.008215787,0.005246653,-0.000847195,1,1,1,1,0,1,1,0,3.305331422,1.235885934,0.073861663,1.994676852,2.215330207,0.655138435,1.125417898,1.187212958,5.004184828,0.454174125,-0.003376191,1.424881637,1.232375672,0.715263657,0.477121255,1.269512944,NA,NA,1.454696241,0,1.454696241,-1.287981675,2.689538077,1.401556403,1,0,-0.010546434,-0.011972092,0.009233558,0.010484919,0.036981007,0.052711062,0.001078841,-0.036521473,0.003412
"Austria",2003,"A",1.81756537,0.681241237,5.009401174,0.278753601,0.270878781,1.426511261,1.6599162,0.687751848,0.034429016,0.919078092,0.991226076,0.360473963,0.871334311,0.72202255,0.851258349,1.322219295,0.459615887,0.131586843,-0.263863355,1.168686443,0.888093431,-0.263863355,-1.027302846,-1.687808839,-3.088030367,-1.11229123,NA,0.000280391,1.936976257,2.014980241,5.344979648,1.455768087,NA,NA,NA,NA,0.072147983,1.711807229,0.73239376,1.281033367,0.505149978,1.838534271,-1.151968606,-1.050186165,-0.186829986,0.305102738,0.188443186,0.269989489,0.1091621,-0.190143012,-0.084915464,0.337371395,3.503992944,1.430348942,3.938513529,NA,1.426022113,0.705394096,0.866973961,1.271080703,0.501848298,-3.111316727,0.889070244,-1.032792092,0.000489149,0.016628453,0.004360351,0.009952664,0.00330168,0.023286359,-0.000976812,0.005489246,1,1,1,1,1,1,0,1,3.249527968,1.232868081,0.078626938,1.992057437,2.208942097,0.6599162,1.078859236,1.183420627,5.0119326,0.482558818,-0.002343022,1.426511261,1.235885934,0.714708231,0.491361694,1.274157849,NA,NA,1.455407473,0,1.455407473,-1.276283929,2.677455365,1.401171435,1,0,-0.010546434,-0.005073937,0.016547877,-0.000387286,0.036876032,0.06400847,0.007954359,-0.022733189,0.000394147
"Austria",2004,"A",1.813580989,0.770852012,5.060099991,0.414973348,0.289982985,1.426511261,1.665580991,0.12946431,0.011977792,1.021189299,0.959041392,0.325472221,0.87730511,0.692788681,0.84509804,1.31386722,0.45032301,0.10931727,-0.267450244,1.164468251,0.885307737,-0.267450244,-1.038883952,-1.670732056,-3.114196281,-1.11526699,-4.788612663,0.000395137,1.958727966,2.012691997,5.368120389,1.472247573,1.790988475,1.255272505,1.342422681,1.298853076,-0.062147907,1.731588765,0.361727836,1.274157849,0.51851394,1.822984883,-1.117450427,-0.989479138,-0.181093388,0.281001916,0.187800155,0.266281408,0.162903461,-0.186070808,-0.081334697,0.335682512,3.499521399,1.435313691,4.00141542,NA,1.427837986,0.697385556,0.870094073,1.267636455,0.510623808,-3.12815165,0.884363987,-1.040441453,-0.001326724,-0.004596875,0.007211036,0.006521395,0.007890132,0.013955369,0.00094375,0.001557502,0,0,1,1,1,1,1,1,3.230255946,1.235476532,0.074968695,1.982986383,2.218270313,0.665580991,1.027953997,1.160901316,5.022910976,0.481809705,0.021751709,1.426511261,1.232868081,0.72202255,0.505149978,1.281033367,0.533868621,1.873120015,1.457660781,1.457660781,0,-1.457660781,2.67638611,1.218725329,1,0,-0.010546434,0.000896862,-0.012685992,-0.00317298,0.025294926,0.037842556,0.001078841,-0.009369227,0.003002598
"Austria",2005,"A",1.836324116,0.755874856,5.075177471,0.431363764,0.31723742,1.426511261,1.672097858,0.59244325,0.014753787,0.986771734,0.949390007,0.313964586,0.873067883,0.683223346,0.838849091,1.305351369,0.440469987,0.099058403,-0.266503408,1.155923458,0.883957261,-0.266503408,-1.060060224,-1.67730171,-3.170067717,-1.116692135,-5.248110033,0.000427975,1.973875711,2.009203359,5.38899907,1.4898113,1.797267541,1.247973266,1.320146286,1.309630167,-0.037381728,1.710963119,0.662757832,1.264817823,0.51851394,1.828659897,-1.109788646,-1.001177653,-0.193614412,0.235650041,0.207710857,0.270251183,0.131701582,-0.169368403,-0.081345936,0.37534166,3.537735317,1.428847223,4.01321389,0.437696274,1.430912408,0.690766414,0.87209321,1.263270759,0.518659947,-3.156689835,0.880095276,-1.047311993,-0.004401147,-0.007543068,0.000974673,0.001547064,-0.000146007,-0.013377882,0.003861985,-0.01274823,0,0,1,1,0,0,1,0,3.154725159,1.233711205,0.075227343,1.984022156,2.257088281,0.672097858,1.061308607,1.176442801,5.054883283,0.536305889,0.015147745,1.426511261,1.235476532,0.692788681,0.51851394,1.274157849,0.509192049,2.037456807,1.461177766,1.461177766,0,-1.461177766,2.690170543,1.228992778,1,0,-0.010546434,-0.003340365,-0.022251327,-0.004523456,0.004118654,-0.01802888,-0.008261185,-0.009369227,0.001237271
"Austria",2006,"A",1.828015064,0.72427587,5.099975019,0.361727836,0.299155952,1.432969291,1.679427897,0.489775728,0.011604764,1.012837225,0.991226076,0.311326369,0.867216902,0.683082891,0.832508913,1.298853076,0.419808773,0.091719305,-0.248982784,1.143714891,0.868564505,-0.248982784,-1.05973275,-1.68624547,-3.214509739,-1.133153636,-6.5470359,0.000324961,1.992245273,2.004423201,5.410945353,1.510452378,1.797267541,1.243038049,1.338456494,1.309630167,-0.021611149,1.704150517,0.662757832,1.255272505,0.51851394,1.836165816,-1.108143198,-0.999532227,-0.191032829,0.260228907,0.217406116,0.28152681,0.149861077,-0.173432898,-0.091729119,0.372770282,3.547053023,1.439750363,4.048653639,0.41544324,1.435199789,0.687349474,0.874024392,1.259695718,0.526923569,-3.193339925,0.876910173,-1.051167747,-0.002230498,-0.004266582,-0.00680749,-0.004423212,-0.008409629,-0.021169814,-0.008345668,-0.008565003,0,0,0,0,0,0,0,0,3.083743429,1.232842675,0.084828653,1.986144005,2.185773469,0.679427897,1.059237036,1.174335639,5.106870877,0.536696149,0.018369562,1.426511261,1.233711205,0.683223346,0.51851394,1.264817823,0.496241532,1.985078293,1.461861031,1.461861031,0,1.602447671,-3.003746714,-1.401299043,1,0,-0.004088404,-0.009191346,-0.022391782,-0.019916212,0.004446128,-0.062470902,-0.017806503,-0.009369227,0.000368741
"Austria",2007,"A",1.813580989,0.69019608,5.160499144,0.447158031,0.255912635,1.442479769,1.684845362,0.5155957,0.008335657,1.06069784,1.008600172,0.32112734,0.869421441,0.67321227,0.812913357,1.28780173,0.397350648,0.079916018,-0.256858052,1.140027614,0.869824325,-0.256858052,-1.054551314,-1.639898483,-3.180677363,-1.132291904,NA,0.000206515,2.003541667,2.002548056,5.430446112,1.534458281,1.796574333,1.238046103,1.334453751,1.303196057,-0.052097669,1.694605199,0.763427994,1.243038049,0.531478917,1.844321821,-1.105831134,-0.997220149,-0.19136129,0.271205843,0.2304581,0.292729799,0.147616654,-0.180892052,-0.0949715,0.383533522,3.580928569,1.465969479,4.136732574,0.383056793,1.439950353,0.687740648,0.877096589,1.258870963,0.53635817,-3.236651024,0.87607266,-1.051812466,0.002529416,-0.014528378,-0.007675148,-0.015832914,-0.004879253,0.055973661,-0.006248335,-0.002738848,1,0,0,0,0,1,0,0,3.006075292,1.231129764,0.086991817,1.99372939,2.190275356,0.684845362,1.051619818,1.166155675,5.249531989,0.562248437,0.011296394,1.432969291,1.232842675,0.683082891,0.51851394,1.255272505,0.490535844,1.962846628,1.459273461,1.459273461,0,1.548620221,-2.973278073,-1.424657852,1,0,0.005422074,-0.006986807,-0.032262403,-0.018656392,0.009627564,-0.028638526,-0.030040959,0.00359575,-0.00134417
"Austria",2008,"A",1.837588438,0.62324929,5.214595382,0.579783597,0.279576505,1.447158031,1.69019608,0.481843771,0.068120656,1.017033339,0.995635195,0.377695846,0.878493493,0.688099505,0.812913357,1.292256071,0.410476257,0.026544439,-0.282088289,1.144518848,0.874853337,-0.282088289,-1.032485314,-1.633528497,-3.224724352,-1.127413917,NA,0.00019909,2.009132287,1.997151715,5.43411761,1.547791806,1.799340549,1.252853031,1.338456494,1.342422681,-0.021398145,1.700703717,0.755874856,1.247973266,0.544068044,1.850186583,-1.102470791,-0.993859803,-0.191325939,0.248602756,0.205371937,0.284828902,0.145219813,-0.178901283,-0.13634393,0.409840171,3.616677745,1.460936811,4.174500983,0.352237052,1.444057443,0.691863197,0.881429572,1.262048413,0.546561702,-3.288559408,0.877511411,-1.050420303,0.003100588,-0.003763692,-0.002936079,-0.014075147,-0.002493657,0.063835056,-0.002658074,0.017934988,1,0,0,0,0,1,0,1,2.896001168,1.226539602,0.124518245,1.992075794,2.258642302,0.69019608,1.026145651,1.138284901,5.283737651,0.598750592,0.00559062,1.442479769,1.231129764,0.67321227,0.531478917,1.243038049,0.507979131,2.032434116,1.458379694,1.458379694,0,1.509937221,-2.945476874,-1.435539653,1,1,0.010100336,0.002085245,-0.017375168,-0.01362738,0.031693564,-0.072685515,-0.025105742,0.016184877,-0.005934332
"Austria",2009,"A",1.903632516,0.73239376,5.195059019,-4.82e-17,0.286461125,1.450249108,1.694605199,0.308628433,0.038526477,0.934498451,0.949390007,0.356245296,0.897141146,0.710975408,0.851258349,1.326335861,0.436015689,0.134913401,-0.280170886,1.157810678,0.887846351,-0.280170886,-1.054753783,-1.799763733,-3.249159045,-1.113523236,-6.58439757,0.000150214,1.938554958,2.00529056,5.414463588,1.538215695,1.797267541,1.276461804,1.359835482,1.378397901,0.014891555,1.736396502,0.255272505,1.283301229,0.568201724,1.847109741,-1.108614471,-1.000003488,-0.197684562,0.223632724,0.164772124,0.252121815,0.151826039,-0.171785793,-0.132741097,0.414428468,3.617011306,1.412195378,4.093103342,0.296100535,1.446819112,0.69731584,0.885915088,1.26794672,0.556351438,-3.342045564,0.880155366,-1.048603624,0.003429996,0.013659568,0.011226058,0.015354509,0.011850286,0.092886519,0.007690985,-0.006150158,1,1,1,1,1,1,1,0,2.808029763,1.22109156,0.116814191,2.011018514,2.272754052,0.694605199,1.054757462,1.169315307,5.107926649,0.585253967,-0.070577329,1.447158031,1.226539602,0.688099505,0.544068044,1.247973266,0.559206035,1.788249656,1.455612006,0,1.455612006,-1.348527549,2.793808289,1.44528074,1,1,0.013191413,0.020732898,0.005500735,-0.000634366,0.009425095,-0.097120208,0.010222221,0.040318557,-0.011382374
"Austria",2010,"A",1.918030337,0.69019608,5.181638107,0.361727836,0.278489601,1.44870632,1.696356389,0.324755599,0.05761059,0.924279286,0.919078092,0.390991405,0.897614543,0.710775137,0.86332286,1.330413773,0.428661556,0.147517206,-0.279442156,1.156826772,0.88641381,-0.279442156,-1.050939399,-1.739052524,-3.581362798,-1.114913828,-6.479914486,0.000147161,1.994242723,1.998098268,5.429571905,1.548878231,1.800717078,1.281033367,1.348304863,1.387389826,-0.005201194,1.725094521,0.431363764,1.285557309,0.568201724,1.849879878,-1.108382051,-0.99977106,-0.201441626,0.264183612,0.164580958,0.256667718,0.166074272,-0.171066796,-0.122095225,0.435541783,3.638461024,1.415065825,4.085849974,0.336904989,1.448029505,0.701095104,0.888975111,1.273032512,0.564145665,-3.379876374,0.882508174,-1.045105201,0.000676815,0.009680033,0.008639432,0.012524797,0.004056059,-0.201486424,0.003905636,-0.005834199,1,1,1,1,1,0,1,0,2.877802051,1.229950547,0.107787406,1.987582842,2.122577821,0.696356389,1.050698797,1.164842367,5.148661851,0.616320292,0.055687765,1.450249108,1.22109156,0.710975408,0.568201724,1.283301229,0.535946024,1.865859536,1.456882182,0,1.456882182,-1.324833075,2.766104579,1.441271503,1,0,0.011648625,0.021206295,0.005300464,-0.002066907,0.013239479,-0.429323961,0.012478301,0.040318557,-0.002523387
